question	answers	context
"During a particularly intense Florida heatwave, inept lawyer Ned Racine (William Hurt) begins an affair with Matty (Kathleen Turner), the wife of wealthy businessman Edmund Walker (Richard Crenna). They go to great lengths to keep their affair a secret, but Ned carelessly propositions an old school friend of Matty, Mary Ann Simpson (Kim Zimmer), thinking she was Matty. Matty soon makes it clear to Ned that she wants to leave Edmund but also wants his money, explaining that a divorce would leave her with very little due to their prenuptial agreement. Racine suggests the only option is to kill Edmund. While planning the murder, Ned consults one of his shadier clients, Teddy Lewis (Mickey Rourke), an expert on incendiary devices, who supplies him with a bomb. Racine drives to the Walker estate at night to kill Edmund. He places the body in an abandoned building in which Edmund had a business interest, and uses the incendiary device to make it look like he died during a botched arson job. Ned is contacted by Edmund's lawyer about a new will that Racine supposedly drew up on Edmund's behalf, which was witnessed by Mary Ann Simpson. The new will is so poorly prepared it is declared null and void, resulting in Matty inheriting the entire fortune. Matty later admits to Ned that she forged the will. Two of Ned's friends, assistant deputy prosecutor Peter Lowenstein (Ted Danson) and police detective Oscar Grace (J.A. Preston) begin to suspect Ned of involvement with Matty in her husband's death. The men reveal to Ned that Edmund's steel-rim glasses, which he always wore, were not on him at the time of the explosion, and are nowhere to be found. Mary Ann Simpson has also disappeared. Nervous about the will, the glasses, the suspicions of the police, and Matty's loyalty, Ned happens upon a lawyer who once sued him over a mishandled legal case. The lawyer reveals that to make amends, he recommended Ned to Matty Walker, and admits to telling her about Ned's lack of competence as a lawyer. Lowenstein warns Ned that someone kept calling his hotel room on the night of the murder but never got an answer, thereby weakening his alibi. Lewis tells Ned that a woman came to him for another incendiary device, and he showed her how to booby trap a door. Matty calls Ned to tell him the glasses are in the boathouse on the Walker estate. Ned goes to the boathouse late at night and sees a long twisted wire attached to the door. When Matty shows up, Ned confronts her at gunpoint and tells her to get the glasses. Matty walks toward the boathouse and disappears from view; the boathouse explodes. Grace finds a body that is identified as Matty Walker (nĂŠe Tyler) through dental records. Now in prison, Ned tries to convince Grace that Matty is still alive, laying out for him the scenario that the woman he knew as ""Matty"" assumed the identity of Matty Tyler in order to marry Edmund and get his money. The woman Ned knew as ""Mary Ann Simpson"" discovered this and played along but was then murdered and her body left in the boathouse. Had Ned been killed by entering the boathouse, the police would have found both suspects dead, and ""Matty"" would have gotten away with the money. Remembering that Matty told him when and where she had attended high school in Illinois, Ned writes to the school asking for the yearbook. Ned finds the pictures of Mary Ann Simpson and Matty Tyler, confirming his suspicion that Mary Ann Simpson stole Matty Tyler's identity, eventually becoming Matty Walker. Below the real Matty's picture is the nickname ""Smoocher"" and ""AmbitionâTo Graduate""; below Mary Ann's is the nickname ""The Vamp"", swim-team membership, and ""AmbitionâTo be rich and live in an exotic land"". Mary Ann is last seen seated on a comfortable chair on a tropical beach. Reclining beside her is a man who speaks to her in Spanish. Lost in thought, Mary Ann turns away from him, puts on her sunglasses and faces the sun."	['Indiana', 'Illinois']	Where did Matty attend high school?
"The story takes place in the far future. Human travel in outer space is threatened by strange creatures known as the Dragons. Imperceptible to ordinary people, Dragons are experienced as nothing but a sudden death or insanity. Dragons can only be destroyed by very strong light, but they move too fast for conventional defense methods. Both human and telepathic cats (who perceive the dragons as rats) are able to sense the creatures within milliseconds. The humans and cats work together as teams to protect interstellar spaceships traveling via planoforming (a type of faster than light speed travel). The cats ride outside of the spaceships in their own tiny crafts, waiting for the order from their human partner to attack. Pin-sets (telepathic amplifiers) heighten a telepathâs senses and allow the humans to communicate with their partner cats. The cats then destroy the Dragons with ""pinlights"", miniature nuclear bombs whose blast gives off pure visible radiance that can destroy the dragons. Thanks to the combination of the human mind and the cats' quick reactions, the battle against the Dragons is not only possible, but usually ends in victory. Underhill, Woodley, Father Moontree, and a girl named West are the group of current telepaths fighting the war. The cats fighting alongside them are Captain Wow, Lady May and others. Woodley draws an unremarkable cat, West teams up with Captain Wow, Underhill with Lady May, and Father Moontree gets stuck with an old, unnamed, greedy male cat, who has the best fighting record of them all. While the Father Moontree and Woodley are not particularly interested in their partner cats, West thinks Captain Wow is cuddly, and Underhill has a strong connection with Lady May and enjoys being telepathically connected with her. The team travel to the depths of space, searching for their enemy. During an attack, Underhill is unable to follow Lady Mayâs thoughts fast enough and the Dragon touches his mind, sending excruciating pain throughout his body. The battle lasts less than the blink of an eye, and the ship lands safely. Underhill is hospitalized and a doctor tells him that he was within a tenth of a millisecond of going insane, but the only thing that concerns Underhill is his partner, Lady May, and her well-being. A secretly jealous and angry nurse walks in and Underhill compares her to Lady May. Logically, he understands that Lady May is only a cat, but his mind tells him that no woman will ever equal her."	['Pinlights', 'With pinlights']	How do the cats destroy the dragons?
"Following his pursuit by Kirill (in The Bourne Supremacy), Jason Bourne (Matt Damon) evades Moscow police while wounded, and deals with more flashbacks of when he first joined Operation Treadstone. Six weeks later, CIA Deputy Director Pamela Landy (Joan Allen) divulges the audiotaped confession of Ward Abbott, the late former head of Treadstone, to Director Ezra Kramer (Scott Glenn). Meanwhile, in Turin, journalist Simon Ross (Paddy Considine) of The Guardian meets an informant to learn about Bourne and Operation Blackbriar, the program succeeding Treadstone. The CIA tracks Ross as he returns to London, after his mention of ""Blackbriar"" during a cell-phone call to his editor is detected by the ECHELON system. Bourne reappears in Paris to inform Martin Kreutz (Daniel Brühl), the step-brother of his girlfriend Marie Helena Kreutz (Franka Potente), of her assassination in India, also in the previous film. Bourne reads Ross's articles and arranges a meeting with him at London Waterloo station. Bourne realizes that the CIA is following Ross and helps him evade capture for a while, but when Ross panics and ignores Bourne's instructions, Blackbriar assassin Paz (Édgar Ramírez) shoots him dead, in the middle of a busy station, on orders of Deputy Director Noah Vosen (David Strathairn). Vosen's team, reluctantly assisted by Landy, analyzes Ross's notes and identifies his source as Neal Daniels (Colin Stinton), a CIA Station chief involved with Treadstone and Blackbriar. Bourne makes his way to Daniels's office in Madrid but finds it empty. He incapacitates gunmen sent by Vosen and Landy. Nicky Parsons (Julia Stiles), a former Treadstone operative who shares a history with Bourne, tells him that Daniels has fled to Tangier and aids his escape from an arriving CIA unit. Parsons learns that Blackbriar ""asset"" Desh Bouksani (Joey Ansah) has been tasked with killing Daniels. Vosen sees that Parsons accessed information about Daniels and sends Bouksani after Parsons and Bourne as well, a decision with which Landy fiercely disagrees. Bourne follows Bouksani to Daniels but fails to prevent Daniels's death by a planted bomb. However, Bourne manages to kill Bouksani before he can kill Parsons. After sending Parsons into hiding, Bourne examines the contents of Daniels's briefcase and finds the address of the deep-cover CIA bureau in New York City, where Vosen directs Blackbriar. Bourne travels to New York. Landy receives a phone call from Bourne, which is intercepted by Vosen. When Landy tells him that his real name is David Webb and gives him the birth date ""4-15-71"", Bourne tells Landy to ""get some rest"" because she ""look[s] tired"", tipping off his presence in New York (a scene replicated from the end of the previous film). Vosen intercepts a text to Landy from Bourne apparently of a location to meet up and leaves his office with a whole team. Bourne however waits for them all to leave, enters Vosen's office and takes classified Blackbriar documents. Realizing that he has been hoodwinked, Vosen sends Paz after Bourne, but the resulting car chase ends with Bourne forcing Paz's car to crash into a concrete barrier. Bourne holds the injured Paz at gunpoint, but spares his life. Bourne arrives at a hospital at 415 East 71st Street, having figured out Landy's coded message. Outside, Bourne meets Landy and gives her the Blackbriar files before going inside. Vosen also figures out Landy's code and warns Dr. Albert Hirsch (Albert Finney), who ran Treadstone's behavior modification program, that Bourne is coming. He follows Landy inside the building but is too late to stop her from faxing the Blackbriar documents out. Meanwhile, Bourne confronts Hirsch on an upper floor and remembers that he volunteered for Treadstone. As Bourne flees to the roof, he is confronted by Paz, who asks, ""Why didn't you take the shot?"" Bourne repeats the dying words of The Professor in The Bourne Identity: ""Look at us. Look at what they make you give."" Paz lowers his gun, but Vosen appears and shoots at Bourne as he jumps into the East River. Some time later, Parsons watches a news broadcast about the exposure of Operation Blackbriar, the arrests of Hirsch and Vosen, a criminal investigation against Kramer, and the whereabouts of David Webb, a.k.a. Jason Bourne. Upon hearing that his body has not been found after a three-day search of the river, Parsons smiles. Bourne is shown swimming away in the East River."	['Neal Daniels', 'Neil Daniels']	Who was Ross's source?
"Corky (Gina Gershon), an ex-con who has just finished a five-year jail sentence, arrives at an apartment building to start work as a painter and plumber. On her way up to the apartment, she encounters the couple who live next-door, Violet (Jennifer Tilly) and Caesar (Joe Pantoliano). After Caesar has gone out, Violet flirts with Corky and asks her to help retrieve an earring that has fallen down her sink. After Corky extracts the earring, Violet admits she lost it on purpose in order to get closer to Corky, and starts to seduce her. They are interrupted by the arrival of Caesar and Corky goes back to work. When she leaves for the day, Violet follows her to her truck. They go to Corky's apartment and have sex. The next morning, Violet tells Corky that Caesar is a money launderer for the Mafia and they have been together for five years. Later, Violet overhears Caesar and his Mafia associates beating and torturing Shelly (Barry Kivel), a man who has been skimming money from the business. Upset by the violence and cruelty, Violet seeks solace from Corky. She tells Corky that she wants to make a new life for herself, but that she needs her help. Knowing that Caesar will find the nearly $2 million Shelly took and count it in their apartment, the two women hatch a scheme to steal the money. Corky, already wary of Violet's intentions, is unsure whether to trust her. Shelly is shot and killed by Johnnie (Christopher Meloni), the son of Mafia boss Gino Marzzone (Richard C. Sarafian), and Caesar returns to the apartment with a bag of bloody money. Angry at Johnnie for killing Shelly in a fit of rage and splattering blood everywhere, Caesar proceeds to wash, iron and hang the money to dry. Violet explains to Corky that Caesar and Johnnie hate each other, and that Gino and Johnnie will be coming to pick up the money from Caesar. The plan is as follows: When Caesar has finished counting the money, Violet will get him a drink to relax him before he showers. Corky will be next-door, waiting until she hears Caesar turn on the shower. When he does, Violet will drop the bottle of Scotch that is for Gino and tell Caesar that she is going to buy more. As she leaves the apartment, she will let Corky in, who will steal the money from a briefcase and leave. Violet will then return with the Scotch and tell Caesar that she just saw Johnnie leaving, but that Gino was not with him. Suspicious, Caesar will check the briefcase, find the money gone, and assume Johnnie has taken it. Corky and Violet think Caesar will be forced to skip town because Gino will assume he has been robbed by Caesar, not his son. Everything goes as planned until Caesar finds the money gone. He realizes that if he runs, Gino will think he took the money. He decides he has to get the money back from Johnnie. Panicking, Violet threatens to leave. Caesar pulls out his gun and forces her to stay, thinking that maybe she and Johnnie have stolen the money and framed him. Corky waits next-door with the money while Gino and Johnnie arrive. After watching Johnnie flirt with Violet and taunt him, Caesar pulls out a gun and tells Gino that his son stole the money. In an angry panic, he kills both Gino and Johnnie, and Gino's bodyguard Roy. He tells Violet that they have to find the money, dispose of the bodies, and pretend Gino and Johnnie never arrived, lest their Mafia pals find the money or men missing. Unable to find the money at Johnnie's apartment, Caesar telephones Mickey (John P. Ryan), a Mafia friend, telling him that Gino has yet to arrive. After discovering Corky and Violet stole the money, Caesar ties them up, gags them, threatens to torture them, and demands to know where it is. When Mickey arrives to see what is going on, Caesar, panicked, makes a deal with Violet to help him stall. As he prepares to kill Mickey, Violet calls the landline from Johnnie's cell phone and quickly convinces Caesar to pretend that he's on the phone with Gino, who's calling from a hospital to explain that he and Johnnie were in a car accident. Mickey is convinced and leaves for the hospital. Corky tells Caesar where she has hidden the money, and he goes next-door to find it. Violet escapes and makes a phone call to Mickey, telling him that Caesar stole the money and forced her to keep quiet. In the meantime, Corky tries to stop Caesar from taking the money, but he beats her to the ground. Just as he is about to kill her, Violet arrives and pulls a gun on Caesar, telling him that Mickey is on his way and that he should run while he can. Caesar tells Violet that he knows she will not shoot him, to which she replies, ""Caesar, you don't know shit"", before killing him. Later, Mickey, who believes Violet's story, tells her that he will find Caesar, and that there is no need to involve the police. Mickey wants Violet to be his girlfriend, but she tells him that she needs a clean breakâwhich she makes by driving off hand-in-hand with Corky."	['Gino, Johnnie and Roy.', 'Gino and Johnnie']	Who does Caesar kill?
The year is 1789 and Pierre Adet, a young French peasant, is incensed at the unfair treatment of the local peasantry, who are no better off than slaves to the local aristocrat. His brother-in-law is about to be hanged for poaching two pigeons from the woods belonging to the Duc de Kernogan in Nantes and this proves the final straw. After months of planning Pierre leads a mob against the Duc against the advice of his father. Before the mob have had the chance to storm the Chateau, they come across the Duc's young daughter Yvonne returning home and attack her carriage. In the ensuing scuffle, Adet assaults Yvonne 'And just to punish you, my fine lady,' he said in a whisper which sent a shudder of horror right through her, 'to punish you for what you are, the brood of tyrants, proud, disdainful, a budding tyrant yourself, to punish you for every misery my mother and sister have had to endure, for every luxury which you have enjoyed, I will kiss you on the lips and the cheeks and just between your white throat and chin and never as long as you live if you die this night or live to be an hundred will you be able to wash off those kisses showered upon you by one who hates and loathes you --a miserable peasant whom you despise and who in your sight is lower far than your dogs.' Shortly afterwards the Duc's private army arrive and dispatch the mob. Adet is seriously injured and seeks refuge from a local priest before fleeing Nantes and the death sentence which has been passed on him. Determined that someone must pay for the incident, the Duc de Kernogan ensures that Pierre's father is hanged for his son's crime. By the time Adet finds out it is too late and he is driven to seek revenge against the Duc and his daughter. In 1793, Adet is living in England under the alias of Martin-Roget. He has spent the intervening years educating himself. With the aid of an introductory letter, obtained by blackmailing the Bishop of Brest, has ingratiated himself into English society â to the extent that he has gained the favour of the Duc de Kernogan, who is now living near Bath, and is Yvonne's favoured suitor. Both Yvonne and her father are ignorant of Martin-Roget's true identity and are unaware that he is seeking revenge. With the help of Chauvelin, he plans to marry Yvonne and lure her and the Duc back to Nantes and to their death as ci-devants on the guillotine. Adet's plans suffer a setback when he discovers that Yvonne was warned by Sir Percy and that she is at risk from Martin-Roget. Yvonne has eloped with Lord Antony Dewhurst. The Duc believes that Martin-Roget is a millionaire banker whose marriage to Yvonne will result in substantial funds being given to the French royalist cause. He is furious that his plans have been thwarted and refuses to recognise the marriage to Dewhurst, which would not be legal in France due to Yvonne's age. Martin-Roget convinces the Duc that he still wishes to marry Yvonne and soon persuade him to lure Yvonne away from Lord Tony. He then kidnaps her and the three set off for France. Lord Tony must seek the help of The Scarlet Pimpernel to save his wife.	['France.', 'France']	After kidnapping Yvonne, where does Adet flee?
"Mick O'Brien (Sean Penn) is a 16-year-old Irish-American hoodlum from Chicago. While most of Mick's crimes involve snatching purses, vandalism, and getting into brawls, he aspires to bigger and meaner things, which leads him to attempt ripping off a Puerto Rican rival, Paco Moreno (Esai Morales). Everything goes wrong: Mick's partner and best friend Carl (Alan Ruck) is killed, and Mick, while trying to escape the police, accidentally runs over and kills an eight-year-old boy who happens to be Paco's brother. Mick is sent to the Rainford Juvenile Correctional Facility rather than a state prison for adults. Most of the wardens and counselors seem to have lowered themselves to the role of zookeepers. The only exception is Ramon Herrera (Reni Santoni), a former gang member who talks tough to the inmates, but holds out hope for some of them, especially Mick. Mick's cellmate is Barry Horowitz (Eric Gurry), a small, wiry, brainy Jewish kid who firebombed a bowling alley after some boys there severely beat him (for flirting with their girlfriends). Their cell block is dominated by a pair of brawny sadists named ""Viking"" Lofgren (Clancy Brown) and Warren ""Tweety"" Jerome (Robert Lee Rush). As soon as their alpha male status is established, Mick takes his first step toward defining himself by refusing to be intimidated by them. Meanwhile, to avenge his brother's death, Paco rapes Mick's girlfriend J.C. (Ally Sheedy). After hearing of the rape, Mick is desperate to see her, so he and Horowitz escape the double perimeter fences during football practice via the use of a corrosive paste placed on the fences, making the fences weak enough to kick open. Mick escapes, but Horowitz falls on barbed wire and is then caught where a counselor beats him up for calling him names and escaping. Ramon believes that Mick had gone to J.C.'s house, and soon picks him up. He then takes him on a trip to a maximum-security prison to show what's in store for him, should he continue down the path of crime. After Paco's arrest upon the police finding out about the rape on J.C., he is sentenced to the same dormitory at Rainford that Mick is in. The staff are fully aware of this potential danger, but no other reform school has a vacancy. Meanwhile, in an attempt to injure Paco for Mick, Horowitz plants fertilizer into a radio that he has placed in Paco and Viking's cell. When the charge explodes prematurely and only injures Viking, Horowitz is condemned to permanent solitary confinement, a fate he fears more than any other. Eventually, Paco's transfer is arranged, so he plans his showdown with Mick for the night before. While Herrera was on night patrol, Paco fakes a ruptured appendix so Herrera comes to his aid. Herrera is assaulted, then caged in the office. The door into the cells is then barricaded, and the entire dormitory is aroused by the brawl. Eventually, Mick comes out on top, and the film ends with him very nearly killing Paco while being encouraged by the others to do it. However, resisting at the last second, he doesnÂ´t do it. He then drags a beaten Paco in front of the caged Ramon and other detention officers and heads back to his cell, crying in remorse."	['He plants fetilizer in a radio.', 'By planting a bomb in his cell.']	How does Horowitz attempt to injure Paco?
"Nostromo is set in the South American country of Costaguana, and more specifically in that country's Occidental Province and its port city of Sulaco. Though Costaguana is a fictional nation, its geography as described in the book resembles real-life Colombia. Costaguana has a long history of tyranny, revolution and warfare, but has recently experienced a period of stability under the dictator Ribiera. Charles Gould is a native Costaguanero of English descent who owns an important silver-mining concession near the key port of Sulaco. He is tired of the political instability in Costaguana and its concomitant corruption, and uses his wealth to support Ribiera's government, which he believes will finally bring stability to the country after years of misrule and tyranny by self-serving dictators. Instead, Gould's refurbished silver mine and the wealth it has generated inspires a new round of revolutions and self-proclaimed warlords, plunging Costaguana into chaos. Among others, the forces of the revolutionary General Montero invade Sulaco after securing the inland capital; Gould, adamant that his silver should not become spoil for his enemies, orders Nostromo, the trusted ""capataz de los cargadores"" (head longshoreman) of Sulaco, to take it offshore so it can be sold into international markets. Nostromo is an Italian expatriate who has risen to his position through his bravery and daring exploits. (""Nostromo"" is Italian for ""shipmate"" or ""boatswain"", but the name could also be considered a corruption of the Italian phrase ""nostro uomo,"" meaning ""our man."") Nostromo's real name is Giovanni Battista Fidanza窶認idanza meaning ""trust"" in archaic Italian. Nostromo is a commanding figure in Sulaco, respected by the wealthy Europeans and seemingly limitless in his abilities to command power among the local population. He is, however, never admitted to become a part of upper-class society, but is instead viewed by the rich as their useful tool. He is believed by Charles Gould and his own employers to be incorruptible, and it is for this reason that Nostromo is entrusted with removing the silver from Sulaco to keep it from the revolutionaries. Accompanied by the young journalist Martin Decoud, Nostromo sets off to smuggle the silver out of Sulaco. However, the lighter on which the silver is being transported is struck at night in the waters off Sulaco by a transport carrying the invading revolutionary forces under the command of Colonel Sotillo. Nostromo and Decoud manage to save the silver by putting the lighter ashore on Great Isabel. Decoud and the silver are deposited on the deserted island of Great Isabel in the expansive bay off Sulaco, while Nostromo scuttles the lighter and manages to swim back to shore undetected. Back in Sulaco, Nostromo's power and fame continues to grow as he daringly rides over the mountains to summon the army which ultimately saves Sulaco's powerful leaders from the revolutionaries and ushers in the independent state of Sulaco. In the meantime, left alone on the deserted island, Decoud eventually loses his mind. He takes the small lifeboat out to sea and there shoots himself, after first weighing his body down with some of the silver ingots so that he would sink into the sea. His exploits during the revolution do not bring Nostromo the fame he had hoped for, and he feels slighted and used. Feeling that he has risked his life for nothing, he is consumed by resentment, which leads to his corruption and ultimate destruction, for he has kept secret the true fate of the silver after all others believed it lost at sea. He finds himself becoming a slave of the silver and its secret, even as he slowly recovers it ingot by ingot during nighttime trips to Great Isabel. The fate of Decoud is a mystery to Nostromo, which combined with the fact of the missing silver ingots only adds to his paranoia. Eventually a lighthouse is constructed on the Great Isabel threatening Nostromo's ability to recover the treasure in secret, but the ever resourceful Nostromo manages to have a close acquaintance, the widower Giorgio Viola, named as its keeper. Nostromo is in love with Giorgio's younger daughter, but ultimately becomes engaged to his elder daughter Linda. One night, in attempting to recover more of the silver for himself, Nostromo is shot and killed, mistaken for a trespasser by old Giorgio."	['A useful tool.', 'As a useful tool']	How did the rich view Nostromo?
"The Spraggs, a family of midwesterners from the fictional city of Apex who have made money through somewhat shady financial dealings, arrive in New York City at the prompting of their beautiful, ambitious, but socially-naive daughter, Undine. She marries Ralph Marvell, a member of an old New York family that no longer enjoys significant wealth. Before her wedding, Undine encounters an acquaintance from Apex named Elmer Moffatt, a character with ""a genuine disdain for religious piety and social cant"", as the scholar Elaine Showalter observes. Undine begs him not to do anything that will endanger her wedding to Ralph. Elmer agrees. Although Ralph dotes on Undine, his finances do not permit the extravagant lifestyle Undine desires, and she feels that her in-laws scorn her. When she becomes pregnant, she is disconsolate; and she neglects her son, Paul, after he is born. Alone in Europe, Undine begins an affair with the nouveau riche Peter Van Degen, who is married to Ralph's cousin, Clare. She then divorces Ralph in the hope of marrying Peter, but this does not work out: Peter seems to want nothing more to do with Undine, and Clare will not grant him a divorce anyway. As a divorcee, Undine loses her high position in society, and spends a few years living in North Dakota, New York, and Paris, scheming to scramble up the social ladder again. In Paris, a French count, Raymond de Chelles, falls in love with Undine. They desire to get married, but, as a Catholic, Raymond cannot marry a divorcée. To procure enough money to bribe the Pope to annul Undine's previous marriage, Undine blackmails Ralph. Having been awarded custody of their son, but allowing him to live with Ralph (it was inconvenient for her to raise him in Europe), she demands that the boy be sent to her. It is clear that she will let him remain with Ralph only if he sends her a large sum of money. Ralph does not have sufficient funds of his own, so he borrows money from friends and family and invests it in one of Elmer Moffatt's business deals. The deal does not go through in time to meet Undine's deadline, and Moffat also informs Ralph that he had once eloped with Undine and then was divorced from her—the secret she feared that New York society would discover. Shocked, and also distraught at the thought of losing his son, Ralph commits suicide. Undine is able to marry Raymond as a widow, though this would not be possible if Raymond knew of her first marriage to Moffat. Undine is soon dissatisfied with Raymond, too. The de Chelles are hidebound aristocrats, their wealth tied up in land and art and antiques that they will not consider selling, and Undine cannot adjust to the staid customs of upper-class French society. She also resents having to spend most of her time in the country because her husband cannot pay for expensive stays, entertainment, and shopping trips in Paris. Ultimately, she divorces Raymond in order to remarry Elmer Moffatt, who by now has made a fortune. Now, married to the crass midwestern businessman who was best suited to her in the first place, Undine finally has everything she ever desired. Still, it is clear that she wants even more: in the last paragraph of the novel, she imagines what it would be like to be an ambassador's wife – a position closed to her owing to her divorces."	"['Ralph commits suicide, making her a widow.', ""bacause of ralph's suicide""]"	Why is Undine finally able to marry Raymond?
At the age of twenty, young Alleyne, son of Edric, leaves the Catholic abbey where he has been raised—intelligent, skilled, and well-liked, though sheltered and naive—and goes out to see the world, in accordance with the terms of his father's will. The same day, the abbot banishes John of Hordle for worldly behavior: great appetite, teasing, and flirting. At the Pied Merlin inn, they make friends with veteran archer Sam Aylward who has returned to England from France to recruit for the White Company of mercenaries. Aylward has brought a request for Sir Nigel Loring of Christchurch to take command of the company. Aylward and John continue to Christchurch, while Alleyne detours to visit his older brother, the socman or landlord of Minstead, whose fierce reputation has grown to wickedness. The brothers meet for the first time since Alleyne was an infant and Alleyne finds that his brother is still furious their father gave three hides of land (80–120 acres) to the monastery for the boy's support. The socman threatens a lovely maiden, Maude, who escapes with Alleyne's aid and they flee on foot to find her horse. Maude makes a striking impression on the abbey-raised young man. When she hears that Alleyne intends to rejoin his friends to approach Sir Nigel Loring, Maude laughs. Alleyne meets up again with Aylward and Hordle John, and the three friends meet Sir Nigel and his formidable wife Mary. Alleyne is taken on as squire to Sir Nigel and as tutor to his daughter, who Alleyne discovers is the same Maude he saved from his evil brother. When the men eventually depart for France, the young couple admit their love, but only to each other. En route to Gascony, our heroes destroy pirates, then report to the court of the Prince of Wales in Bordeaux. After adventures fearful and funny, the valiant fighters lead the White Company to join the Prince. The Spanish and French attack them in a narrow ravine, where the mighty warriors are almost all destroyed and the Company must disband. John and Alleyne, badly wounded, survive, but Sir Nigel and Aylward are missing and presumed dead. The English go on to win the Battle of Nájera, fulfilling the mission. The Prince knights Alleyne in his sick bed and, as the former socman has died, Sir Alleyne Edricson becomes the new socman of Minstead. He returns victorious with John as his squire, to snatch Maude from the doors of the nunnery and marry her. En route back to rescue their friends, all reunite for a happy ever after.	['his brother', 'His older brother']	When Alleyne takes a detour from Alyward and John, who does he go see?
"Craig Schwartz (Cusack) is an unemployed puppeteer in a forlorn marriage with his pet-obsessed wife Lotte (Diaz). Gaining a file clerk job through Dr. Lester (Bean) at LesterCorp, in the strange Floor 7Â˝ low-ceiling offices of the Mertin-Flemmer Building in New York City, he develops an attraction to his coworker Maxine Lund (Keener), who does not return his affections. Craig enters a small door hidden behind a filing cabinet and finds himself in the mind of actor John Malkovich. Craig is able to observe and sense whatever Malkovich does for fifteen minutes before he is ejected and dropped into a ditch near the New Jersey Turnpike. He reveals the portal to Maxine and they let others use it for $200 a turn. Craig tells Lotte, who becomes obsessed with the experience, allowing her to live out her transgender desires. Lotte becomes attracted to Maxine and they begin a sexual relationship via Lotte being inside Malkovich's head while Maxine has sex with Malkovich. Craig, forsaken by both women, binds and gags Lotte and locks her in a cage, then enters Malkovich's mind and has sex with Maxine. Craig discovers that he is able to control Malkovich's actions while in his head, causing the actor to become paranoid. After consulting with his friend Charlie Sheen, Malkovich trails Maxine to the Mertin-Flemmer building, where he tries the portal and is placed in a world where everyone looks like him and can only say ""Malkovich"". He is ejected and meets Craig by the turnpike. Malkovich demands that the portal be closed, but Craig refuses. Lotte escapes with the help of the animals in the cage and phones Maxine, revealing that Craig was having sex with her. Maxine is annoyed but accepts it as she enjoyed the experience. Seeking help, Lotte finds Lester, who reveals himself to be Captain Mertin, the creator of LesterCorp. He is aware of the portal and has a room dedicated to Malkovich. Lester explains that the person connected to it becomes ""ripe"" for occupation on the eve of their 44th birthday. However, after the old host turns 44, the portal moves to its next host, an unborn child. The former allows one to increase their life before moving on to another host while the latter means being trapped within the unborn child. Lester, who has been using the portal to prolong his life, reveals his plan to use Malkovich for himself and several of his friends. Offered the chance to join Lester's group, Lotte warns him that Craig has control. Craig finds he is able to remain in Malkovich indefinitely. He spends the next eight months in Malkovich's body, and through his control turns Malkovich into a world-famous puppeteer. Malkovich marries Maxine and learns that she is pregnant as their relationship grows distant. As Malkovich's 44th birthday approaches, Lester and his friends cut a deal with Maxine and fake her kidnapping. They call up Craig threatening to kill her if Craig does not leave Malkovich. Craig ends the call, causing Lester to think that he called their bluff. Lotte loses hope and attempts to kill Maxine, but they end up at the turnpike after falling through the portal and Malkovich's shame-ridden subconscious. Maxine reveals that she conceived when Lotte was inside Malkovich's body and kept the child because it is theirs. The revelation cements their love for each other. Craig calls back Lester thinking Maxine is still in danger. Realizing his opportunity, Lester continues his bluff, convincing Craig to leave Malkovich's body. Lester and his friends enter the portal, taking control of Malkovich. Craig, discovering that Lotte and Maxine are together again, decides to enter the portal to become Malkovich and regain Maxine. Years later, an aging Malkovich, under the collective mind of Lester and his friends, reveals to Sheen a plan to prolong their lives through Emily, Maxine's daughter, who it is revealed Craig is now permanently trapped within after entering the portal, supposedly powerless as he watches Maxine and Lotte living happily through Emily's eyes."	['Dr. Lester', 'Dr. Lester Bean.']	Who helped Craig get a file clerk job?
