question	answers	context
"In 1593 London, William Shakespeare is a sometime player in the Lord Chamberlain's Men and poor playwright for Philip Henslowe, owner of The Rose Theatre. Shakespeare is working on a new comedy, Romeo and Ethel, the Pirate's Daughter. Suffering from writer's block, he has barely begun the play, but starts auditioning players. Viola de Lesseps, the daughter of a wealthy merchant, who has seen Shakespeare's plays at court, disguises herself as ""Thomas Kent"" to audition, then runs away. Shakespeare pursues Kent to Viola's house and leaves a note with the nurse, asking Thomas Kent to begin rehearsals at the Rose. He sneaks into the house with the minstrels playing that night at the ball, where her parents are arranging her betrothal to Lord Wessex, an impoverished aristocrat. While dancing with Viola, Shakespeare is struck speechless, and after being forcibly ejected by Wessex, uses Thomas Kent as a go-between to woo her. Wessex also asks Will's name, to which he replies that he is Christopher Marlowe. When he discovers her true identity, they begin a secret affair. Inspired by her, Shakespeare writes quickly, with help from his friend and rival playwright Christopher 'Kit' Marlowe, completely transforming the play into what will become Romeo and Juliet. Then, Viola is summoned to court to receive approval for her proposed marriage to Lord Wessex. Shakespeare accompanies her, disguised as her female cousin. There, he persuades Wessex to wager ÂŁ50 that a play can capture the true nature of love, the exact amount Shakespeare requires to buy a share in the Chamberlain's Men. Queen Elizabeth I declares that she will judge the matter, when the occasion arises. When Richard Burbage, owner of the Curtain, finds out that Shakespeare has cheated him out of both money and the play, he goes to the Rose Theatre with his Curtain Theatre Company and starts a brawl. The Rose Theatre company drives Burbage and his company out and then celebrate at the local pub. Viola is appalled when she learns Shakespeare is married, albeit separated from his wife, and she realises she cannot escape her duty to marry Wessex. Will discovers that Marlowe is dead, and thinks he is to blame. Lord Wessex suspects an affair between Shakespeare and his bride-to-be. Because Wessex thinks that Will is Kit Marlowe, he approves of Kit's death, and tells Viola the news. It is later learned that Marlowe had been killed in an accident. Viola finds out that Will is still alive, and declares her love for him. When Edmund Tilney, the Master of the Revels, is informed there is a woman player at The Rose, he closes the theatre for breaking the ban on women. Viola's identity is exposed, leaving them without a stage or lead actor, until Richard Burbage offers them his theatre. Shakespeare takes the role of Romeo, with a boy actor as Juliet. Following her wedding, Viola learns that the play will be performed that day, and runs away to the Curtain. Planning to watch with the crowd, Viola overhears that the boy playing Juliet cannot perform, and offers to replace him. While she plays Juliet to Shakespeare's Romeo, the audience is enthralled, despite the tragic ending, until Master Tilney arrives to arrest everyone for indecency due to Viola's presence. But the Queen is in attendance and restrains Tilney, instead asserting that Kent's resemblance to a woman is, indeed, remarkable. However, even a queen is powerless to end a lawful marriage, and she orders Kent to ""fetch"" Viola because she must sail with Wessex to the Colony of Virginia. The Queen also tells Wessex, who followed Viola to the theatre, that Romeo and Juliet has won the bet for Shakespeare, and has Kent deliver his ÂŁ50 with instructions to write something ""a little more cheerful next time, for Twelfth Night"". Viola and Shakespeare say their goodbyes, and he vows to immortalise her, as he imagines the beginnings of Twelfth Night, imagining her as a castaway disguised as a man after a voyage to a strange land.After the film's release, certain publications, including Private Eye, noted strong similarities between the film and the 1941 novel No Bed for Bacon, by Caryl Brahms and S. J. Simon, which also features Shakespeare falling in love and finding inspiration for his later plays. In a foreword to a subsequent edition of No Bed for Bacon (which traded on the association by declaring itself ""A Story of Shakespeare and Lady Viola in Love"") Ned Sherrin, Private Eye insider and former writing partner of Brahms', confirmed that he had lent a copy of the novel to Stoppard after he joined the writing team, but that the basic plot of the film had been independently developed by Marc Norman, who was unaware of the earlier work. The film's plot can claim a tradition in fiction reaching back to Alexandre Duval's ""Shakespeare amoureux ou la Piece a l'Etude"" (1804), in which Shakespeare falls in love with an actress who is playing Richard III. The writers of Shakespeare in Love were sued in 1999 by bestselling author Faye Kellerman. She claimed that the plotline was stolen from her 1989 novel The Quality of Mercy, in which Shakespeare romances a Jewish woman who dresses as a man, and attempts to solve a murder. Miramax Films spokesman Andrew Stengel derided the claim, filed in the US District Court six days before the 1999 Academy Awards, as ""absurd"", and argued that the timing ""suggests a publicity stunt""."	['Master of the Revels.', 'The Master of Revels.']	Edmund Tilney is master of what?
"A popular Miami area high school guidance counselor, Sam Lombardo, is accused of rape by two female students, the wealthy and popular Kelly Van Ryan and poor outcast Suzie Toller, and hires lawyer Kenneth Bowden to defend him. At trial, Suzie admits that she and Kelly had made everything up to get revenge on Lombardo: Suzie for him failing to bail her out of jail on a minor drug charge and Kelly for him having an affair with her mother, Sandra. Kelly's mother is humiliated by the scandal, and Lombardo and Bowden negotiate an $8.5 million settlement for defamation. In reality, Lombardo and the two girls were accomplices who used the trial as a way to get money from Kelly's wealthy family. To celebrate their success, the three accomplices have sex. Police detective Ray Duquette, against the wishes of the district attorney's office, continues to investigate Lombardo. He suspects the trio are working a scam, telling both Kelly and Suzie that Lombardo has already transferred the money to an off-shore account. Suzie panics and goes to Kelly for help. Kelly assures Suzie that they can trust each other, but separately tells Lombardo over the phone that they may have to get rid of Suzie. Suzie overhears and attacks Kelly in the pool. Both girls fight, but eventually end up having sex in the pool, all witnessed by Duquette, still investigating the trio. A few nights later, Lombardo and Kelly take Suzie to the beach and he kills her while Kelly waits nearby. After wrapping the body in plastic, they throw it in the trunk of the car and drive out to the swamp, where Lombardo disposes of it. Duquette and his partner, Gloria, are called in to investigate Suzie's disappearance. Her blood and teeth are found at the beach while her car is found at a bus terminal. The D.A.'s office again insists that he drop the case, but Duquette asks his partner to watch Lombardo. Lombardo confronts Gloria and invites her in to read his school files on Kelly. She discovers that Kelly is a deeply troubled and violent girl made worse by the suicide of her father. Meanwhile, Duquette goes to Kelly's house to confront her. When he arrives, Kelly attacks him, shooting him in the arm. Duquette is left with no choice but to kill her in self-defense. No charges are filed against Duquette, but he is dismissed from the force for disobeying orders. Sam returns to his beach bungalow to find Duquette taking a shower. They were partners, setting everyone up so they could split the money just two ways. Although Lombardo is not pleased that Duquette killed Kelly instead of framing her as originally planned, he agrees that they now have fewer loose ends. The two agree to go fishing on Lombardo's sailboat, where Lombardo tries to eliminate Duquette. When Duquette fights back, he is shot and killed by a very much alive Suzie. She kills Duquette as revenge for killing her friend Davie, and for arresting her on a drug charge when he realized that she had witnessed the murder (the arrest from which Lombardo had not bailed her out). Suzie then poisons Lombardo's drink and knocks him overboard, so his body won't be found. An ending sequence features a number of quick scenes that fill in details of the backstory. These scenes reveal that Suzie has a genius I.Q., near 200, and was the ultimate architect of the entire plot. She now has control of all of the settlement money and has taken her revenge on both Lombardo and Duquette. She had been sleeping with Lombardo yet could not get him to bail her out, had discovered that Lombardo and Kelly were now sleeping together, and used it to pull him into her plot, starting with having him befriend Duquette. As for Kelly's death, she had not attacked Duquette as he had claimed. In reality, she tried to escape the guest house when he entered. He shot her dead, broke into her gun case and used her hand to shoot himself in the shoulder. In a final scene Bowden meets with Suzie, whose financial affairs he is handling. She kisses him on the cheek and as she walks off, Bowden tells her to ""be good""."	['Suzie.', 'Suzie']	Who ends up with all the money at the end?
"Struggling actor Andrew Largeman (Braff) wakes up from a dreamâin which he apathetically sits on a crashing planeâto a telephone message from his father (Holm), telling Andrew that he needs to return home because his mother has died. Andrew leaves Los Angeles and returns home to New Jersey to attend the funeral. He recognizes the grave-diggers as old friends Mark (Sarsgaard) and Dave (Alex Burns), who invite him to a party that night. At home, his father gets Andrew a doctor's appointment for headaches he's been having. Later that night, Andrew goes to the party where he meets up with Mark, Dave and Jesse (Armando Riesco), an old friend who has just earned a fortune after creating silent Velcro. After smoking marijuana and taking ecstasy at the party he still remains detached. The morning after the party, Andrew proceeds to the appointment. In the waiting room, he meets a young woman named Sam (Portman), who is a pathological liar. She later explains that most times she does not know why she lies and will always admit to them afterward. In Andrew's meeting with his doctor (Ron Leibman), it is revealed that Andrew has been on lithium and other mood stabilizers, as well as antidepressants, for his entire adult life, but has recently stopped taking them. He also says that his father, who is his psychiatrist, put him on the medication. Andrew finds Sam outside the office and offers her a ride home. Sam invites him into her house, and he meets her mother, who inadvertently reveals that Sam has epilepsy. Andrew tells Sam of his mother's death, and Sam tearfully eulogizes her hamster. After returning home, Andrew's father confronts him and is insistent that they have a talk before Andrew leaves. Later, Andrew and Jesse sit in the cemetery as Mark digs another grave. Andrew observes Mark stealing jewelry from the corpse he is burying. Andrew then returns to Sam's house, and the two spend the rest of the day together, joining his friends later at Jesse's mansion. Andrew tells her that when he was nine years old he pushed his mother in frustration, knocking her over a broken dishwasher in an accident that left her paraplegic; he says that his father blames him for his wife's paralysis and put him on his medications to ""curb the anger"" he supposedly harbors. Sam listens, and Andrew then admits his feelings for her. The next day, Mark tells Andrew that he needs help ""tracking down"" a going-away present for him. Sam, Andrew, and Mark spend the day together, ending it in a quarry in Newark where Mark talks to a man named Albert (Denis O'Hare), who is employed in keeping intruders out of the quarry. The three visitors discuss the reasons for which Albert and his wife choose to live in the quarry. Albert explains that living there and exploring the quarry is ""doing something that's completely unique, that's never been done before,"" mirroring an earlier speech by Sam. Finally, Albert explains that what actually matters is living with his family. Andrew is inspired by the conversation, and outside in the rain, he climbs atop a derelict crane and screams into the quarry, joined by Sam and Mark. He and Sam then share a kiss. When Mark and Andrew look at the gift later on, it turns out to be Andrew's mother's favorite pendant, one of the items Mark stole from her grave, sold, and subsequently located. Andrew eventually talks with his father, and states that he was not to blame for his mother's accident and that he will live the rest of his life without medications. He forgives his father and says he wants to build a better relationship with him. The morning after, Andrew says his goodbyes to Sam at the airport, while she begs him not to leave. He acknowledges that she has changed his life but that he still has to fix his personal problems before continuing the relationship. Andrew boards the flight, and Sam is left crying in a telephone booth. Andrew then returns, saying that he doesn't want to waste any more of his life without Sam. He wonders what to do next, and the two then kiss."	['Sam']	Who does Andrew meet in the doctor's waiting room?
"The film opens as the shy, soft-spoken Joel Barish and the unrestrained free-spirit Clementine Kruczynski begin a relationship on a Long Island Rail Road train from Montauk, New York to Rockville Centre. They are almost immediately drawn to each other despite their different personalities, though both had felt the need to travel to Montauk that day. Although they do not realize it at the time, Joel and Clementine are, in fact, former lovers, now separated after having spent two years together. After a fight, Clementine had hired the New York City firm Lacuna, Inc. to erase all of her memories of their relationship. Upon discovering this from his friends Rob and Carrie, Joel was devastated and decided to undergo the procedure himself, a process that takes place while he sleeps. Much of the film subsequently takes place in Joel's mind during this memory erasure procedure. As his memories are erased, he tries to evade the erasing effects of the procedure by hiding Clementine in remote parts of his unconscious. Joel finds himself revisiting them in reverse. Upon seeing happier times of love with Clementine from earlier in their relationship, he struggles to preserve at least some memory of her and his love for her. Despite his efforts to either hide the memories or wake up and stop the process, the memories are slowly erased. He comes to the last remaining memory of Clementine, the day he first had met her at a beach house in Montauk. As this memory disintegrates around them, she tells him, ""Meet me in Montauk."" Separate, but related, story arcs, which revolve around the employees of Lacuna, are revealed during Joel's memory erasure. Patrick, one of the Lacuna technicians performing the erasure, uses Joel's memories and mannerisms to seduce Clementine. Mary, the Lacuna receptionist, is dating the other memory-erasing technician, Stan. During Joel's memory wipe, Mary discovers she had previously had an affair with Dr. Howard Mierzwiak, the married doctor who heads the company, and had agreed to have this erased from her memory when Dr. Mierzwiak's wife found out. On learning this, she asks Stan whether he knew about this, to which he claims that he didn't. Mary then quits her job and steals the company's records, and mails the two former clients their records from Lacuna. The film returns to the present, after Joel and Clementine have met aboard the train. They both come upon their Lacuna records later that day, and react with shock and bewilderment, because they have no clear memory of having known each other, let alone having had a relationship and having had their memories erased. Joel beckons Clementine to start over; Clementine initially resists, pointing out it could go the same way. Joel accepts this, and they decide to attempt a relationship anyway, starting their life together anew."	['seduction tool', 'He seduces Clementine']	How does Patrick use Joel's procedure to his advantage?
"""Dracula's Guest"" follows an Englishman (whose name is never mentioned but is presumed to be Jonathan Harker) on a visit to Munich before leaving for Transylvania. It is Walpurgis Night, and in spite of the hotelier's warning to not be late back, the young man later leaves his carriage and wanders toward the direction of an abandoned ""unholy"" village. As the carriage departs with the frightened and superstitious driver, a tall and thin stranger scares the horses at the crest of a hill. After a few hours, as he reaches a desolate valley, it begins to snow; as a dark storm gathers intensity, the Englishman takes shelter in a grove of cypress and yew trees. The Englishman's location is soon illuminated by moonlight to be a cemetery, and he finds himself before a marble tomb with a large iron stake driven through the roof, the inscription reads: Countess Dolingen of Gratz / in Styria / sought and found death / 1801. Inscribed on the back of the tomb ""graven in great Russian letters"" is: 'The dead travel fast.' which was an ode to the fable Lenore. The Englishman is disturbed to be in such a place on such a night and as the storm breaks anew, he is forced by pelting hail to shelter in the doorway of the tomb. As he does so, the bronze door of the tomb opens under his weight and a flash of forked lightning shows the interior - and a ""beautiful woman with rounded cheeks and red lips, seemingly sleeping on a bier"". The force of the following thunder peal throws the Englishman from the doorway (experienced as ""being grasped as by the hand of a giant"") as another lightning bolt strikes the iron spike, destroying the tomb and the now screaming woman inside. The Englishman's troubles are not quite over, as he painfully regains his senses from the ordeal, he is repulsed by a feeling of loathing which he connects to a warm feeling in his chest and a licking at this throat. The Englishman summons courage to peek through his eyelashes and discovers a gigantic wolf with flaming eyes is attending him. Military horsemen are the next to wake the semi-conscious man, chasing the wolf away with torches and guns. Some horsemen return to the main party and Harker after the chase, reporting that they had not found 'him' and that the Englishman's animal is ""a wolf - and yet not a wolf"". They also note that blood is on the ruined tomb, yet the Englishman's neck is unbloodied. ""See comrades, the wolf has been lying on him and keeping his blood warm"". Later, the Englishman finds his neck pained when a horseman comments on it. When the Englishman is taken back to his hotel by the men, he is informed that it is none other than his expectant host Dracula that has alerted his employees, the horsemen, of ""dangers from snow and wolves and night"" in a telegram received by the hotel during the time the Englishman was away."	['The tomb is destroyed', 'it destroys the tomb and the woman in it']	What happens when lightening strikes the iron spike?
"In 2273, a Starfleet monitoring station, Epsilon Nine, detects an alien force, hidden in a massive cloud of energy, moving through space towards Earth. The cloud destroys three of the Klingon Empire's new K't'inga-class warships and the monitoring station en route. On Earth, the starship Enterprise is undergoing a major refit; her former commanding officer, James T. Kirk, has been promoted to Admiral and works in San Francisco as Chief of Starfleet Operations. Starfleet dispatches Enterprise to investigate the cloud entity as the ship is the only one in intercept range, requiring her new systems to be tested in transit. Kirk takes command of the ship citing his experience, angering Captain Willard Decker, who had been overseeing the refit as its new commanding officer. Testing of Enterprise's new systems goes poorly; two officers, including the science officer, are killed by a malfunctioning transporter, and improperly calibrated engines almost destroy the ship. Kirk's unfamiliarity with the new systems of the Enterprise increases the tension between him and first officer Decker. Commander Spock arrives as a replacement science officer, explaining that while on his home world undergoing a ritual to purge all emotion, he felt a consciousness that he believes emanates from the cloud. Enterprise intercepts the energy cloud and is attacked by an alien vessel within. A probe appears on the bridge, attacks Spock and abducts the navigator, Ilia. She is replaced by a robotic replica, another probe sent by ""V'Ger"" to study the crew. Decker is distraught over the loss of Ilia, with whom he had a romantic history. He becomes troubled as he attempts to extract information from the doppelg채nger, which has Ilia's memories and feelings buried within. Spock takes a spacewalk to the alien vessel's interior and attempts a telepathic mind meld with it. In doing so, he learns that the vessel is V'Ger itself, a living machine. At the center of the massive ship, V'Ger is revealed to be Voyager 6, a 20th-century Earth space probe believed lost. The damaged probe was found by an alien race of living machines that interpreted its programming as instructions to learn all that can be learned, and return that information to its creator. The machines upgraded the probe to fulfill its mission, and on its journey the probe gathered so much knowledge that it achieved consciousness. Spock realizes that V'Ger lacks the ability to give itself a focus other than its original mission; having learned what it could on its journey home, it finds its existence empty and without purpose. Before transmitting all its information, V'Ger insists that the Creator come in person to finish the sequence. Realizing that the machine wants to merge with its creator, Decker offers himself to V'Ger; he merges with the Ilia probe and V'Ger, creating a new form of life that disappears into another dimension. With Earth saved, Kirk directs Enterprise out to space for future missions."	['Telepathic mind meld', 'A telepathic mind meld']	What did Spock attempt on his spacewalk to the Alian vessel?
"One New Year's Eve, Trotty, a poor elderly ""ticket-porter"" or casual messenger, is filled with gloom at the reports of crime and immorality in the newspapers, and wonders whether the working classes are simply wicked by nature. His daughter Meg and her long-time fiancĂŠ Richard arrive and announce their decision to marry next day. Trotty hides his misgivings, but their happiness is dispelled by an encounter with the pompous Alderman Cute, plus a political economist and a young gentleman with a nostalgia, all of whom make Trotty, Meg and Richard feel they hardly have a right to exist, let alone marry. Trotty carries a note for Cute to Sir Joseph Bowley MP, who dispenses charity to the poor in the manner of a paternal dictator. Bowley is ostentatiously settling his debts to ensure a clean start to the new year, and berates Trotty because he owes a few shillings to his local shop which he cannot pay off. Returning home, convinced that he and his fellow poor are naturally ungrateful and have no place in society, Trotty encounters Will Fern, a poor countryman, and his orphaned niece, Lilian. Fern has been accused of vagrancy and wants to visit Cute to set matters straight, but from a conversation overheard at Bowley's house, Trotty is able to warn him that Cute plans to have him arrested and imprisoned. He takes the pair home with him and he and Meg share their meagre food and poor lodging with the visitors. Meg tries to hide her distress, but it seems she has been dissuaded from marrying Richard by her encounter with Cute and the others. In the night, the bells seem to call Trotty. Going to the church, he finds the tower door unlocked and climbs to the bellchamber, where he discovers the spirits of the bells and their goblin attendants who reprimand him for losing faith in man's destiny to improve. He is told that he fell from the tower during his climb and is now dead, and Meg's subsequent life must now be an object lesson for him. There follows a series of visions which he is forced to watch, helpless to interfere with the troubled lives of Meg, Richard, Will and Lilian over the subsequent years. Richard descends into alcoholism; Meg eventually marries him in an effort to save him, but he dies ruined, leaving her with a baby. Will is driven in and out of prison by petty laws and restrictions; Lilian turns to prostitution. In the end, destitute, Meg is driven to contemplate drowning herself and her child, thus committing the mortal sins of murder and suicide. The chimes' intention is to teach Trotty that, far from being naturally wicked, mankind is formed to strive for nobler things, and will fall only when crushed and repressed beyond bearing. Trotty breaks down when he sees Meg poised to jump into the river, cries that he has learned his lesson and begs the Chimes to save her, whereupon he finds himself able to touch her and prevent her from jumping. At the end of the book, Trotty finds himself awakening at home as if from a dream as the bells ring in the New Year of the day Trotty originally climbed the tower. Meg and Richard have chosen to wed, and all of her friends have spontaneously chosen to provide a wedding feast and celebration. The author explicitly invites the reader to decide if this ""awakening"" is a dream-within-a-dream. The reader must choose between the harsh consequences of the behavior of the upper classes in Trotty's vision, or the happiness of the wedding."	['they are likely struggling lower middle class, though it is hard to tell without more demographics of the area , and more characters.', 'The bottom']	Where are they actually in terms of social class?
"A Florida con man named Thomas Jefferson Johnson uses the passing of the longtime Congressman from his district, Jeff Johnson (who died of a heart attack while having sex with his secretary), to get elected to the United States Congress as a freshman Congressman, where the money flows from lobbyists. Omitting his first name, and abbreviating his middle name, he calls himself ""Jeff"" Johnson. He then manages to get on the ballot by pitching a seniors organization, the Silver Foxes, to nominate him as their candidate for office. Once on the election ballot, he uses the dead Congressman's old campaign material and runs a low budget campaign that appeals to name recognition, figuring most people do not pay much attention and simply vote for the ""name you know."" He wins a slim victory and is off to Washington, a place where the ""streets are lined with gold."" Initially, the lucrative donations and campaign contributions roll in, but as he learns the nature of the con game in Washington D.C., he starts to see how the greed and corruption makes it difficult to address issues such as campaign finance reform, environmental protection, and the possibility that electric power companies may have a product that is giving kids in a small town cancer. In trying to address these issues, Congressman Johnson finds himself double-crossed by the Chairman of the Committee on Power and Industry, Rep. Dick Dodge. Johnson decides to fight back the only way he knows how: with a con. Johnson succeeds and exposes Dodge as corrupt. As the film ends, it appears likely that Johnson will be thrown out of Congress for the manner in which he was elected, but he defiantly declares, ""I'm gonna run for President!"" then breaking the fourth wall."	"[""He created a seniors organization, the Silver Fox's, to nominate him."", 'Silver Foxes']"	How did Johnson get on the election ballot?
"This work describes the author's views on the afterlife against the prevailing view of the ""Greeks"" (i.e., the Greco-Romans) of his day. He asserts that ""...Hades is a place in the world not regularly finished; a subterraneous region, wherein the light of this world does not shine; from which circumstance, that in this region the light does not shine, it cannot be but there must be in it perpetual darkness. This region is allotted as a place of custody for souls, in which angels are appointed as guardians to them, who distribute to them temporary punishments, agreeable to every one's behavior and manners"". The author describes Hades as having ""a lake of unquenchable fire"" prepared by God for a future date of judgment. However, both the just and unjust dead are confined in other, separate portions of Hades; all go through a gate guarded by ""an archangel with an host"", with the just being guided to the right hand toward a region of light called the Bosom of Abraham. The unjust are violently forced toward the left hand by angels, to a place characterized by fire and which emits ""hot vapor"", from which they can see the just but cannot pass over due to a ""chaos deep and large"" that serves as a barrier. The author assures the Greeks he is addressing that God will resurrect the dead, raising again their bodies and not transmigrating their souls to different bodies. He insists that God is able to do this, likening the dead body both to sown seed and to material cast into ""a potter's furnace, in order to be formed again"". The author says that when clothed with their pure resurrected bodies, the just will no longer be subject to disease or misery. The unjust, in contrast, will receive their bodies unchanged, including their original diseases. All (just and unjust) will be brought before Jesus Christ who will come as Judge; the author specifically dismisses Minos and Rhadamanthus, those whom the Greeks believed were judges of the underworld, as the arbiters of mankind's fate. Instead, Christ will exercise ""the righteous judgment of the Father towards all men"", with everlasting punishment for the wicked and eternal bliss for the righteous. The author exhorts his audience to believe in God in order to participate in the reward of the just. The final paragraph quotes an alleged saying of Christ, ""In whatsoever ways I shall find you, in them shall I judge you entirely"", which the author uses to claim that if a person living a virtuous life falls into sin, his virtue will not help him escape punishment, while a wicked person who repents in time may still recover ""as from a distemper""."	['The souls of the dead', 'the souls of all who died']	Who is in custody in Hades?
"Ben Sanderson (Cage) is a Hollywood screenwriter whose alcoholism costs him his job, family, and friends. With nothing left to live for, he heads to Las Vegas to drink himself to death. As he drives drunkenly down the Las Vegas Strip, he nearly hits a woman, Sera (Shue), on the crosswalk. Sera chastises him and walks away. Sera is a prostitute working for an abusive pimp, Yuri Butso (Julian Sands), a Latvian immigrant. Polish mobsters are after Yuri, so he breaks his relationship with Sera in fear that the Poles may hurt her. Yuri is murdered (off-screen) shortly afterwards. On his second day in Las Vegas, Ben goes looking for Sera, introduces himself and offers her $500 to come to his room for an hour. Sera agrees but Ben does not want sex. Instead, they only talk and form a bizarre romantic relationship and Sera invites to Ben to move into her apartment. Ben instructs Sera never to ask him to stop drinking. Sera asks Ben not to criticize her occupation. At first the two are happy, as Ben is ""totally at ease with this (Sera's prostitution)."" However, each becomes frustrated with the other's behavior. Sera begs Ben to see a doctor which makes him furious. While Sera is out working Ben goes to a casino and returns with another prostitute (Mariska Hargitay). Sera returns to find them in her bed and throws Ben out. Shortly afterward Sera is approached by three college students at the Excalibur hotel and casino. She initially rejects their offer by stating that she only ""dates"" one at a time, but eventually acquiesces when she is offered an increased price. When she enters their hotel room, the college students change the deal and request anal sex, which Sera refuses. When she attempts to leave, she is brutally attacked and raped. The next morning, she is spotted by her landlady returning home battered and is evicted. Sera receives a call from Ben, who is on his deathbed. Sera visits Ben, and the two make love. He dies shortly thereafter. In the final scene, Sera explains to her therapist that she accepted Ben for who he was and loved him."	['TO NEVER ASK HIM TO STOP DRINKING.', 'Never ask him to stop drinking.']	WHAT SPECIFIC INSTRUCTION DID BEN GIVE SERA IN THEIR BIZARRE RELATIONSHIP?
"John Whitney, an anthropologist for the Museum of Natural History in Chicago, studies a tribe in South America and drinks a soup made by the tribesmen. Shortly after, Whitney accosts a merchant ship captain, asking him to remove the cargo he had intended to send to Chicago off the ship. Unwilling to delay the ship's departure, the captain refuses and Whitney sneaks aboard. Not finding his cargo, he cries out. Six weeks later, the ship arrives on the Illinois River with its crew missing. Chicago PD homicide detective Lieutenant Vincent D'Agosta and his partner, Sgt. Hollingsworth, investigate the ship and find dozens of bodies and severed heads in the bilge. Dr. Margo Green, an evolutionary biologist, arrives at work at the museum. She and her mentor, Dr. Frock, examine Whitney's crates. The crates are empty, except for a bed of leaves and a stone statue of the ""Kothoga"", a mythical forest monster. Margo notices a fungus on the leaves and sends it to be analyzed. That night, Fred Ford, a security guard, is murdered like the ship's crew. D'Agosta suspects a connection. Believing the killer is still inside the museum, he orders it closed until the police have finished searching. Dr. Cuthbert, the museum director, protests and mentions an important upcoming exhibition. Margo discovers the fungus contains concentrated hormones found in several animal species. In the container of leaves, she finds a mutated beetle that possesses both insect and reptilian DNA. Ford's autopsy reveals that his hypothalamus was extracted from his brain, like the bodies from the ship. In the museum's basement, the police are startled by a mentally-ill, homeless ex-convict and kill him. Finding Ford's wallet on him, everyone except D'Agosta considers the case closed, though the mayor forces D'Agosta to let the exhibition proceed. On the opening night, D'Agosta orders a lock-down of all museum areas except the main exhibition hall. Dr. Frock and Margo, trapped in the laboratory wing, continue working and discover Ford's killer is after the hormones on the leaves. D'Agosta and several officers search the basement tunnels once again. They are attacked by an unseen creature. D'Agosta tells Hollingsworth to evacuate the museum, but he is too late. In the main hall, the headless body of a murdered policeman falls into the crowd, causing a panic. During the hysteria, the museum's alarms are tripped and their security system goes haywire, trapping a small group of people inside. Two security guards try to restore the power but are killed by an unseen creature. D'Agosta meets Margo and Dr. Frock in the lab, where a Kothoga, an enormous chimeric beast, attacks them; they close a steel door to stop it. Margo theorizes the fungus mutated a smaller creature, and Dr. Frock says that without the leaves to eat, the Kothoga instinctively seeks the closest substitute, human hypothalami, until it runs out of targets and dies. D'Agosta finds a radio and tells Hollingsworth to lead the museum guests out via an old coal tunnel. Several guests refuse to go; the Kothoga returns to the main hall and murders them and the S.W.A.T. officers who enter through the skylights. Margo suggests using liquid nitrogen to kill the Kothoga, as it is part-reptilian and likely cold-blooded. While collecting the remaining leaves in the lab, Margo and D'Agosta discover Dr. Frock has been killed. In the sewers, D'Agosta uses the leaves to lure the Kothoga away from the coal tunnel, allowing the guests to escape. However, liquid nitrogen has no effect on the creature. Margo and D'Agosta flee. In the lab, her computer completes the analysis of the creature's human DNA, revealing Whitney is the Kothoga, mutated after drinking the tribesmen's soup. The Kothoga smashes into the lab through the ceiling, while D'Agosta is locked outside. The creature chases Margo, corners her, and suddenly pauses, seemingly recognizing her. Margo starts an explosive fire that destroys the Kothoga, surviving by hiding inside a maceration tank. As dawn comes, D'Agosta and a team of police break into the lab, see the charred remains of the Kothoga, and rescue Margo from the tank."	['Illinois River', 'Illinios River']	Where does the ship arrive?
