question	answers	context
"In June 1642, in the Puritan town of Boston, a crowd gathers to witness the punishment of Hester Prynne, a young woman found guilty of adultery. She is required to wear a scarlet ""A"" (""A"" standing for adulteress) on her dress to shame her. She must stand on the scaffold for three hours, to be exposed to public humiliation. As Hester approaches the scaffold, many of the women in the crowd are angered by her beauty and quiet dignity. When demanded and cajoled to name the father of her child, Hester refuses. As Hester looks out over the crowd, she notices a small, misshapen man and recognizes him as her long-lost husband, who has been presumed lost at sea. When the husband sees Hester's shame, he asks a man in the crowd about her and is told the story of his wife's adultery. He angrily exclaims that the child's father, the partner in the adulterous act, should also be punished and vows to find the man. He chooses a new name â Roger Chillingworth â to aid him in his plan. The Reverend John Wilson and the minister of Hester's church, Arthur Dimmesdale, question the woman, but she refuses to name her lover. After she returns to her prison cell, the jailer brings in Roger Chillingworth, a physician, to calm Hester and her child with his roots and herbs. He and Hester have an open conversation regarding their marriage and the fact that they were both in the wrong. Her lover, however, is another matter and he demands to know who it is; Hester refuses to divulge such information. He accepts this, stating that he will find out anyway, and forces her to hide that he is her husband. If she ever reveals him, he warns her, he will destroy the child's father. Hester agrees to Chillingworth's terms although she suspects she will regret it. Following her release from prison, Hester settles in a cottage at the edge of town and earns a meager living with her needlework. She lives a quiet, sombre life with her daughter, Pearl. She is troubled by her daughter's unusual fascination by Hester's scarlet ""A"". As she grows older, Pearl becomes capricious and unruly. Her conduct starts rumours, and, not surprisingly, the church members suggest Pearl be taken away from Hester. Hester, hearing rumors that she may lose Pearl, goes to speak to Governor Bellingham. With him are ministers Wilson and Dimmesdale. Hester appeals to Dimmesdale in desperation, and the minister persuades the governor to let Pearl remain in Hester's care. Because Dimmesdale's health has begun to fail, the townspeople are happy to have Chillingworth, a newly arrived physician, take up lodgings with their beloved minister. Being in such close contact with Dimmesdale, Chillingworth begins to suspect that the minister's illness is the result of some unconfessed guilt. He applies psychological pressure to the minister because he suspects Dimmesdale to be Pearl's father. One evening, pulling the sleeping Dimmesdale's vestment aside, Chillingworth sees a symbol that represents his shame on the minister's pale chest. Tormented by his guilty conscience, Dimmesdale goes to the square where Hester was punished years earlier. Climbing the scaffold, he admits his guilt to them but cannot find the courage to do so publicly. Hester, shocked by Dimmesdale's deterioration, decides to obtain a release from her vow of silence to her husband. Several days later, Hester meets Dimmesdale in the forest and tells him of her husband and his desire for revenge. She convinces Dimmesdale to leave Boston in secret on a ship to Europe where they can start life anew. Renewed by this plan, the minister seems to gain new energy. On Election Day, Dimmesdale gives what is declared to be one of his most inspired sermons. But as the procession leaves the church, Dimmesdale climbs upon the scaffold and confesses his sin, dying in Hester's arms. Later, most witnesses swear that they saw a stigma in the form of a scarlet ""A"" upon his chest, although some deny this statement. Chillingworth, losing his will for revenge, dies shortly thereafter and leaves Pearl a substantial inheritance. After several years, Hester returns to her cottage and resumes wearing the scarlet letter. When she dies, she is buried near the grave of Dimmesdale, and they share a simple slate tombstone engraved with an escutcheon described as: ""On a field, sable, the letter A, gules"" (""On a field, black, the letter A, red"")."	"[""Hester cannot reveal Roger's identity as her long lost husband."", ""that she won't reveal he is her husband""]"	What does Roger make Hester vow?
"Hilary Thomas, a screenwriter living in Los Angeles, is attacked in her home by Bruno Frye, a mentally disturbed man whose vineyard in Napa Valley she recently visited. Frye tries to rape her, but she forces him to leave at gunpoint and calls the police. Detective Tony Clemenza tells her that Frye has an airtight alibi as the police called his home and he answered, proving that he couldn't have been anywhere near Los Angeles that night. The next day Frye returns and attacks Hilary again, this time receiving several stab wounds before escaping. She calls the police and once again meets with Clemenza, who tells her that Frye's body has been found and takes her to the morgue to identify it. Afterward, Clemenza asks Hilary out, and the two begin a romantic relationship. Hilary is once again attacked by a man who appears to be Frye. ""Frye"" escapes just before Clemenza arrives and Hilary tells him what happened. After some investigations, Frye's psychologist lets them listen to a tape recording of one of Frye's sessions. Frye talks about identical twins being born with cauls on their faces, and says he read somewhere that this was a mark of a demon. Frye has been killing women he believes are possessed by the spirit of his dead mother, who abused him and said she would come back from the dead. He believes that Hilary is his mother's latest ""host"". Hilary and Tony meet a retired madam who tells them that Leo, Frye's grandfather, brought his daughter, Katherine, there to be cared for after he got her pregnant. Shortly after Leo's death, Katherine gave birth to identical twin boys. The twins were born with cauls on their faces, leading the mentally unstable Katherine to believe they were demons. She raised her sons as if they were one person. They were both called Bruno, and both were rewarded or punished for anything either one of them did. Finally, Hilary and Clemenza return to Frye's home, where he once again attacks them, before being killed during a struggle with Clemenza."	['They were both named Bruno', 'Bruno Frye']	What were the names of Katherine's twins?
Ben Hildebrand and 12-year-old Eric Kirby go parasailing around the waters of Isla Sorna. An unknown creature attacks and kills the boat crew, forcing Ben to detach the line; he and Eric drift towards the island. On the mainland, Dr. Alan Grant has become famous after his involvement at Jurassic Park, while Ellie Sattler is married and has two children. Grant discusses with Sattler how raptors are far more intelligent than they had previously believed. At a dig site, Grant's assistant, Billy Brennan, demonstrates how he can use a 3D printer to replicate a Velociraptor larynx. Paul and Amanda Kirby, a wealthy couple, offer Grant funding for his research if he will give them an aerial tour of Isla Sorna. Desperate for research support, Grant reluctantly agrees. He flies there along with Paul, Amanda, Billy, and the Kirbys' mercenary associates, Udesky, Cooper, and their pilot Nash. On the plane, Grant learns that the Kirbys actually plan to land on the island. When Grant opposes, he is knocked out by Cooper and wakes to the sound of Amanda using a megaphone. This attracts a Spinosaurus, which devours Cooper and Nash, and causes the plane to crash into the forest. Fleeing, the survivors briefly lose the Spinosaurus, only to encounter a Tyrannosaurus rex. The Spinosaurus returns, but the group escapes while the two carnivores fight each other. The Spinosaurus overpowers the T. rex and kills it. Grant learns the Kirbys are actually a middle-class divorced couple, who are looking for their son Eric, and Amanda's boyfriend Ben, who have been missing on the island for eight weeks. Later, the group finds the parasail with Ben's corpse attached. The group takes the parasail, and then encounter raptor nests. They find an abandoned InGen compound, where Amanda is ambushed by a raptor. The group manages to trap it, but it escapes and contacts the rest of its pack. The group flees into a herd of Corythosaurus and Parasaurolophus, causing a stampede, separating Grant and Udesky from the others. Grant retrieves Billy's satchel, while Udesky is killed by the raptors. Grant suspects the raptors are searching for something, while observing two of them communicating. He is then ambushed and cornered by the raptors, but is rescued by Eric, who managed to survive in an overturned water truck. The next day, Grant and Eric hear Paul's satellite phone ringing and are reunited with the Kirbys and Billy. Paul explains that he gave the phone to Nash before he was devoured, before the group is attacked by the Spinosaurus. After the group escapes, Grant discovers Billy took two raptor eggs to use for funding, which provoked the raptor attacks. He decides to keep the eggs to ensure the group's survival. The group unknowingly enters a large aviary used to house Pteranodons, which attack the group and fly away with Eric. Billy rescues Eric by using Ben's parasail, but is then attacked and seemingly killed by the Pteranodons. The rest of the group escapes the aviary, unintentionally leaving the door unlocked. They make their way downriver using a boat. That night, the group hears the phone ringing buried in feces of the Spinosaurus and retrieve it. As rain falls, Grant tries to contact Sattler, but the Spinosaurus attacks the boat. Grant and Paul scare it off by setting the boat's fuel on fire. The next day, the group makes their way towards the shoreline, but are surrounded by the raptors once again. The eggs are surrendered to the raptors, while Grant uses the replicated raptor larynx to confuse the pack, who run off with the eggs. The group flees to the coast and find that Sattler had called in the U.S. Marine Corps and the U.S. Navy to rescue them. They discover that Billy, while seriously injured, is still alive. As they leave the island, they see the Pteranodons flying free, and Grant muses they are looking for new nesting grounds.	['Paul had given it to Nash before he was eaten.', 'The Spinosaurus ate it']	Why was the satellite phone buried in feces when the group found it?
The Boxcar Children tells the story of four orphaned children: Henry, Jessie (or Jess), Violet, and Benny. In the original 1924 version of the tale, the children are orphaned in the first few pages; in the heavily revised and simplified 1942 revision, they have evidently been orphaned for some time. When a baker and his wife learn that the children are orphans, they make plans the children object to. In the 1924 edition, they plan to send the children, who live in a house next door to the bakery, to live with their grandfather, but the children have been brought up to fear their grandfather, whom they have never met, because he did not approve of their parents' marriage. In the 1942 revision, the children are already homeless and wandering at the start of the story. The baker and his wife plan to take in the three elder children, who are big enough to be useful in the bakery, but to send little Benny to a Children's Home. Finding an abandoned boxcar, the children start a new life of independence. Henry ends up working various odd jobs in a nearby town (Intervale in the 1924 edition; Silver City in later editions) for a young doctor (Dr. McAllister in the 1924 edition; Dr. Moore in later editions), in order to earn money for food and other materials they need. He also does gardening for the doctor's mother. The children's lives are pleasant and full of hard work until Violet becomes ill and they go to the doctor for assistance. Unbeknownst to the children, by that time the doctor knows very well who they are and where they are living; indeed, he has been keeping a discreet eye on them for weeks. Their grandfather, who lives nearby, has been advertising in the papers, offering a reward for news of them, but the doctor hasn't wanted to spoil the children's fun by informing on them. When Violet becomes ill, however, he feels it is time to do so. Their grandfather, a steel baron (James Henry Cordyce in the 1924 edition; James Henry Alden in the 1942 revision), comes at once to see them. The doctor suggests that he get to know them first before telling them who he is, so he is simply introduced to them as a friend of the doctor's. The children warm to his kindness and are surprised but delighted when they eventually learn that he is their much-feared grandfather. They go to live with him after all, and he has the boxcar transferred to his backyard for their enjoyment.	['He put an advertisement in the paper.', 'He offered an award.']	How did the doctor know the grandfather?
"Party-animal Rick Gassko (Tom Hanks), who makes his living as a school bus driver, decides to finally settle down and marry his girlfriend Debbie Thompson (Tawny Kitaen). After gathering his buddies to give them the news, his shocked friends (led by Adrian Zmed) decide to throw him the bachelor party to end all bachelor parties. The bride's wealthy, conservative parents are not at all happy with her decision and her father decides to enlist the help of Debbie's ex-boyfriend Cole Whittier (Robert Prescott) to break them up and win her back. While Debbie worries and goes off to her bridal shower thrown by her friends, Rick heads off to the bachelor party and promises to remain faithful. Both parties start off on the wrong foot thanks to a little sabotage by Cole. As the bachelor party starts to heat up, Debbie and the girls decide to get even with Rick and his friends by having a party of their own. Both parties eventually collide leading to Debbie accusing Rick of infidelity. Both parties end up becoming one big drunken orgy and the bachelors' hotel room ends up getting trashed much to the chagrin of the hotel's ever-frustrated manager (Kenneth Kimmins). Adding to the confusion is Rick's friend, Brad who has become despondent over his wife breaking up with him. At various points during the movie, he riotously botches every suicide he attempts. He even tries slitting his wrists with an electric razor to which Rick says, ""Well.....at least your wrists will be smooth and kissable."" Rick convinces Debbie of his love and faithfulness just as the party is raided by the police. In the ensuing melee, Rick and Debbie become separated and Cole kidnaps Debbie leaving Rick and his friends to chase after them culminating in a showdown between Rick and Cole, which includes a chase through a 36-screen movie theater. Rick and Cole have a humorous fist fight just below the movie screen which is showing a 3D movie. The fight is in direct synchronization to the on-screen fist fight. A female audience member gets punched in the face but attributes it to a 3D movie effect. Rick wins and he and Debbie embrace. After the wedding, Rick and Debbie are driven to the airport for their honeymoon in Rick's school bus driven by a laughing Brad."	['Slitting his wrists with and electric razor.', 'To try to use an electric razor to slit his wrists.']	What was one example of Brad's suicide attempts?
The story takes place in the late 19th century at Jocelyn's hotel on the beach outside of Newport, Rhode Island, and is told through the voice of a third person narrator. At the hotel croquet court we meet a sickly woman named Louise Maynard and her physician, Dr. Grace Breen. Breen is a graduate of the New York homeopathic school, who has become a doctor to make a difference and prove her worth as a woman. She is cool toward men because the love of her life ran off with her best friend. When Mr. Libby, an old friend of Mrs. Maynard’s, asks her to go sailing, Dr. Breen insists it will be bad for her health but Mrs. Maynard to goes anyway. The weather takes a turn for the worst and the boat capsizes in the bitter waters. Mrs. Maynard blames Dr. Breen for allowing her to go out into the storm. After this incident, Mrs. Maynard’s condition worsens and she trusts Dr. Breen even less than she did before. She requests a consultation from a male doctor, so Dr. Breen decides to contact Dr. Rufus Mulbridge, a local allopathic physician. Miss Gleason, another women staying at the hotel, insists that Dr. Breen is the best option for Mrs. Maynard, and that if she calls for a consultation from Dr. Mulbridge she will be making it harder for female physicians to act without a man’s assistance. When Dr. Breen arrives at Dr. Mulbridge’s office, the reader sees that while he has an established place of business, she works and lives at a hotel, and while he has many patients, she only treats one woman. After relinquishing Mrs. Maynard’s case to Dr. Mulbridge, Dr. Breen assumes the role of nurse under his instruction. He diagnoses Mrs. Maynard with pneumonia, Dr. Breen telegraphs Mr. Maynard, who is out in Wyoming working on a ranch, telling him of his wife's condition. Mr. Libby and Dr. Breen take a boat ride to New Leyden to receive a telegraph from Mr. Maynard. Mr. Libby professes his love for Dr. Breen. In spite of his mother's disdain of the professional woman, Dr. Mulbridge also professes his love for Dr. Breen, and proposes to her. However, since he doesn’t believe in women’s rights or women being able to take men’s positions in the world, and he is a mannerless oaf, Mrs. Mulbridge correctly predicts that she will reject him. When Mr. Maynard arrives at Jocelyn’s he suggests that Dr. Breen and Mrs. Maynard come out to Wyoming to live with him., where Dr. Breen could have her own practice. However, she decides that she wasted her time training to become a doctor, and that she would rather go to the opera, ballets, and eventually travel to Italy. She professes her love to Mr. Libby, and they walk down the beach in the moonlight together. Dr. Mulbridge comes back to Jocelyn’s to again ask Dr. Breen to marry him, but she is now an engaged woman. Grace goes on to marry Mr. Libby and they live in southern New Hampshire near his mills. While Mr. Libby works at the mills, Dr. Breen indulges herself by going to plays and shows in Boston, but she also decides to continue practicing medicine. In the end she has what she originally wanted by practicing medicine, and what she came to love, through her marriage to Mr. Libby.	['The weather took a turn for the worse.', 'The weather became worse']	Why did the boat capsize?
Rachel Ray is the younger daughter of a lawyer's widow. She lives with her mother and her widowed sister, Dorothea Prime, in a cottage near Exeter in Devon. Mrs. Ray is amiable but weak, unable to make decisions on her own and ruled by her older daughter. Mrs. Prime is a strict and gloomy Evangelical, persuaded that all worldly joys are impediments to salvation. Rachel is courted by Luke Rowan, a young man from London who has inherited an interest in the profitable local brewery. Mrs. Prime suspects his morals and motives, and communicates these suspicions to her mother. Mrs. Ray consults her pastor, the Low Churchman Charles Comfort; and upon his vouching for Rowan, allows Rachel to accept his offer of marriage. Soon after this, Rowan falls into a dispute with the senior proprietor of the brewery, and returns to London to seek legal advice. Rumours circulate about his conduct in Devon; Comfort believes the rumours, and advises Mrs. Ray to end the engagement between Rachel and Rowan. Rachel obeys her mother's instructions to write Rowan and release him from the engagement. When he fails to respond, she grows increasingly depressed. Rowan returns to Devon, and the dispute over the brewery is settled to his satisfaction. This accomplished, he calls upon the Rays and assures Rachel that his love for her is still strong. She assents to his renewed proposals. Marital bliss ensues. A subplot involves the abortive courtship of Mrs. Prime by her pastor, Samuel Prong. Prong is a zealous but intolerant Evangelical. His religious beliefs are in agreement with hers, but the two have incompatible notions of marriage: Prong insists on a husband's authority over his wife, and in particular over the income from her first husband's estate; Mrs. Prime wants to retain control of her money, and is otherwise unwilling to submit to a husband's rule.	['In a cottage near Exeter', 'Devon']	Where does Rachel live?
"The story focuses on a family of anthropomorphic rabbits. The widowed mother rabbit cautions her young against entering the vegetable garden of a man named Mr McGregor, telling them: ""your Father had an accident there; he was put in a pie by Mrs McGregor"". Her three daughters obediently refrain from entering the garden, going down the lane to pick blackberries, but her rebellious son Peter enters the garden to snack on some vegetables. Peter ends up eating more than is good for him and goes looking for parsley to cure his stomach ache. Peter is spotted by Mr McGregor and loses his jacket and shoes while trying to escape. He hides in a watering can in a shed, but then has to run away again when Mr McGregor finds him, and ends up completely lost. After sneaking past a cat, Peter sees the gate where he entered the garden from a distance and heads for it, despite being spotted and chased by Mr McGregor again. With difficulty he wriggles under the gate, and escapes from the garden, but he spots his abandoned clothing being used to dress Mr McGregor's scarecrow. After returning home, a sick Peter is sent to bed by his mother, while his well-behaved sisters receive a sumptuous dinner of milk and berries as opposed to Peter's supper of chamomile tea."	['His jacket and shoes', 'jacket and shoes']	What does Peter lose while running away from Mr. McGregor?
Trevor Gooden (Dean Winters) survives a car accident that apparently kills his wife Kirsty Cotton-Gooden (Ashley Laurence) when their car plunges off a bridge into the river below. Trevor manages to escape with his life, but even though police divers find both car doors open there is no sign of Kirsty. One month later, Trevor wakes up in a hospital and realizes that his wife is missing, but because of a head injury his memory is uncertain and he cannot distinguish between fantasy and reality. Trevor finds himself the prime suspect in a murder case, and has two homicide detectives on his tail. Many strange events befall him, until the Cenobite Pinhead shows him reality. The reality is that Kirsty is in fact still alive. Trevor learns that in reality he was never a good guy. He cheated on his wife with many other women, and tried to get rid of Kirsty by making her reopen the Lament Configuration. She does, but before being taken, she strikes one last deal with Pinhead: she offers to give him five souls in exchange for hers. She kills three of Trevor's mistresses and one of Trevor's friends, who was conspiring to kill her for her fortune. Trevor is in shock by the revelation and takes off the covers on the operating table, believing it to be Kirsty. The person on the table is not Kirsty, but is in fact him. He is the fifth soul and this entire time he has been in Hell living in limbo. Trying to rediscover his past and piece his life back together was his punishment for his disloyalty to his wife and his inability to accept who he truly was. It seems that she has pinned all of the murders on Trevor and shot Trevor through the head, leading him to crash the car into the river. The film ends with Kirsty walking away from the crime scene with the Lament Configuration in hand.	['Trevor.', 'Trevor']	Who was the fifth soul?
"Randall Peltzer, a struggling inventor, visits a Chinatown antique store in the hope to find a Christmas present for his son Billy. In the store, Randall encounters a small, furry creature called a mogwai (Cantonese: 魔怪, ""monster""). The owner Mr. Wing refuses to sell the creature to Randall, though his grandson secretly sells the mogwai to Randall but tells him to remember three important rules that must never be broken – do not expose the mogwai to bright lights or sunlight which will kill it, do not let it get wet, and never feed it after midnight. Randall returns home to Kingston Falls where he gives the mogwai to Billy as a pet. Billy works in the local bank, and fears his dog Barney will be put down by Mrs. Deagle. Randall names the mogwai “Gizmo” and Billy makes sure to treat him well. But when Billy’s friend Pete spills a glass of water over Gizmo, five more mogwai spawn from his back, a more troublemaking sort led by the aggressive Stripe. Billy shows one of the mogwai to his former science teacher Mr. Hanson, spawning another mogwai, who Hanson experiments on. Stripe’s gang trick Billy into feeding them after midnight by chewing out the power cord to his bedside clock and transform into cocoons, as does Hanson’s mogwai. Shortly after, their cocoons hatch and they emerge as mischievous, reptilian Gremlins that torture Gizmo and try to murder Billy’s mother, while Hanson is killed by his Gremlin. All of the Gremlins are killed except Stripe, who escapes to a local YMCA and jumps into a swimming pool, spawning an army of Gremlins who wreak massive chaos around Kingston Falls. Billy tries to warn the police but they don’t believe him. Many people are injured or outright killed by the Gremlins’ rampage, including Mrs. Deagle, who is launched out of her house on a stair lift that has been sabotaged by the gremlins. At the local bar, the Gremlins have fun until the barmaid Kate Beringer, Billy’s girlfriend, flashes them with a camera and escapes into the bank with Billy and Gizmo. While hiding, she reveals her father died in a chimney while dressed as Santa Claus. Billy and Kate discover the town has fallen silent and the Gremlins are watching Snow White and the Seven Dwarfs in a theater. They set off an explosion, killing all the Gremlins except Stripe. Billy chases Stripe into a Montgomery Ward store, where Stripe climbs into a water fountain and tries to spawn more Gremlins. Gizmo arrives in a toy car and opens a skylight, exposing Stripe to extreme sunlight and melting him. In the aftermath of the Gremlins’ rampage, Mr. Wing appears to collect Gizmo, scolding the Peltzers for their carelessness, thinking the Western world is not ready but comments that Billy might some day be ready to care for Gizmo properly. Gizmo likewise believes so, having become attached to Billy. Mr. Wing departs with Gizmo in tow, while Randall narrates to the audience to check their house if things go wrong, because ""there just might be a Gremlin in your house""."	['Watching Snow White and the Seven Dwarfs.', 'In the movie theater watching Snow White.']	Where were the gremlins when the town fell silent?
"Naive and idealistic insurance agent Tim Lippe welcomes a former teacher into his home, addressing her as Mrs. Vanderhei. After having sex with her, he reminisces about his experiences as her student. In his position as an insurance agent, he is sent to represent his company, Brownstar Insurance, at a regional conference in Cedar Rapids, Iowa, as a replacement for his co-worker, Roger Lemke, who died in an auto-erotic asphyxiation accident. Tim idolized Roger, believing that his death was merely an unfortunate accident, and that he embodied all it was to be a moral Christian, the key criterion used to judge the winner of the coveted ""Two Diamonds"" award, which Roger had won three years in a row. Tim's boss, Bill, pressures him to win again to ensure they keep the company afloat. At the conference, Lippe meets fellow insurance agents Ronald ""Ronimal"" Wilkes, Dean ""Dean-Z"" Ziegler, and Joan ""O-Fox"" Ostrowski-Fox. He also meets Bree, a sex worker who works the parking lot in front of the hotel. She affectionately calls him ""Butterscotch"" after he offers her candy. Initially wary of the conference-goers, he spends more time with Ron, Dean, and Joan, and develops genuine friendships, including a crush on Joan. All the insurance agents participate in a scavenger hunt. Tim is paired with Joan, and, after they win, they become intoxicated with Dean in the hotel swimming pool. Tim and Joan's sexual tension builds to a head and, after making out in the pool, they have sex in Joan's hotel room. They were all seen in the pool by ASMI president Orin Helgesson. The next morning, Tim is guilt-ridden and calls Vanderhei to confess, before desperately asking her to marry him. After explaining she has been sleeping with other people and desires freedom, she suggests he take the opportunity to start a new life. Tim returns to Joan, who attempts to comfort him by telling him what Lemke was really like: she was his lover but left him after his sexual appetites became too twisted for her, and he bribed Helgesson for each one of his awards. Tim refuses to believe this and flees Joan's room, accusing her of being a ""prostitute"" sent to destroy his life. He runs into Dean and accidentally lets slip Lemke's bribery. As his friend, Dean swears to not tell anyone. After receiving advice from Dean, Tim goes to Helgesson for his assessment; it does not go well, and under the pressure he ends up also bribing Helgesson for the award, leaving him penniless and ashamed. Tim later comes across Bree and accompanies her to a party, where he gets high on crystal methamphetamine and inadvertently starts a fight. Ron, Joan, and Dean show up just in time to rescue him and Bree, who says she is in love with Tim. The night ends as Bill appears at Tim's door to inform him that with the successful acquisition of another Two Diamond award, he has received a generous offer for the company; despite meaning the branch's closure, he has chosen to sell. While Bill formally announces the sale, Tim bursts in, takes over the podium, and reveals that his company has unethically acquired the award every year by bribing Helgesson and confesses to doing so himself. Helgesson flees the room, his reputation in tatters, and a furious Bill confronts Tim, his revelations having cost Bill the sale of his company. Tim responds by announcing his intention to leave the company and start another with his clients from Brownstar, 17 of which have agreed to stay with him. Bill storms off, dumbfounded. As the four friends say their goodbyes and prepare to see each other next year, Joan and Tim are shown happy as friends, and Dean invites Ron and Tim to stay at a wealthy friend's cabin in Canada for the summer; both of them surprise Dean by gleefully accepting. The three of them go on to start their own company together called Top Notch, with Joan involved, too."	"[""Tim's former teacher"", ""Tim's former techer""]"	Who is Mrs. Vanderhei?
"Rose Lorkowski (Amy Adams) is a thirty-something single mother, working full-time as a maid. Her underachieving sister Norah (Emily Blunt) lives with their father Joe (Alan Arkin), and is fired from her job as a waitress. After the school expels Rose's son Oscar for his erratic behavior, she is told she must put him on medication or send him to a private school. Unable to make enough money with her current job, Rose asks Mac (Steve Zahn), her ex-boyfriend during their high school years and her married lover, for advice. Mac recommends a crime scene cleanup job, and with his connections as a police officer, he gets Rose and Norah into the business. At first, the sisters perform their job poorly, carelessly handling the hazardous materials by throwing them into dumpsters instead of properly disposing of them in an incinerator. Needing to operate as a more reputable service, the sisters get the necessary tools from Winston (Clifton Collins, Jr.), a one-armed storekeeper of a shop for cleanup material. The sisters name their cleanup business ""Sunshine Cleaning"" and start making progress as their reputation grows. They begin to find meaning in their function to ""help"" in some way in the aftermath of a loss or disaster, even though the job stirs up memories of their own mother's suicide. At the same time, the members of the family deal with their individual problems. Rose encounters some of her former high school classmates and is embarrassed by the state of her position in life. After an encounter with Mac's pregnant wife in a gas station, Rose realizes that Mac will never leave his marriage, and ends their relationship. Norah meets and has a relationship with Lynn, the daughter of a woman whose house they cleaned. Joe begins to sell shrimp, hoping to raise enough money to buy a pair of expensive binoculars that Oscar wants for his birthday. One day, an insurance company calls for the services of Sunshine Cleaning, granting the sisters the potential to obtain a breakthrough reputation. Unfortunately for Rose, a baby shower is on the same day, with all her high school classmates attending. She asks Norah to clean the house alone until she can catch up. Norah's attempt to clean the house is disastrous as she accidentally burns down the house with an unattended candle. The burning of the house tarnishes the business reputation and they are forced to pay a debt of $40,000, which the sisters simply cannot afford. Sunshine Cleaning goes out of business, and Rose is forced to return to her previous job as a maid. Meanwhile, Joe's shrimp plan goes awry as all the stores and restaurants he approaches refuse to buy. Joe had not realized when he purchased the shrimp that no legitimate business would be willing to accept the health risks involved in buying food from a non-reputable source. Lynn becomes frustrated as she questions whether Norah was truly interested in her at all. At Oscar's birthday party, Norah apologizes to Rose, and despite still being mad at her, Rose forgives her. The family and Winston then celebrate Oscar's birthday. Sometime later, Rose visits her father who says he's sold his house and explains that with the money, he has started, with Winston's help, a new cleanup business named Lorkowski Cleaning. He asks Rose to go into partnership with him and she agrees. Norah goes on a road trip to find her new self, while Rose starts working with her father at Lorkowski Cleaning. The movie ends on a positive note, with the implication that Norah has reached a positive turning point in her life and is at peace with herself and that Rose will successfully run her business while also looking after her eccentric father."	['She is attending a baby shower.', 'Attending a baby shower.']	What is Rose doing while Norah burns down their cleaning job house?
Ten years after tracking and taking down serial killer Jame Gumb, FBI Special Agent Clarice Starling is unjustly blamed for a botched drug raid. She is later contacted by Mason Verger, the only surviving victim of the serial killer Hannibal Lecter. A wealthy child molester, Verger was paralyzed and horribly disfigured by Lecter during a therapy session. He has been pursuing an elaborate scheme to capture, torture, and kill Lecter ever since. Using his wealth and political influence, Verger has Starling reassigned to Lecter's case, hoping her involvement will draw Lecter out. After learning of Starling's public disgrace, Lecter sends her a taunting letter. Starling detects a strange fragrance from the letter. A perfume expert later identifies a skin cream whose ingredients are only available to a few shops in the world. She contacts the police departments of the cities where the shops are located, requesting surveillance tapes. In Florence, one of said cities, Chief Inspector Rinaldo Pazzi is investigating the disappearance of a library curator. Pazzi questions Lecter, who is masquerading as Dr. Fell, the assistant curator and caretaker. Upon recognizing Dr. Fell in the surveillance tape, Pazzi accesses the ViCAP database of wanted fugitives. He then learns of Verger's US$3 million personal bounty on Lecter. Blinded by greed, Pazzi ignores Starling's warnings and attempts to capture Lecter alone. He recruits a pickpocket to obtain Lecter's fingerprint to show Verger as proof. The pickpocket, mortally wounded by Lecter, manages to get the print and provides it to Pazzi. Lecter baits Pazzi into an isolated room of the Palazzo Vecchio, ties him up, then disembowels and hangs him. He then heads back to the United States. Verger bribes Justice Department official Paul Krendler to accuse Starling of withholding a note from Lecter, leading to her suspension. Lecter lures Starling to Union Station. Verger's men, having trailed Starling, capture and bring Lecter to Verger. Verger means to feed Lecter alive to a herd of wild boars bred specifically for this purpose. After her superiors refuse to act, Starling infiltrates Verger's estate. After neutralizing the two guards and freeing Lecter she is shot by a third guard that was in hiding. Lecter picks up an unconscious Starling just before the boars break through the doors, they are on their way out when Verger arrives. He orders his physician Cordell Doemling to shoot Lecter, but with Lecter's suggestion, Cordell shoves his hated boss into the pen. Lecter carries Starling and watches the boars eat Verger alive. Lecter takes Starling to Krendler's secluded lake house and treats her wounds. When Krendler arrives for the Fourth of July, Lecter subdues and drugs him. Starling, disoriented by morphine and dressed in a black velvet evening gown, awakens to find Krendler seated at the table set for an elegant dinner. Weakened by the drugs, she looks on in horror as Lecter removes part of Krendler's prefrontal cortex, sautĂŠs it, and feeds it to him. After the meal, Starling tries to attack Lecter but he overpowers her and the two share a kiss. Starling then handcuffs his wrist to hers. Hearing the police closing in, Lecter uses a meat cleaver to sever his own wrist in order to free their cuffed hands and escapes. Lecter is later seen on a flight with his own boxed lunch. As he prepares to eat his meal, including what is assumed to be part of a cooked brain, a young boy seated next to him asks to try some of his food. Initially reluctant, Lecter then lets the boy eat some of his lunch.	"[""Dr. Fell is Lecter's assumed identity."", 'Lector is pretending to be Dr. Fell']"	Who is Dr. Fell to Lecter?
