question	answers	context
The year is 1991; one year since an unidentified flying object bearing 300,000 enslaved aliens, the Newcomers, landed in the Mojave Desert on planet Earth. Los Angeles later becomes their new home. Matthew Sykes (Caan), a police detective, loses his partner Bill Tuggle (Brown) in a shootout. The detectives were trying to stop two Newcomer criminals murdering another Newcomer named Porter at a grocery, in what appeared to be a robbery. The next day, Sykes' superior Captain Warner (McCarthy), informs his squad that they will have to work with the newly promoted Newcomer detective Sam Francisco (Patinkin). Although biased, Sykes enlists to work with Francisco to investigate a similar homicide with a Newcomer named Warren Hubely; feeling that if he investigates that crime, he will also find opportunities to investigate his partner's death which he is officially forbidden to do. While unobtrusively trying to establish a connection between the two cases, Francisco at a crime lab detects an abnormality on the body of one of the Newcomer criminals who was killed in the robbery. Later, Sykes and Francisco are led to a nightclub to investigate a link in the killings with a Newcomer named Joshua Strader (Kober). However, they end up interviewing his girlfriend instead, after he is murdered by a criminal ring led by Newcomer businessman William Harcourt (Stamp) and his henchman Rudyard Kipling (Howard). Harcourt is in the latter stages of launching advanced plans to exploit the alien race by attempting to mass-produce and sell a drug called Jabroka. The drug was used in the past to pacify the Newcomers when they were slaves, but has no effect on humans. The abnormality noticed by Francisco on the body of the Newcomer criminal earlier, was a visual sign of the drug's influence. In addition, the Newcomers Hubley, Porter and Strader were involved in the planning phases of the operation, but were later murdered due to Harcourt's desire to exclude them from any future financial rewards. Ultimately, Sykes and Francisco track down Harcourt, where he is secretly negotiating a timetable for a release of the potent narcotic. The detectives attempt to foil his plans, as they are later led on a car chase with Harcourt and his cohort Kipling, through the streets of downtown Los Angeles. Following a head-on collision where both parties are injured, Harcourt attempts an escape on foot. Sykes pursues and corners Harcourt onto a desolate drawbridge. Harcourt then purposely overdoses on a sample of the stimulant. As Sykes mistakenly believes he died, Harcourt is taken away by an ambulance, but later mutates into a significantly larger and more muscular Newcomer intent on causing violence. The duo pursue Harcourt, catching up with him near a fishing pier. Sykes later ends up in a physical confrontation with Harcourt in the open sea. Harcourt dies, as his body disintegrates due to the effects of direct contact with salt water, which is hazardous towards Newcomer physiology. Francisco commandeers a police helicopter, and rescues Sykes from the water. With the Tuggle and Newcomer murder cases solved, the authorities dismantle Harcourt's illicit scheme.	['in the Mojave Desert', 'In the Mojave Desert.']	Where does the Newcomers ship land?
"In Lagrange, Ohio, Curtis LaForche (Michael Shannon) has apocalyptic dreams, and visual and auditory hallucinations; of rain ""like fresh motor oil"", swarms of menacing black birds, and being harmed by people close to him. He hides all of this from his wife, Samantha (Jessica Chastain), and their deaf daughter Hannah (Tova Stewart). He instead channels his anxieties into a compulsive obsession to build a storm shelter in his backyard; however, his increasingly strange behavior -- including a tendency to cut ties with anyone in his life that has harmed him only in his dreams -- strains his relationship with his family, friends, employer, and the close-knit town. Curtis grudgingly sees a counselor at a free clinic, with whom he talks about his family's psychological history (his mother (Kathy Baker) suffers from paranoid schizophrenia that surfaced in her at about the same age that Curtis is now). In order to get the expanded storm shelter done, Curtis breaks work rules by using equipment from his construction job at his house, and gets a home improvement loan he can ill afford to start building the shelter - all without telling his wife. Sam becomes angry when she discovers the project. After Curtis takes more than the prescribed dose of a sedative and suffers a seizure, Sam calls an ambulance. He recovers, then finally explains the truth to her, including his dreams. Curtis begins to miss more work, causing tensions with his boss, as he and Sam make preparations for the cochlear implant surgery Hannah is to undergo in six weeks' time. Having been informed of the borrowed work equipment, Curtis's boss fires him and gives him only two weeks' worth of medical insurance benefits, after placing Dewart (Shea Whigham) (the close friend and co-worker whom Curtis asked to help him start construction of the shelter) on two weeks' unpaid administrative leave. Curtis buys gas masks for his family, and extends his previous employer's health insurance policy for a few extra weeks. Finding that his counselor at the free clinic has suddenly transferred and been replaced with a new one, he walks out. Tensions linger between Curtis and Sam over his loss of a job/income at such a crucial time for their family. Sam gets Curtis to see an actual psychiatrist, and demands that they attend a social function so she can restore some sense of normalcy to their strained, increasingly isolated life. At a Lions Club community gathering, a bitter Dewart (who has been spreading a whispering campaign about Curtis being crazy) angrily provokes and punches Curtis. Curtis loses his temper and unleashes a frightening verbal tirade upon everyone at the Lions Club dinner. He prophetically shouts that a devastating storm is coming, insisting that none of them are prepared. Later, a tornado warning sends him and his family into the shelter. After they awaken, Curtis reluctantly removes his gas mask, prompted by Samantha. They go to open the shelter doors, but he still hears a storm outside. His wife implores him, insisting that there's no storm and that he needs to open the door. After a tense standoff, Curtis throws open the doors into the blinding sun; a strong-but-bearable storm has passed, and neighbors are cleaning up broken tree limbs and other yard debris as power company trucks restore electricity along the street. A psychiatrist advises the couple to go through with their planned, annual beach vacation; but that Curtis will need to get psychiatric care in a facility away from his family upon their return. At Myrtle Beach, while Curtis is building sand castles with Hannah, she signs the word ""storm"". As Samantha exits their beachhouse, the thick, oily rain that Curtis spoke of begins to fall, staining her outstretched hand. Sam looks up to a bigger version of the ominous storm clouds Curtis had seen, massing over the ocean; tornado-like waterspouts reach down to the ocean's surface, and the tide pulls back as a tsunami looms in the distance. Curtis and Sam exchange knowing glances."	"['friend and co-worjer', ""Dewart is Curtis' friend and co-worker""]"	What is Dewart's relationship to Curtis?
"Annie ""Daisy"" Miller and Frederick Winterbourne first meet in Vevey, Switzerland, in a garden of the grand hotel where Winterbourne is allegedly vacationing from his studies (an attachment to an older lady is rumoured). They are introduced by Randolph Miller, Daisy's 9-year-old brother. Randolph considers their hometown of Schenectady, New York, to be absolutely superior to all of Europe. Daisy, however, is absolutely delighted with the continent, especially the high society she wishes to enter. Winterbourne is at first confused by her attitude, and though greatly impressed by her beauty, he soon determines that she is nothing more than a young flirt. He continues his pursuit of Daisy in spite of the disapproval of his aunt, Mrs. Costello, who spurns any family with so close a relationship to their courier as the Millers have with their Eugenio. She also thinks Daisy is a shameless girl for agreeing to visit the Ch창teau de Chillon with Winterbourne after they have known each other for only half an hour. The next day, the two travel to Ch창teau de Chillon and although Winterbourne had paid the janitor for privacy, Daisy is not quite impressed. Winterbourne then informs Daisy that he must go to Geneva the next day. Daisy feels disappointment and chaffs him, eventually asking him to visit her in Rome later that year. In Rome, Winterbourne and Daisy meet unexpectedly in the parlor of Mrs. Walker, an American expatriate. Her moral values have adapted to those of Italian society. Rumors about Daisy meeting with young Italian gentlemen make her socially exceptionable under these criteria. Winterbourne learns of Daisy's increasing intimacy with a young Italian of questionable society, Giovanelli, as well as the growing scandal caused by the pair's behavior. Daisy is undeterred by the open disapproval of the other Americans in Rome, and her mother seems quite unaware of the underlying tensions. Winterbourne and Mrs. Walker attempt to persuade Daisy to separate from Giovanelli, but she refuses any help that is offered. One night, Winterbourne takes a walk through the Colosseum and sees a young couple sitting at its center. He realizes that they are Giovanelli and Daisy. Winterbourne, infuriated with Giovanelli, asks him how he could dare to take Daisy to a place where she runs the risk of catching ""Roman Fever"". Daisy says she does not care and Winterbourne leaves them. Daisy falls ill and dies a few days later."	['Mrs. Walker and Frederick Winterbourne', 'Her mother and Winterbourne.']	Who attempted to separate Daisy and Giovanelli?
"Shampoo is set during a 24-hour period in 1968, on the eve of a presidential election that would result in Richard Nixon's election to the American presidency. George Roundy is a successful Beverly Hills hairdresser, whose occupation and charisma have provided him the perfect platform from which to meet and have sex with beautiful women, including his current girlfriend Jill. Despite this, George is dissatisfied with his professional life; he is clearly the creative star of the salon, but is forced to play second fiddle to Norman, the ""nickel-and-diming"" mediocre hairdresser who owns the place. He dreams of setting up his own salon business, but lacking the cash to do so, turns to wealthy lover Felicia and her unsuspecting husband Lester to bankroll him. George's meeting with Lester supplies a second secret for him to keep from his would-be benefactor: Lester's current mistress, Jackie, is George's former girlfriend, perhaps the most serious relationship he has ever had. Lester, who assumes George is gay, invites him to escort Jackie to a Republican Party election night soiree, at which George finds himself in the same room as a number of present and former sexual partners. The principals adjourn to a posh counterculture party, and the night quickly descends into drugs, alcohol and sexual indulgence. In the film's dramatic climax, Lester and Jill happen upon George and Jackie having vigorous sex on a kitchen floor. Just before their identities are revealed, an impressed Lester exclaims: ""That's what I call fucking! Am I right, or am I right?"" When Jill recognizes the writhing couple, she throws a chair at them; as George backpedals, trying to placate Jill, Jackie sees him for the cad he is, and flees. George realizes that Jackie is his true love and proposes to her. By then it is too late: Jackie announces that Lester is divorcing Felicia and taking Jackie to Acapulco. With Felicia gone, Jill gone, and now Jackie gone, the film thus pairs sexual revelation with George's deeper moral development, but ends bleakly for the protagonist, despite his epiphany."	['Jackie']	Who does Lester invite George to escort to the Republican Party election night soiree?
Sara Matthews (Minka Kelly) is starting her freshman year of college. She meets Tracy (Aly Michalka), Stephen (Cam Gigandet) - her love interest, and Rebecca (Leighton Meester) - her college roommate. The girls begin to bond and Rebecca learns that Sara had an older sister, Emily, who died when Sara was nine, and an ex-boyfriend, Jason (Matt Lanter), who keeps calling her in attempts to reconcile. As time goes on, Rebecca's obsession with Sara grows, which causes her to drive away anyone who could come between them. Rebecca attacks Tracy in the shower, pinning her down and ripping out her belly-button ring, and threatens to kill her unless she stays away from Sara. Tracy moves to another dorm, fearful of Rebecca. An old friend of Sara's named Irene (Danneel Harris), who is a lesbian, invites Sara to move in with her when Sara's cat Cuddles is discovered. Rebecca then kills Cuddles by putting her in the dryer. She then lies to Sara that the cat ran away. Rebecca then inflicts injuries upon herself and says she was assaulted by a thug. Sara feels bad for her and decides to spend the Thanksgiving with Rebecca. When Sara's philandering fashion design professor, Roberts (Billy Zane), kisses her, Rebecca plans to get the professor out of the picture by seducing him while recording their dialogue on a tape recorder to make it sound like he was trying to rape her. During her stay, Sara overhears a conversation between Rebecca and her father (Tomas Arana), hinting Rebecca has had trouble making friends in the past. Rebecca's mother (Frances Fisher) mentions that Rebecca is supposed to be taking medication. She and Stephen later find a bottle of Zyprexa pills, used to treat schizophrenia and bipolar disorder. But the bottle is full, implying that Rebecca hasn't been taking the pills. Sara, worried about what would happen, decides to move in with Irene. Irene goes to a club where she sees Rebecca. They make out in the club's bathroom and Irene, not knowing that Rebecca is Sara's roommate, takes Rebecca back to her place. The following morning, Sara goes to Irene's apartment but she's not there. Rebecca gets Sara's sister's name tattooed in the same place on her breast as Sara, saying that Sara can now think of Rebecca as her sister. A shocked Sara realizes that Rebecca is obsessed with her and packs all her things, except her sister's necklace, which she can't find (being later revealed that the necklace had been stolen from her by Rebecca). Jason arrives at Sara's dorm and slips a note under her door, saying that he wants to see her. Rebecca reads the note, impersonates Sara with her sister's necklace and tattoo, and dyes her hair to look like Sara. She then goes to Jason's hotel room and stabs him to death. Later, Sara gets a text from Irene, saying she needs her right away. Sara informs Stephen she will be at Irene's place. When she gets there, she finds Irene held hostage by Rebecca with a revolver. Rebecca reveals that she was responsible for what happened to Tracy, Cuddles, Professor Roberts, and Jason and that she did it all to win Sara's friendship. Rebecca wants to kill Irene in order to finally have Sara all to herself. Stephen arrives just in time to help stop Rebecca from pulling the trigger on Irene. Sara reaches for the revolver to shoot Rebecca, however, the cartridge is empty. Enraged at this, Rebecca picks up Sara and tries to strangle her to death, but Sara stabs Rebecca in the back with a boxcutter, which kills her. Sara moves back into her dorm and moves the extra bed out of her room with the help of her boyfriend Stephen, proclaiming that she does not want a roommate for a while.	['Rebecca']	Who is obsessed with Sara?
"The film is divided into two separate, unequal stories. In the shorter of the two, Holmes is approached by a famous Russian ballerina, Madame Petrova (Tamara Toumanova), who proposes that they conceive a child together, one who she hopes will inherit her physique and his intellect. Holmes manages to extricate himself by claiming that Watson is his lover, much to the doctor's embarrassment. In the main plot, a Belgian woman, Gabrielle Valladon (GeneviĂ¨ve Page), is fished out of the River Thames and brought to Baker Street. She begs Holmes to find her missing engineer husband. The resulting investigation leads to a castle in Scotland. Along the way, they encounter a group of monks and some midgets, and Watson apparently sights the Loch Ness monster. It turns out that Sherlock's brother Mycroft (Christopher Lee) is involved in building a pre-World War I submarine for the British Navy, with the assistance of Monsieur Valladon. When taken out for testing, it was disguised as a sea monster. The midgets were recruited as crewmen because they took up less space and needed less air. When they meet, Mycroft informs Sherlock that his client is actually a top German spy, Ilse von Hoffmanstal, sent to steal the submersible. The ""monks"" are German sailors. Queen Victoria (Mollie Maureen) arrives for an inspection of the new weapon, but objects to its unsportsmanlike nature. She orders the exasperated Mycroft to destroy it, so he conveniently leaves it unguarded for the monks to take (rigging it to sink when it is submerged). FrĂ¤ulein von Hoffmanstal is arrested, to be exchanged for her British counterpart. In the final scene some months later, Sherlock receives a message from his brother, telling him that von Hoffmanstal had been arrested as a spy in Japan, and subsequently executed by firing squad. Heartbroken, the detective retreats to his room to seek solace in drugs and his violin."	['A sea monster', 'sea monster']	What is this submarine disguised as?
"In the near future, the Moon has been colonized and supports a station on its surface. A lunar shuttle known as Mayflower One is being rushed to launch from Houston. The head of the ground crew, The Sarge (Chuck Connors), does not like what is occurring, but he defers to the airline's management. On the flight crew are Captain Clarence Oveur (Peter Graves), navigator/co-pilot Unger (Kent McCord) and first officer/flight engineer Dunn (James A. Watson, Jr.). Also on board is computer officer Elaine Dickinson (Julie Hagerty). Elaine has long left Ted Striker (Robert Hays) and is now engaged to one of the flight crew, Simon Kurtz (Chad Everett). Striker has in the meantime been committed to an insane asylum, as he was declared mentally incompetent in a lawsuit following a test flight that Ted piloted and in which the lunar shuttle crashed. Striker believes that the lawsuit was used to silence him, because he knew there were problems with the lunar shuttle that made it unsafe, and he is once more haunted by his actions in ""The War"" - causing a relapse of his ""drinking problem"", specifically the events that took place over ""Macho Grande"", where he lost his entire squadron. When Striker reads of the upcoming lunar shuttle launch, he escapes the asylum and buys a ticket for the flight. During the flight, Mayflower One suffers a short circuit, causing the artificially intelligent computer ROK to go insane and send the ship toward the Sun. Unger and Dunn try to deactivate the computer, but are blown out of an airlock. Oveur tries to stop ROK, but the computer gasses him. Kurtz abandons Elaine and leaves in the only escape pod. Once again, Striker is called upon to save the day, but first he has to figure out how to make the computer relinquish control. Steve McCroskey (Lloyd Bridges), the air traffic controller, reveals that a passenger named Joe Seluchi (Sonny Bono) had boarded Mayflower One with a bomb in a briefcase, intending to commit suicide so that his wife can collect on insurance money. Striker manages to wrestle the bomb from Seluchi and uses it to blow up ROK and set course for the Moon as originally intended. Using the bomb to destroy the computer causes collateral damage to the shuttle, meaning the flight is not out of danger yet. On the way to the Moon, control of the flight is shifted to a lunar base, commanded by Commander Buck Murdock (William Shatner). He has a high level of contempt for Striker because of Macho Grande, but agrees to help anyway. They manage to land the craft on the Moon. Ted and Elaine fall back in love and are married at the end. After the wedding, Seluchi looks into the cockpit and asks for his briefcase back. A postcredit scene shows a screen that says ""Coming From Paramount Pictures: ""Airplane III"". Murdock is then seen saying ""That's exactly what they'll be expecting us to do!"""	['Elaine Dickinson.', 'Elaine Dickinson']	What is the name of the computer officer on board?
"Living in Oakland at the beginning of the 20th century, Martin Eden struggles to rise above his destitute, proletarian circumstances through an intense and passionate pursuit of self-education, hoping to achieve a place among the literary elite. His principal motivation is his love for Ruth Morse. Because Eden is a rough, uneducated sailor from a working-class background and the Morses are a bourgeois family, a union between them would be impossible unless and until he reached their level of wealth and refinement. Over a period of two years, Eden promises Ruth that success will come, but just before it does, Ruth loses her patience and rejects him in a letter, saying, ""if only you had settled downÂ ... and attempted to make something of yourself"". By the time Eden attains the favour of the publishers and the bourgeoisie who had shunned him, he has already developed a grudge against them and become jaded by toil and unrequited love. Instead of enjoying his success, he retreats into a quiet indifference, interrupted only to rail mentally against the genteelness of bourgeois society or to donate his new wealth to working-class friends and family. He felt that people did not value him for himself or for his work but only for his fame. The novel ends with Eden's committing suicide by drowning, which contributed to what researcher Clarice Stasz calls the ""biographical myth"" that Jack London's own death was a suicide. London's oldest daughter Joan commented that in spite of its tragic ending, the book is often regarded as ""a 'success' storyÂ ... which inspired not only a whole generation of young writers but other different fields who, without aid or encouragement, attained their objectives through great struggle""."	['Ruth writes that she wishes Eden had settled down and made something of himself.', 'settled down and made something of himself']	In her rejection letter, what does Ruth write she wishes Eden had done?
"A stuffed rabbit sewn from velveteen is given as a Christmas present to a small boy. The boy plays with his other new presents and forgets the velveteen rabbit for a time. These presents are modern and mechanical, and they snub the old-fashioned velveteen rabbit. The wisest and oldest toy in the nursery, the Skin Horse, who was owned by the boy's uncle, tells the rabbit about toys magically becoming Real due to love from children. The rabbit is awed by this idea; however, his chances of achieving this wish are slight. One night, the boy's Nana gives the rabbit to the boy to sleep with, in place of a lost toy. The rabbit becomes the boy's favourite toy, enjoying picnics with him in the spring; and the boy regards the rabbit as 'REAL'. Time passes, and the rabbit becomes shabbier but happy. He meets some real rabbits in the summer, and they learn that he cannot hop as they do and say that he is not real. One day, the boy becomes sick with scarlet fever, and the rabbit sits with him as he recovers. The doctor orders that the boy should be taken to the seaside and that his room should be disinfectedâall his books and toys burnt, including the velveteen rabbit. The rabbit is bundled into a sack and left out in the garden overnight, where he sadly reflects on his life with his boy. The toy rabbit cries, a real tear drops onto the ground, and a marvellous flower appears. A fairy steps out of the flower and comforts the velveteen rabbit, introducing herself as the Nursery Magic Fairy. She says that, because he is old and shabby and Real, she will take him away with her and ""turn [him] into Real"" - to everyone. The fairy takes the rabbit to the forest, where she meets the other rabbits and gives the velveteen rabbit a kiss. The velveteen rabbit changes into a real rabbit and joins the other rabbits in the forest. The next spring, the rabbit returns to look at the boy, and the boy sees a resemblance to his old velveteen rabbit."	"[""the boy's uncle""]"	Who was the original owner of the Skin Horse?
"In the summer of 1972, Vada Sultenfuss is an 11-year-old tomboyish girl and a hypochondriac. Harry Sultenfuss, Vada's father, is an awkward widower who does not understand his daughter, so he constantly ignores her. His profession as a funeral director has led his daughter to develop an obsession with death. Vada regularly tends to her grandmother, âGramooâ, who suffers from Alzheimer's disease and whose wandering mind likewise affects Vada. Her Uncle Phil lives near by and frequently stops by to help the family. Vada hangs out with her best friend Thomas J. Sennett, an unpopular boy her age who is allergic to ""everything."" However, other girls tease the two, thinking they are more than just friends. Thomas J. often accompanies Vada when she visits the doctor, who assures her that she is not sick and that she has no chicken bone stuck in her throat. Vada's summer begins well. She befriends Shelly DeVoto, the new makeup artist at her father's funeral parlor, who provides her with guidance. She also develops a crush on her fifth-grade school teacher, Mr. Bixler, and hears about an adult poetry writing class that he is teaching. Vada steals some money from the cookie jar in Shelly's trailer to cover the cost of the class. When advised to write about what is in her soul, Vada fears that she killed her mother, who died two days after giving birth to her. Soon things start to fall apart. When Harry and Shelly start dating, this affects Vada's attitude towards Shelly. One night, Vada follows Harry and Shelly to a bingo game and brings Thomas J. along to disrupt it. On the Fourth of July, when Shelly's ex-husband Danny arrives, Vada hopes that he is there to take Shelly back, but to no avail. Vada becomes even more shocked when Harry and Shelly announce their engagement at a carnival, which she contemplates into running away with Thomas J. Vada is starting to see changes within herself, as she is running around screaming that she is hemorrhaging. Shelly politely explains to Vada that her first period is a completely natural process. As Vada realizes this only occurs with girls, she doesn't want to see Thomas J., who happens to come by shortly afterward. A couple of days later though, Vada and Thomas J. are sitting under a tree by the river, where they share an innocent first kiss. Vada and Thomas J. come across a bee hive hanging from a tree, which Thomas J. decides to knock down. Vada loses her mood ring in the process, so they start looking for it, but the search is cut short as the bees start swarming, making them run away. Thomas J. later returns by himself and finds the ring. Unfortunately, because he kicked the bee hive beforehand, the bees begin to swarm Thomas J. just as he finds the ring, so it is too late for him to escape. Thomas J. dies from the attack, due to being allergic to bee stings. Harry is left to deliver the tragic news to Vada, which devastates her so much that she will not even leave her bedroom. When she attends Thomas J.'s funeral, her emotions become so strong that she runs away. Vada hurries to Mr. Bixler's house, wanting to stay with him, and discovers that he is about to get married to someone else. She then runs to her and Thomas J.'s hangout spot near the tree to reflect on what has happened. When Vada returns home, everyone is relieved, including Shelly, whom Vada begins to accept as her future stepmother. Her grief also manages to mend the rift between her and her father. Harry explains to Vada that her mother's death wasn't her fault and things like that can happen without explanation. Toward the end of summer, Vada and her father see Mrs. Sennett, who still struggles with her son's death. She gives Vada her mood ring back that Thomas J. had found and Vada gives Mrs. Sennett some comfort. On the last day of writing class, Vada reads a poem summoning the loss of her best friend before going out to spend time with her new friend Judy."	['the mood ring that Thomas J. died to get back', 'a mood ring']	What did Mrs. Sennett give Vada when she went to visit her?
The action is set during World War I. While John Clayton, Lord Greystoke (Tarzan) is away from his plantation home in British East Africa, it is destroyed by invading German troops from Tanganyika. On his return he discovers among many burned bodies one that appears to be the corpse of his wife, Jane Porter Clayton. Another fatality is the Waziri warrior Wasimbu, left crucified by the Germans. (Wasimbu's father Muviro, first mentioned in this story, goes on to play a prominent role in later Tarzan novels.) Maddened, the ape-man seeks revenge not only on the perpetrators of the tragedy but all Germans, and sets out for the battle front of the war in east Africa. On the way he has a run-in with a lion (or Numa, as it is called by the apes among whom Tarzan was raised), which he traps in a gulch by blocking the entrance. At the front he infiltrates the German headquarters and seizes Major Schneider, the officer he believes led the raid on his estate. Returning to the gulch, he throws his captive to the lion. Tarzan goes on to help the British in the battle in various ways, including setting the lion loose in the enemy trenches, and kills von Goss, another German officer involved in the attack on the Greystoke estate. He then becomes embroiled in the affairs of Bertha Kircher, a woman he has seen in both the German and British camps, and believes to be a German spy, particularly after he learns she possesses his mother's locket, which he had given as a gift to Jane. His efforts to retrieve it lead him to a rendezvous between Kircher and Captain Fritz Schneider, brother of the major Tarzan threw to the lion previously, and the actual commander of the force that burned the estate. Killing Schneider, Tarzan believes his vengeance complete. Abandoning his vendetta against the Germans he departs for the jungle, swearing off all company with mankind. Seeking a band of Mangani, the apes among whom he had been raised, Tarzan crosses a desert, undergoing great privations. Indeed, the desert is almost his undoing. He only survives by feigning death to lure a vulture (Ska in the ape language) following him into his reach; he then catches and devours the vulture, which gives him the strength to go on. The scene is a powerful one, a highlight both of the novel and of the Tarzan series as a whole. On the other side of the desert Tarzan locates the ape band. While with them he once again encounters Bertha Kircher, who has just escaped from Sergeant Usanga, leader a troop of native deserters from the German army, by whom she had been taken captive. Despite his suspicion of Bertha, Tarzan's natural chivalry leads him to grant her shelter and protection among the apes. Later he himself falls captive to the tribe of cannibals the deserters have sheltered among, along with Harold Percy Smith-Oldwick, a British aviator who has been forced down in the jungle. Learning of Tarzan's plight, Bertha heroically leads the apes against the natives and frees them both. Smith-Oldwick becomes infatuated with Bertha, and they search for his downed plane. They find it, but are captured again by Usanga, who attempts to fly off in it with Bertha. Tarzan arrives in time to board the plane as it takes off and throw Usanga from the plane. Smith-Oldwick and Bertha Kircher then try to pilot it back across the desert to civilization, but fail to make it. Seeing the plane go down, Tarzan once more sets out to rescue them. On the way he encounters another Numa, this one an unusual black lion caught in a pit trap, and frees it. He, the two lovers and the lion are soon reunited, but attacked by warriors from the lost city of Xuja, hidden in a secret desert valley. Tarzan is left for dead and Bertha and Smith-Oldwick taken prisoner. The Xujans are masters of the local lions and worshippers of parrots and monkeys. They are also completely insane as a consequence of long inbreeding. Recovering, Tarzan once more comes to the rescue of his companions, aided by the lion he had saved earlier. But the Xujans pursue them and they turn at bay to make one last stand. The day is saved by a search party from Smith-Oldwick's unit, who turn the tide. Afterward, Tarzan and Smith-Oldwick find out that Bertha is a double agent who has actually been working for the British. Tarzan also learns from the diary of the deceased Fritz Schneider that Jane might still be alive.	['British East Africa.', 'British East Africa']	Where was John Clayton's plantation home located?
"Eleanor ""Nell"" Lance (Lili Taylor) has cared for her invalid mother for 11 years. After her mother dies, her sister Jane (Virginia Madsen) and Jane's boyfriend Lou (Tom Irwin) eject her. Nell receives a phone call about an insomnia study, directed by Dr. David Marrow (Liam Neeson) at Hill House, a secluded manor in the Berkshires of western Massachusetts, and applies for it. At the house, she meets Mr. and Mrs. Dudley (Bruce Dern, Marian Seldes), a strange pair of caretakers. Two other participants arrive, Luke Sanderson (Owen Wilson) and Theodora (Catherine Zeta-Jones), along with Dr. Marrow and his two research assistants. Unknown to the participants, Dr. Marrow’s true purpose is to study the psychological response to fear, intending to expose his subjects to increasing amounts of terror. Each night, the caretakers chain the gate outside Hill House, preventing anyone from getting in or out until morning. During their first night, Dr. Marrow relates the story of Hill House. The house was built by Hugh Crain (Charles Gunning)—a 19th-century textile tycoon. Crain built the house for his wife, hoping to populate it with a large family of children; however, all of Crain's children died during their birth. Crain’s wife Renee killed herself before the house was finished and Crain became a recluse. After the story, Marrow's assistant’s face is slashed by a snapped clavichord wire. The freak accident causes Marrow's research assistants to leave. Nell begins to suspect that it was no accident, as she notices that the wire was unwound by someone or something. Theo and Nell begin to experience unusual happenings within the house, such as a mysterious force trying to open the door, Nell starts seeing ghosts of children in curtains and sheets, Hugh Crain's wood portrait morphs into a skeletal face and is vandalized with the words ""Welcome Home Eleanor"" written in blood. Theo and Luke try to establish their innocence, but Nell tells them that they don't know her. Nell becomes determined to prove that the house is haunted by ghostly children who are only terrorized and killed by Crain's cruelty. She learns that Crain kidnapped the children from his cotton mills and slaughtered them, then burned their bodies in the fireplace, trapping their ghosts and forcing them to remain with him, providing him with an 'eternal family'. She also learns that Crain had a second wife named Carolyn, from whom she is descended. Dr. Marrow is skeptical of Eleanor's claims, until he realizes he made a mistake by bringing them to Hill House when a statue tries to drown him in a pool of water in a greenhouse. After several more terrifying events, Nell insists that she cannot leave the ghosts of the kids to suffer for eternity at Crain's hands. Trying to convince Eleanor to leave the house with them, Theo offers to let Nell move in with her, but Nell reveals her relation to Carolyn and claims she must help the children to ""move on"" to the afterlife. Hugh Crain's ghost seals up the house, trapping them all inside. A frustrated Luke defaces a portrait of Hugh Crain. Crain's enraged spirit drags Luke to the fireplace where he is decapitated. Nell is able to lead Crain's spirit towards an iron door. The spirits pull Crain into the door, dragging him down to Hell. Nell is pulled with him, inflicting fatal trauma on her body, but the ghosts gently release her on the ground. Her ghost rises up to Heaven, accompanied by the children's ghosts. After Nell's death and when she moved on to Heaven along with the ghosts, Theo and Dr. Marrow wait by the gate outside until the Dudleys come in the morning. The Dudleys approach as the sun rises. Mr. Dudley asks Dr. Marrow if he found what he wanted to know, but the traumatized psychiatrist does not give an answer, and neither does Theo. When the gate opens, the two silently walk out and down the road, leaving Hill House behind them."	['To hell', 'Hell']	Where did the spirits drag Hugh Cain?
