question	context	answers
Which statement is NOT TRUE according to the passage ?	"The use of mobile phones over a long period of time can raise the risk for brain tumors , a new Swedish study said on Friday , contradicting (......) the conclusions of other researchers . The Dutch Health Council , in an overview of research from around the world , last year found no evidence radiation from mobile phones and TV towers was harmful . A four-year British survey released in January showed no link between regular . long-term use of cell phones and the most common type of tumor . However , researchers at the Swedish National Institute for Working Life said they looked at the mobile phone use of 905 people between the age of 20 and 80 who had been diagnosed with a malignant brain tumor and found a link "" A total 80 of these 905 cases were so-called high users of mobile phones , that is they began early to use mobile and or wireless telephones and used them a lot , "" the study said . "" The study also shows that the rise in risk is noticeable for tumors on the sided of the head where the phone was said to be used , "" it added . Kjell Mild , who led the study , said the figures meant that heavy users of mobile phones , for instance of who make mobile phone calls for 2 , 000 hours or more in their life , had a 240 percent increased risk for a malignant tumor on the side of the head the phone is used . "" The way to the risk down is to use handsfree , "" he told Reuters . He said his study was the biggest yet to look at long-term users of the wireless phone has been around inprefix = st1 /Swedenin a portable form since 1984 , longer than in many other countries ."	['Sweden is the earliest country to use mobile phones']
"In America people try to avoid using the word ""old"" because _"	"""I'm seventy years old,"" says the gray-haired lady proudly to the entertainer at her Community Club dinner. ""Did you hear that, everyone?"" says the entertainer. ""This lovely lady is just seventy years young! And she doesn't look a day over fifty. "" He has been careful not to use the word ""old"". In a society where youth is so admired, old age is often seen as something sad, something to fight against. Americans prefer not to say ""old"" people. They use the expression ""senior citizens"". They do not talk about ""old people's"" homes, but ""retirement"" homes. In fact, the entertainer is not so wrong. Seventy is not very old these days. People in theprefix = st1 /USare living longer and longer. In1980, 12 percent of Americans were over sixty-five years old. By 2030, 21 percent will be over sixty-five. One reason for this is that families are getting smaller. The average couple now has only 1. 8 children. At the same time, improved medical care means that people are living longer. This change in the age of Americans is going to have serious results. For one thing, medical costs are rising. The government is unable to pay the elderly people's medical bills that have gone up very much. Some old people have to leave hospital ""sicker and quicker"" than they should, before they are really better. More fortunate senior citizens, though, who still have good health, want new laws to be passed to allow them to stay at work. In the past, the retirement age was sixty-five, but that is changing now. Older people are stronger and more energetic than ever before. Many of them refuse to stop working just because they have reached a certain age. There is a change, too, in the way in which elderly people see themselves. _ are no longer happy to accept the gray hair, bald heads, and boring clothes of their own parents. They like to wear younger-looking clothes and bright makeup . American women spend millions of dollars a year on operations to lift their faces and make those ugly wrinkles disappear. Men are prepared to spend even more on operations to plant new hair on their bald spots. It's worth any money to look younger."	"[""the old age is seen as something that isn't admired""]"
When she was upstairs, the woman _ .	For some minutes, all was quiet in the street. Then from across the street someone came walking. It looked like a man of middle height, dressed in a big raincoat, a soft hat and rubber-soled boots or shoes, and making little sound while walking. No one was in sight. It was a street with two rows of about fifty small houses and there were three lamps on either side. The lamp nearest to the child's house could be seen clearly, but the others were almost hidden by the smoky air. A car passed the end of the street and its lights showed faintly,but clearly enough to show the smooth skin of a woman's face. The car disappeared as the woman, wrapped up in her coat, reached the doorway of the child's house. She put a key in the lock quickly, pushed the door open and stepped inside, then closed the door without looking round. She began to breathe hard. She leaned against the door for a moment, then straightened up as if with an effort, and walked towards the door of the front room, the passage leading to the kitchen, and the narrow staircase. She hesitated outside the door, then went up the stairs quickly but with hardly a sound. There was enough light from the narrow hall to show the four doors leading off a small landing . She pushed each door open in turn and shone a torch inside, and the light fell upon beds, walls, furniture, a bathroom hand-basin, a mirror which flashed brightness back; but this was not what the woman was looking for. She turned away and went downstairs, and hesitated again at the foot of the stairs, then turned towards the kitchen. Clearly there was nothing there, or in the small washroom that she wanted. Two rooms remained; the front room and a smaller one next to it. She opened the front room door. After a moment, she saw the child's bed and the child.	['opened four different doors']
It can be inferred from the passage that in the research _ .	"Fumbling with the buttons to find a good song while driving has been linked to increased risk of crashes, but is listening to music risky? ""It depends on the music,"" says a report published in the October issue of Accident Analysis & Prevention. The study found teenage drivers who played their own music had significantly more traffic violations compared with background music designed by the researchers to minimize driving distractions, or no music. Researchers at Ben-Gurion University in Israel recruited 85 drivers about 18 years old; just over half were male. The _ were each assigned to drive six challenging road trips that were about 40 minutes long, accompanied by an experienced driving instructor. Music was played on four trips, two with selections from the drivers' playlists, mostly fast-paced vocals, and two with background music, which was a mixture of easy listening, soft rock and light jazz designed to increase driver safety. No music was played on two trips. Subjects rated their mood after each trip and in-car data recorders analyzed driver behavior and errors. All 85 subjects committed at least three errors in one or more of the six trips; 27 received a warning and 17 required steering or braking by an instructor to prevent an accident. When the music was their own, 98% made errors; without the music, 92% made errors; and while listening to the safe-driving music, 77% made errors. Speeding, following too close, inappropriate lane use, one-handed driving and were the common violations. The male subjects were more aggressive drivers and made more serious errors than female subjects. The teens played their own music at a very loud volume but significantly decreased the sound level when listening to the safe-driving music, researchers said. Mood ratings were highest on trips with driver-preferred music."	['driver-preferred music increased the mood ratings']
The driver was woken up again by the second person _ .	"A driver stopped his car on a street side to have a rest.As he lay down in the seat and closed his eyes, a person came up and knocked at the window to ask the time. The driver opened his eyes and looked at his watch. ""It's five past eight."" he said. Then he went to sleep again. But soon he was waken up again because a second person was knocking at the window.""Excuse me, what time is it now?""he asked. The driver looked at his watch again, and told him it was half past eight. In this way, the driver thought he couldn't have a good rest, so he wrote a short note and stuck it on the window for all to see. It said,""I don't know the time.""Again, he lay down in the seat for his sleep. A few minutes later,a third person came and began to knock at the window, ""Hey, sir.""he said, ""It's a quarter to nine."""	['twenty-five minutes later']
Which name is accepted in New Zealand?	"Strange Baby-Naming Laws Germany Parents are banned by law from using last names and the names of objects and products as first names. A child's first name must clearly indicate his or her sex, and all names must be approved by the office of vital statistics in the area in which the child was born. Iceland The country's naming committee consults the National Register of Persons to determine if a name is acceptable. If parents want to go off-list, they must apply for approval and pay a fee, and the name must contain only letters in the Icelandic alphabet. New Zealand The country's Births, Deaths, and Marriages Registration Act of 1995 prohibits parents from choosing a name that "" might cause offense to a reasonable person; is unreasonably long; or is, includes, or resembles an official title or rank,"" including, apparently, Adolf Hitler and Yeah Detroit--both names recently rejected. Denmark If Danish parents prefer a moniker not on the list of 7,000 preapproved baby names, they must get permission from local church and government officials. Fifteen to 20 percent of the 1,100 reviewed names--including creative spellings of common names, last names as first names, and unusual names--are rejected each year."	['John Smith']
Which of the following is TRUE according to the passage?	"Rare birds in the UK have been living far better than the more common birds over the last decade due to the efforts of conservation organisations, according to a new assessment. The research shows almost 60% of the 63 rare birds that live in the UK have increased over the last 10 years. By contrast, only about one third of common species have increased over the same period. Just 28% of rare birds have decreased over the same period, compared with four out of every 10 common birds. The rare birds described in the assessment with increasing populations include theosprey andcorncrake . All of these birds are subject to conservation action. The declining common birds include the nightingale,swift , house sparrow and redgrouse . These are suffering declines for a variety of reasons, including changes in farming practices. Dr David Noble, from the British Trust for Ornithology, said: ""That some of our rarer birds have responded to targeted conservation action is great news. It shows just what can be achieved. What we need to do now is to continue the good work and use some of the lessons we have learned to help our more common birds."" Dr Mark Avery, the conservation director of the Royal Society for the Protection of Birds (RSPB), said: ""Over the last decade we've enjoyed some great conservation successes, including removing some threatened species from the World Conservation Union's Red List of Thratened Animals and increasing the populations of red kite, osprey, etc. However, these successes arecountered by continued declines of some widespread species."" The overview of 210 native birds has been produced by a group of conservation organisations, to mark the publication ofThe State of the UK's Birdsreport, which is in its l0th year. The report was published by the RSPB for a group of conservation organisations."	['The UK has got some practical experience of bird conservation.']
From the passage, we know that _ don't have mysterious power inside.	"We have known for a long time that flowers of different plants open and close at different time of day. Yet no one really understands why flowers open and close like this at particular times. It is not as simple as we might think, as new experiments have shown. In one experiment, flowers were kept in darkness. We might expect that the flowers, without any information about the time of the day, did not open as they usually do. In fact, they continued to open at their usual time. This shows that they have some mysterious way of knowing the time. Their sense of time does not depend on information from the outside world; it is, so to speak, inside them, a kind of ""inner clock"". This discovery may not seem to be very important. However, it was later found that not just plants but also animals including man have this ""inner clock""which controls working of their bodies and their activities. Human beings, then, are also controlled by this mysterious power. Whether we wish it or not, it affects such things in our life as our need for sleep, our need for food. And our ability to concentrate ."	['lifeless things']
What is implied about the ten young grey seals?	"Tiny monitoring devices have become an increasingly common way for scientists to study elusive animals that are difficult to track on a day-to-day basis. However, now it seems that smart. seals have caught on to the trick and are using it to their advantage to catch fish! To find out if that is true, a team of researchers from the University of St. Andrews in Scotland selected a group often young grey seals that had neither encountered the ocean nor been exposed to any kind of acoustic tags. The researchers then placed the seals one at a time, inside a pool that contained 20 foraging boxes, only two of which housed fish -- one with tags and the other without. Each seal was allowed to explore the boxes twenty separate times. In order to ensure that mammal was not depending on its memory, the fish were moved to different boxes each time. At first, there was no difference in the amount of time it took the seals to discover the tagged and untagged fish. However, after they had been in the pool a few times, they started locating the tagged fish much faster. To confirm that this indeed was the case, there searchers conducted a second experiment using two boxes -- one with pieces of fish and the other with just acoustic tags. Sure enough, the seals were all attracted to the one that was sending out signals. While this experiment involved only seals, the researchers believe that other marine mammals may also be using the information to catch prey. Sadly, predators like sharks that have been tagged by scientists may be negatively affected, as pings they emit could warn their prey of their presence. Besides potentially messing up nature's food chain, the ""dinner bell"" effect of the acoustic tags could also mean that the conclusions reached by previous fish studies may not be correct. Now that the secret is out, scientists will have to come up with another way to conduct their studies -- one that is not detectable by the crafty marine animals."	['They were not born in the ocean.']
A person wb.o wants to learn. English can go to the following EXCEPT.	We answer some questions this week in our series on getting into an American college or university. The first question is about our recent discussion of English language test. Vo Ngoc from Vietnam would like to know about the TOEIC, which is designed to measure skills of English as spoken in the workplace. The Educational Testing Service administers the TOEIC. It says the test measures the language skills of people working in an international environment. American colleges and universities accept scores from the TOFEL and often the IELTS. If you miss our report on these tests, you can find it at our website www. unsv. com.. Tahir Mahood from Pakistan asks how to improve his English before taking these kinds of tests. Well, you can start by looking for ways to use English as much as you can Watch American movies and TV shows and read books in English Look for English speakers to talk to. The Internet has many free materials for Engiish learners. Visitors to www. unsv. com. for example, can read, listen and watch programmes on many different subjects. The U.S. Department of Education recent launched a free website designed to help immigrants learn English. The site is called USA Learns at www. usalearns, org, like www. chinadaily. cn, intended for English learners in China Next,a question from Turkey:Hasan Eker asks about getting a postdoctoral position in the U. S. This is work generally done by a person who recently earned a PhD. The National Post-doctoral Association in Washington has information about international postdocs on its website www. Nationalpostal.org. And, finally, we have questions from Iran, Afghanistan and Indonesia about how to pay an education through jobs. There're rules that restrict the kinds of jobs that foreign students can have while studying in the U. S.	['www. national postdoc. org']
we can learn from the passage that_.	"I asked Jackie a lot of questions. I asked if she became close to her patients. She said, ""Some I do, especially if I have become their close friends and they tell me things they wouldn't tell anyone else. I've found it harder for the patient's family to accept what's happening. In most cases, the dying person has accepted the truth."" I asked her how she could do this work for so long. She said, ""I have taken care of 3,000people over 37years. I consider dying to be a very important part of life. I feel good because I can make these people's journey easier."" Jackie was the mother I have never had. My own mother, Helen, was taken away from me right after I was born. I never knew her. And I had a strange relationship with my father. He was a Sunday father. Since my sister and I lived in foster homes, he came to visit only on Sundays. But at the hospice , nurse Jackie gave me hope, love and encouragement. She listened to all my stories, and I listened to hers. It was a comfort. The nurses had told my family that death was coming near. As time went on, I became the star patient at the hospice, because I didn't go according to plans. My kidneys started working again and could function without dialysis . It was a mystery to my doctors. My friends said It was a _ . But I knew what actually cured me. The employees showed me off to other patients and being the ham I was, I enjoyed."	['the author was the youngest child in his family']
What is the best title of this passage?	Besides entertainment and beautiful lanterns, another important part of the Lantern Festival, or Yuanxiao Festival is eating small dumpling balls made of glutinous rice flour. We call these balls Yuanxiao or Tangyuan. Obviously, they get the name from the festival itself. It is said that the custom of eating Yuanxiao originated during the Eastern Jin Dynasty in the fourth century, then became popular during the Tang and Song periods. The fillings inside the dumplings or Yuansiao are either sweet or salty. Sweet fillings are made of sugar, Walnuts, sesame , osmanthus flowers , rose petals, sweetened tangerine peel, bean paste, or jujube paste . A single ingredient or any combination can be used as the filling . The salty variety is filled with minced meat , vegetables or a mixture. The way to make Yuanxiao also varies between northern and southern China. The usual method followed in southern provinces is to shape the dough of rice flour into balls, make a hole, insert the filling, then close the hole and smooth out the dumpling by rolling it between your hands. In North China, sweet or nutmeat stuffing is the usual ingredient. The fillings are pressed into hardened cores, dipped lightly in water and rolled in a flat basket containing dry glutinous rice flour. A layer of the flour sticks to the filling, which is then again dipped in water and rolled a second time in the rice flour. And so it goes, like rolling a snowball, until the dumpling is the desired size. The custom of eating Yuanxiao dumplings remains. This tradition encourages both old and new stores to promote their Yuanxiao products. They all try their best to improve the taste and quality of the dumplings to attract more customers.	"[""China's traditional food--Yuanxiao.""]"
Which of the following is TRUE?	"I will never forget my first English class. It is very interesting. It's the first class in the morning. The teacher goes into the classroom with a smile on his face. At the beginning, he makes a self-introduction . And he tells us that his English name is John. Then he asks all of us to think of English names for ourselves. We are very excited to find a good name. Then he asks us to write our names down on a piece of paper. I think about my English name for a long time. Then I come up with a beautiful name ---Shirley. All the students write their names down and give the paper to the teacher. When the teacher calls ""Shirley"" to answer his question, three girls stand up at the same time."	"['Three girls choose the name ""Shirley"".']"
It can be inferred from the text that _ .	Parenting the adolescent does take a different approach than parenting younger kids. Looking back it seemed ly easy. They were born itty-bitty so you could take control - usually to keep them safe from harm, to teach right from wrong and begin to equip them with problem solving and relationship skills. But hey, remember when they were about two or three years old and they began to toddle off and test your limits? This was normal child development and you soon trusted that your child wouldn't touch the stove, muck about in the flowerpots or bite the cat. Adolescence is kind of similar in process to the two or three year old testing their limits. In adolescence though the test is more towards social limits: who they can go out with, when, where and for how long. Unlike the young child though, adolescence is nerve-wracking because now they are truly out of sight, the stakes are higher and your didn't raise your kid for 13 years plus to see them get into trouble now. Also unlike the young child, your teen is no longer itty-bitty and you can't simply tell them what to do. Parenting the adolescent requires extreme trust, patience and letting them take responsibility for decisions even when the consequences are not favorable. They do need to learn what the mantle of responsibility means during adolescence so that as adults they are suitably equipped to then carry on responsibly. No practice - no mastery. Taking responsibility takes practice and opportunity. Difficult as _ may seem, the parenting style has to shift from being the boss to being a consultant. Now, no one is saying here that there aren't any rules, but they are more flexible and more subject to negotiation. When you were the boss, you simply told your young child what to do and you expected them to follow your wishes. Now as a consultant you are more in an advisory position and must rely on the judgment of your teen to choose correctly.	['parents should provide opportunity for teens to practice taking responsibility.']
What would the son probably say after reading the words in the diary?	"An 80-year-old man was sitting on the sofa in his house along with his 45-year-old highly educated son. Suddenly a crow perched on their window. The father asked his son, ""What is this?"" The son replied, ""It is a crow."" After a few minutes, the father asked his son the 2 time, ""What is this?"" The son said, ""Father, I have just now told you 'It's a crow'."" After a little while, the old father again asked his son the 3 time, ""What is this?"" At this time some expression of was felt in the son's tone when he said to his father. ""It's a crow, a crow, a crow."" A little after, the father again asked his son the 4 time, ""What is this?"" This time the son shouted at his father, ""Why do you keep asking me the same question again and again, although I have told you so many times 'IT IS A CROW'. Are you not able to understand this?"" A little later the father went to his room and came back with an old tattered diary, which he had maintained since his son was born. On opening a page, he asked his son to read that page. When the son read it, the following words were written in the diary: ""Today my little son aged three was sitting with me on the sofa, when a crow was sitting on the window. My son asked me 23 times what it was, and I replied to him all 23 times that it was a crow. I hugged him lovingly each time he asked me the same question again and again for 23 times. I did not at all feel irritated, I rather felt affection for my innocent child."""	['Nothing but felt rather ashamed.']
The energy preserved in the plants under stress conditions _ .	"Like people, plants experience stress. And also, like people, the response to that stress can determine success. Bad environmental conditions, such as drought, flood, heat and other stresses, affect yields more than crop pests and diseases. We are trying to find a way to equip plants with the ability to tolerate environmental stress and maintain high yields, said Stephen Howell, a professor of genetics and cell biology. Plant cells produce proteins and ship them to different parts of the cell. Under normal conditions, these proteins are folded into their normal, healthy structures as they are produced. When a plant is under stress, its cells produce poorly folded or unfolded proteins. Then a built-in system senses this and ""sets off an alarm in the cell,"" said Howell. In response to the alarm, another protein (IRE1) starts working and creates a different process which activates the stress response genes whose products bring about defensive measures that help the plant survive. ""As it turns out, responses that are activated under stress conditions actually inhibit the growth of plants,"" said Howell. ""This allows them to preserve their energy to survive the stress conditions."" For plants in the wild, this response is a help for survival, he said. In production of agriculture crops, however, this response reduces yields. ""You don't want crop plants to stop growing,"" Howell said. ""You want them to continue to grow and produce even though they are under stress."" With the new understanding of this stress response, the next step may be to silence the alarm system, said Howell. ""What may be important is to disable some of these stress responses. That may make the plant more productive under stress conditions."""	['helps the plants to survive']
Which of the following is Not true according to the passage?	A. You and Me, Baby Reading level: Baby - Grade 1 Hardcover: 40 pages Language: English List Price: $15.95 Price: $12.44 & eligible for FREE Super Saver Shipping on orders over $25. You Save: $3.51 (22%) Availability: In Stock. Ships from and sold by Amazon. com. Gift - wrap available. Only 4 left in stock-order soon(more on the way). Want it delivered Thursday, September 27. B. Ruff! Ruff! Where's Scruff? Reading level: Baby - Preschool Hardcover: 16 pages Language: English Price: $11.16 & eligible for FREE Super Saver Shipping on orders over $25. Availability: In Stock. Sold by Amazon. com. Gift - wrap available. Want it delivered Thursday, September 2. Book Description: It's bath time for Scruff. But does anyone know where he's hiding? Have the cows seen him? Moo - no !How about the pigs? Oink - no ! Looking for that dog is just too tough! But not for toddlers. If they look carefully, they'll find Scruff hiding on every pop - up page ! C. The Giving Tree Reading level: Ages 4 - 8 Hardcover: 64 pages Language: English Price: $11.55 Availability: Sold all year round and choose One - Day Shipping at checkout. Book Description: Once there was a tree... and she loved a little boy. Every day the boy would come to the tree to eat her apples, swing from her branches, or slide down her think... and the tree was happy. D. Where the Wild Things Are Reading level: Ages 6 - 10 Hardcover comic: 62 pages Language: English List Price: $16.95 Price: $11.53 & eligible for FREE Super Saver Shipping on orders over $ 25. You Save: $5.42(32%) Availability: In Stock. Ships from and sold by Amazon. com. Gift - wrap available. Want it delivered Thursday, September 12. Order it at once, and choose One - Day Shipping at checkout.	['The reading level of four kinds of books are the same.']
Which of the following statements is true?	FREE $ 10 Gift Card with ANY Purchase at CVS September 4, 2013 by Michelle New Plink members are invited to join and make any purchase at CVS to get a $10 gift card from your choice at places like Amazon.com, Target, Walmart, Kohls, Starbucks and more! Just sign up with Plink, then make your purchase. You'll receive 1,000 points in your Plink account --- enough to redeem for a $10 gift card! * New Plink members only, one sign-up bonus per person. *Plink Member must link a credit or debit card and make a purchase at CVS by Sunday, 9/15 11:59 EST. * Purchase is necessary (after the member links a credit/ debit card to their Plink account) to qualify for the bonus 1,000 Plink Points by Sunday, 9/15 11:59 EST. *Bonus 1,000 Plink Points will be awarded within 7 business days of the transaction posting date. * CVS purchases that occur on 9/16 or later will not qualify the bonus. I happen to love Plink because they make it easy to earn without doing anything extra!	['The bonus is enough to be exchanged for a $ 10 gift card.']
Which is the most accurate form of biometrics?	"""Iris scan , please,"" the bank's computer voice tells you . You step up and the computer reads your eye , comparing it to the stored file it has of your iris. The images had better match--otherwise you won't be able to get your money. Iris scanning and other technologies , such as fingerprint and voice scanning , have appeared in many science fiction movies in the past. Today , these advanced technologies are part of the real world. They are common at work, the bank, the airport, and your local prison. The iris scan, fingerprint scan, and voice scan are all examples of biometrics a fast developing area of automatic personal identification technology . Basically , biometrics uses various ways to verify a persons identity , based on the individual's unique characteristics ,including fingerprints , voices, irises, body heat patterns, facial images, handprints , signatures and so on. Biometrics identification systems have a number of advantages over password systems. The primary advantage is that an individual has to be physically present in order to be identified. Another important advantage is that there are no passwords to remember , forget, lose or steal. The voice scan is the simplest and most affordable form of biometrics . It only requires a computer, a microphone and the correct software. The software records a subject's voice and then compares it to a stored voice sample for identification purposes. For additional safety, fingerprint and handprint scans can also be employed . Fingerprint scans take the image of a fingerprint and compare it to a stored file of prints. Handprint scans identify the unique features of a hand. Iris scans currently give the highest level of accuracy among all the available biometrics systems. Another technology , full facial scans , is currently in use at border crossings and airports. Facial scanning equipment can actually track and identify moving faces within a crowd. The potential of biometrics is exciting and encouraging . With continued development , testing , and application , current technologies will become even more effective in the future. Soon , the days of password and car keys will be gone . Just don't leave home without your fingerprints!"	['The iris scan']
Which is the best title of the passage?	"Who ""entertained us, challenged us and changed our world""? Absolutely, Jeremy Lin, an Asian-American NBA rising star, is one of those people. TIME Magazine named him one of 2012's Most Influential People in the World. Lin, 23, is not just a good basketball player, but also a graduate of Harvard University, one of the best universities in the world. ""Lin has broken the idea that one can't be a world-class player on the court and an excellent student off the court at the same time."" US Education Secretary Arne Duncan wrote in the TIME article about Lin. At 191cm, Lin isn't especially strong, compared with other point guards in the league. What makes Lin special from other players is his hard work and never-give-up spirit. ""I know how the league works. I may not get an opportunity , but I'm just going to put it all into this and see what happens."" Lin once said. He kept arriving early, leaving late, practicing hard and learning from other experienced players. Finally, when his opportunity came, he started to shine. ""He earned it."" Duncan said. ""He lives the right way, and he plays the right way. He works hard and stays modest. He sets a good example for young people today. """	['Hard Work Paid Off']
Why are more products and services created for teenagers?	"""Teenager"" is the new term being used in the UK to describe kids at either 8--12 or 10--13 years old. More and more companies are beginning to create products and services for teenagers. The Disney Company sells music and film to teenagers and their parents. You can get everything from lunchboxes and mobile phone covers, to monthly fan magazines and clothing. It's all about sales, which suggests that teenagers must have more money, freedom and influence upon their parents than they've ever had before. Most kids in the UK today get more pocket money than kids did ten years ago. Parents have more money to give their kids than before, since parents are having fewer children. In addition, the divorce rate in the UK is continually rising and parents spend less time with their children than they used to, so many parents try to please their children by buying them presents. It's a bad habit for both parents and kids to get into, but parents are under pressure from commercial marketing and the pleas of their children. UK kids today are very media and computer-literate. A lot of kids have a TV, if not a computer, in their bedrooms. They have easy access to much more information about life and the world. They may have experienced a lot in life as well, since 24% of UK kids live in single-parent families, so people now say that ""kids are getting older younger"". With such maturity at such a young age, it's no wonder teenagers are able to influence their parents and have more freedom than previous generations. UK teenagers never used to be worried about spending money on clothes. That's changed. Now, they are much more fashion conscious and concerned about their image . Many of them outgrow the bright colors and fashions of kids years ago and go for something darker and more rebellious . Surely none of the above is a good thing. The UK government is certainly concerned, and for that reason has strict laws preventing companies from marketing their products and services at children."	['.Because children have more money to buy them.']
What can we learn about the Zapps' car?	"For most families, a long car journey is the _ of any trip.But for the Zapps, their 83-year-old vehicle has been a home for the past 11 years, as the couple travel around the world on a never ending trip of a lifetime, covering 142,000 miles over four continents. Herman and Candelaria Zapp, who got married to each other in 1996 and to their journey in 2000, Set off from Patagonia, Argentina, heading for Alaska. They came back to Argentina in2004,but settled there only for a couple of weeks, before deciding the open road is the only way to live. They have been traveling ever since, with a trip around South America between 2005 and 2007, then central America, the U.S. and Canada until 2009.The car was shipped to Australia, New Zealand, Japan and South Korea as they traveled those countries and they are currently in the Philippines on a tour of South East Asia. As a proof that life is possible in such a mobile style, the family of the two slowly grew to a number of six.They became, over the years and while on the road, parents to four children, Pampa (eight), Tehue (five), Paloma (three) and Wallaby (one). Remarkably, each of their kids has a different nationality. ""My grandfather knew that we wanted to travel and to never stop so he gave me the old Grdham-Paige car he used on his farm,"" Herman said. Each night the six Zapps either sleep in or around a tent set up next to their car, but more often than not they find a friendly local who will put them up for the night.The only hard rule the couple have to stick by, is the 40mph speed limit the 83-year old car is restricted to. Their trip is supported with the money coming from selling books they write about the places they visit."	['It can never run faster than 4Omph.']
What is the author's attitude toward sustainable development?	It is important for countries to develop. Sometimes development can do more harm than good for a country. Therefore, this development needs to be different from past development, which polluted the environment and wasted natural resources. One possible solution to this problem now being discussed is sustainable development. It focuses on preserving the environment and natural resources. It is all about creating better health care, education, housing and improved standard of living for everyone. This is a simple idea, but one that is hard to put into practice. However, it is something that we must do, because without sustainable development our future and the lives of our children and our grandchildren will be in danger. Nearly everything we do in our modern lives requires the use of the Earth's natural resources. These natural resources provide the energy for many important things. The list is almost endless. For all these things, we mostly depend on fuels such as coal, gas and oil to produce energy. We are now consuming these fuels at a much higher rate than they are being produced. On top of this, burning these fuels produces carbon dioxide, which is harmful to the environment. This is why many people are pushing for the use of alternative energy sources. Alternative energy sources can be used without running out. Some examples of the alternatives are solar energy, wind energy and hydroelectricity. As people are becoming more aware of the need to protect the environment, these types of energy are becoming more and more popular. In many parts of the world, tentative steps are being taken to introduce these forms of alternative energy. For example, some people in Nigeria are training to use solar power, and in Costa Rica, people are now using hydroelectricity to provide power for their small villages. The introduction of programmes like these will hopefully help end the systematic destruction of the environment and see alternative energy promoted around the world. This will mean good things for our future, our children's future and our grandchildren's future.	['Positive.']
What will the person say if he feels sorry for what he has said?	"People use their mouths for many things.They eat,talk,shout and sing.They smile and they kiss.In the English language,there are many expressions using the word ""mouth"". For example,if you say bad things about a person,the person might protest and say ""Do not bad mouth me."" Sometimes,people say something to a friend or family member that they later regret because it hurts that person.Or they tell the person something they were not supposed to tell.The speaker might say,""I really put my foot in my mouth this time."" If this should happen,the speaker might feel down in the mouth.In other words,he might feel sad for saying the wrong thing. Another situation is when someone falsely claims another person said something.The other person might protest,""I did not say that.Do not put words in my mouth."" Some people have lots of money because they were born into a very rich family.There is an expression for this,too.You might say such a person,""was born with a silver spoon in his mouth."" This rich person is the opposite of a person who lives from hand to mouth.This person is very poor and only has enough money for the most important things in life,like food. Parents might sometimes keep a child off sweet food as a form of punishment for saying bad things.For example,if a child says things she should not say to her parents,she might be described as a mouthy child.The parents might even tell the child to stop mouthing off. But enough of all this talk.I have been running my mouth long enough."	['I really put my foot in my mouth this time.']
While taking long-distance buses, you can _ .	Greece is one of the most beautiful countries of the world. Millions of tourists visit this place every year. In Greece the bus is the most convenient and preferred means of travelling. There are intercity buses operated by KTEL that interconnect various cities of Greece, and there are international buses operated by OSE that connect Greece to other European cities. Every tourist must visit Greece at least once in life. This country is really a vacation heaven. It is the perfect blend of history and art with adventure and romance. You can dive into deep blue waters, climb up the mountains or enjoy ancient architecture and history. Buses in Greece are cheap and very comfortable. All bus stations display schedules of buses on every route. Conductors and drivers are very polite and helpful. Travelers never face any trouble locating and boarding buses to their destinations. Tourists can always ask the conductor to inform them about their stop, so that they can get down at the right stop. Everyone here is more than happy to help tourists. Athens, the capital of Greece, has three bus terminals. Buses to different part of Greece leave from different terminals. Air-conditioned express buses also operated between major cities. They are faster and more comfortable than other buses. Tourists can choose guided Greece bus tour. These tours are the perfect way of exploring this great country. Buses in Greece are also a great way of saving _ on the journey. The long-distance bus system is very cheap. Buses save a lot of money to cover long distances, cheaper than taxis or cars. They are also the best means of interacting with local people. You can sit next to a native Greece and get some information about the place.	"[""learn something about the place you're visiting""]"
You can most probably read the passage in _ .	Taking away a city's rubbish is a big job. Every day trucks come into a city to collect it. Most rubbish is made up of things we can't eat or use. If we kept these things we would soon have a mountain of rubbish. In some cities the rubbish is collected and taken outside of the city to a dump . Often the city dump is placed where the ground is low or there is a big hole. The kitchen rubbish is broken into small pieces and sent into the sewage system. The _ system takes away the used water from toilets, bathtubs and other places. To keep mice and flies away, some earth is used to cover the newly dumped rubbish. Later, grass may be planted on the rubbish-filled land. Finally, a house or a school may be built there, and then you'd never know that this had once been an old rubbish dump. In other cities the rubbish is burnt in special places. The fire burns everything but the metal. Sometimes the metal can be used again in factories where things are made of metal. The food parts of rubbish are put in special piles where they slowly change into something called humus , which looks like black earth. It is rich with kinds of things that feed plants and help make them grow.	['a science book']
