question	context	answers
What can we learn from the text?	"Let's say you took violin lessons all through elementary school, but you haven't got the instrument out of its case for years. Were all those lessons a waste of your parents' money because you didn't become a violinist? Even though it has been a long time since you played the violin, a new study shows that as little as one year of music training can have a positive impact on your brain that will last the rest of your life. In an experiment, researchers compared children who had taken music lessons to those who hadn't. Laurel Trainor, who studies music and the mind, discovered that the musically-trained children had better brain responses in certain sound recognition exams. Trainor's findings show the possibility that musical education can actually improve the brain's hearing cortex . ""The study's results show that music training affects attention and memory, and helps children develop learning skills. In this way music training might lead to better learning across a number of fields,"" Trainor said in a statement. The effects of music education are even more obvious on children with difficulty in reading and writing and other language-related disabilities. So, whether you can play a good piece of music or not, it's likely that your years of music lessons have prepared your brain for all the speeches, emails, and adult conversations that are part of your life today. We should help make sure that children today have the same opportunities for music, and help out by volunteering with or donating instruments to your school's music education department."	['Music training can also help children with certain disabilities.']
Nowadays, before buying something, people usually _ .	It's a natural phenomenon. The minute you think you want to buy something new, you go online to read reviews about it. Not only is this done with shopping, it's also done for movies to see , restaurants to go to and almost everything that is worth having an opinion on. The concept of writing down a review for all to see is something that has caused the birth of reviews sites. These are sites where people post reviews on other people, services, businesses, products and more. In some cases you have professionals do the review and in some other cases you will have the average person write it up. Review sites have a number of ways in which they can gain _ for themselves in the form of advertising. In some cases, a business can pay his way through to a better listing spot. This does not mean that a positive review will be promoted where it is not warranted . Review sites are largely a public forum and it is not necessary for people to reveal their identity. Since people are anonymous and sign up access is open to all, there are chances that reviews will be planted or will be negatively written simply to discredit a particular product or service. There is a lot of criticism towards these websites since they do nothing to control the kind of entries made or the source of these entries. On the other hand, there are professional review sites. These people are accountable for each of their reviews. Any doubts you have will be addressed personally by the one writing the review. Such sites work on much better principles allowing for a fair opinion. Considering they have a better reputation, they are aware of some the latest products that are released worldwide. This gives you a better chance of finding reviews of the latest product. While a review site will help you narrow down your choice, it by no means should influence your final decision. That is based entirely on the way you see fit.	['read reviews on the Internet.']
The example of a woman talking on the phone in the car supports the idea that _	"Cell Phone Are the New Cigarette When you get in your car, you reach for it. When you are at work, you take a break to have a moment alone with it. When you get in to a lift, you play with it. Cigarette? Cup of coffee? No, it's the third most addictive thing in modern life, the cell phone. Experts say that it is becoming more difficult for many people to curb their longing to hug it more tightly than most of their personal relationships. With its shiny surface and its smooth and satisfying touch, the cell phone connects us to the world even as it disconnects us from people three feet away. In just the past couple of years, the cell phone has challenged people in ways its inventors in the late 1940s never imagined. The costs are becoming even more obvious, and I don't mean just the monthly bill. Dr. Chris Knippers, working at the Betty Ford Center in Southern California, reports that the overuse of cell phones has become a social problem not much different from other harmful addictions: a problem that limits one-on-one personal contact, and an escape from reality. Sounds extreme, but we've all witnessed the evidence: the person at restaurant who talks on the phone through an entire meal, ignoring his kids around the table; the women who talks on the phone in the car, ignoring her husband; the teen who texts messages all the way home from school, avoiding contact with kids all around him. Is it just rude, or is it a kind of unhealthiness? And pardon me, but how is this improving the quality of life? Jim Williams, an industrial sociologist based in Massachusetts, notes that cell-phone addiction is part of a set of symptoms in a widening gulf of personal separation. He points to a study by Duke University researchers that found one-quarter of Americans say they have no one to discuss their most important personal business with,Williams says studies show that we don't have as many friends as our parents.""Just as more information has led to less wisdom,more acquaintances via the Internet and cell phones have produced fewer friends.""he says."	['cell phones do not necessarily bring people together']
Before the author started adapting to the belief of the reverse paranoia,he used to _ .	"""Success begins with belief and ends with doubt.""--Larina Kase I remember reading through a book and the author was writing about being a reverse paranoid. In that particular section he mentions how he has a belief that the world he's living in is out to give him everything he absolutely wants and desires. There are times when I think to myself,""Wow,the world is out to get me and make me miserable."" Then I thought,why can't I believe that the world is out to make me a better conversationalist. Then I started adapting to the belief of the reverse paranoia. When I started talking to people,I truly believed that I was the most interesting person in the room. I believed that everything I said added value to the conversation. I believed that people stayed behind and chatted with me because they found me _ . As a matter of fact, for about five months I wrote down on my bathroom mirror the following affirmation:""People love me and respect me. It is a privilege to talk to me. People find me interesting and charming and always want to get to know me better!"" I would say the affirmation after I brushed my teeth. And I would continue to say it until I felt completely great about myself. There were days that I just wouldn't feel like saying it,because it would feel like a lie to me. But that's the trouble,like the quote says,success ends when there's doubt. And that's why I continued until I had no doubt in my mind. Then strange things happened,I noticed that people did find me more interesting,and that I gained more confidence in talking with people. I was more assertive at work. I was able to control politics and gossip at work to minimal levels,and became a much better manager,and developed better customer relations to the point that sales were up by 20% compared to the year before,on my best month sales were up by 39%,and this was a year that a recession was happening."	['have a negative attitude towards life']
The author decided to take the subway because _ .	After I made it to the city center, I started to feel it might be easy for a foreigner to deal with the great size of Beijing. With growing confidence, I decided to take the subway to the hotel, not realizing that the network didn't go that far. Impressed with the cleanliness of the station, I bought a ticket and boarded the first train that came along. After a few minutes I asked in English of course a young man seated next to me where I should get off closest to the Friendship Hotel. Wearing a smart business suit and tie, he would surely speak English, wouldn't he? Unfortunately, he couldn't understand me but seemed very friendly. I showed him the room card with all the information of the Friendship Hotel in Chinese characters. He looked at it, and then his eyes moved quickly to the carriage subway map. Next, he raised three fingers of his right hand. In Australia, raising fingers at someone is not usually nice, but this man wasn't smiling. At the next station he showed me two fingers. Now in Australia, that's really rude, but I got the message. When we stopped at the third station, he didn't just point to the door, but got up, took me out of the train, and led me to the top of the stairs, and out onto the street. Then he stopped a taxi and told the driver where to take me. All this came from a man who couldn't speak my language, and I couldn't speak his. I was now speechless, especially when he refused my offer of money. I felt a little embarrassed having even thought he would accept a tip. This experience made it clear I had to learn some Chinese quickly or my adventures might start turning into bad luck.	['he believed in his ability to deal with the trip']
Which of the following can be the best title for the text?	"The triathlon promises to be one of the most popular Olympic sports. Recently it has drawn huge crowds attracted by athletes swimming 1,500m, cycling 40km, and then running 10km, without stopping. But what makes an attractive 17-year-old give up everything for the doubtful pleasures it offers? Melanie Sears has not yet learnt those often-repeated phrases about personal satisfaction, mental challenge and higher targets that most athletes use when asked similar questions. ""You swim for 1,500m, then run out of the water and jump on your bike, still wet. Of course, then you freeze. When the40kmcycle ride is over, you haveto run10km, which is a long way when you're feeling exhausted. But it's great fun, and all worth it in the end,"" she says. Melanie entered her first triathlon at 14 and she won the junior section. Full of confidence, she entered the National Championships, and although she had the second fastest swim and the fastest run, she came nowhere. ""I was following this man and suddenly we came to the sea. We realized then that we had gone wrong. I ended up cycling 20 kilometers too far. I cried all the way through the running."" But she didn't give up. ""Sometimes I wish I could stop, because then the pain would be over, but I am afraid that if I let myself stop just once, I would be tempted to do it again."" Such _ draws admiration from Steve Trew, the sport's director of coaching. Melanie was top junior in this year's European Triathlon Championships, finishing 13th.""I was almost as good as the top three in swimming and running, but much slower in cycling. That's why I'm working very hard at it."" She is trying to talk her long-suffering parents, who will carry the PS1,300 cost of her trip to New Zealand for this year's world championships, into buying a PS2,000 bike, so she can try25kmand100kmraces later this year. But there is another price to pay. ""I don't have a social life,"" she says. ""After two hours' hard swimming on Friday night, I just want to go to sleep. But I phone and write to the other girls in the team."" What does she talk about? Boys? Clothes? ""No, what sort of times they are achieving."""	"[""The Triathlon's Great Attraction""]"
In what tone did Frank tell of his father?	Frank looked at us and said, ''My Dad was a fisherman. He was a big man, and he was strong from pulling the nets and fighting the seas for his catch. When you got close to him, he smelled like the ocean. He would wear his old canvas, foul-weather coat and his bibbed overalls. No matter how much my Mother washed them, they would still smell of the sea and of fish.'' His voice dropped a bit. ''When the weather was bad he would drive me to school. He had an old truck which was older than he was. You could hear it coming for blocks. As he drove toward the school, I would shrink down into the seat hoping to disappear. Then he would lean over and give me a big kiss on the cheek and tell me to be a good boy. It was so embarrassing for me. Here, I was twelve years old, and my Dad would lean over and kiss me goodbye!'' He paused and then went on, ''I remember the day I decided I was too old for a goodbye kiss. When we got to the school and came to a stop, he had his usual big smile. He started to lean toward me, but I put my hand up and said, 'No, Dad. I'm too old for a goodbye kiss. I'm too old for any kind of kiss.'' ''My Dad looked at me for the longest time, and his eyes started to tear up. I had never seen him cry. He turned and looked out the windshield . 'You're right,' he said. 'You are a big boy....a man. I won't kiss you anymore.'' Frank got a funny look on his face, and the tears began to well up in his eyes, as he spoke. ''It wasn't long after that when my Dad went to sea and never came back. It was a day when most of the fleet stayed in, but not Dad. He had a big family to feed. They found his boat adrift with its nets half in and half out. He must have gotten into a gale and was trying to save the nets and the floats.''	['Regretful.']
What will happen to students praised for being smart in face of choosing tasks compared to students praised for working hard?	"We are surrounded by mixed messages about mistakes: we're told we earn by making them, but we work hard to avoid them. So the result is that most of us know that we are going to make mistakes, but deep down, we feel we shouldn't. Experiments with schoolchildren who did well on a given test show that those who were praised for being smart and then offered a more challenging or less challenging task afterward usually chose the easier one. On the other hand, children praised for trying hard-rather than being smart-far more often selected the more difficult task. If we try hard to avoid mistakes, we aren't open to getting the information we need in order to do better. In a writing study, experiments showed that those who are so scared to make mistakes perform worse in writing tasks than those who aren't as worried about being perfect. They fear receiving any kind of negative feedback, so they don't learn where they went wrong and how to get better. We don't just learn more when we're open to mistakes, we learn deeper. Research tells us that if we're only concerned about getting the right answer, we don't always learn the underlying concepts that help us truly understand whatever we're trying to figure out. Mistakes need to be seen not as a failure to learn, but as a guide to what still needs to be learned. As Thomas Edison said, ""I am not discouraged, because every abandoned wrong attempt is another step forward. "" Furthermore, we often make mistakes because we try new things-we wander away from accepted paths. Teflon, penicillin-these are examples of great discoveries made by mistake. Take a page from Albert Einstein, who said, ""Anyone who has never made a mistake has never tried anything new. """	['He will choose a less challenging task.']
Which is the best title for the passage?	"Samantha, or Sam, as her husband, John, called her, had left the doctor's house looking perfect, satisfied with her appearance. The year was 1862. It seemed that the war with the North would never come to an end. Sam's father had left as soon as possible, swearing that he'd fight for Virginia, for their land, for their new government, for God, for the South. At last, Samantha reached the house that she and John owned. It was a cold, rainy night, and she was glad to be home. She stepped into the sitting room. John rested in an armchair, reading a book. He glanced at her, put the book down, and stood, reaching his arms out for her. They kissed briefly. He put a hand to her now slightly round belly and asked, ""What did the doctor say?"" ""He said the baby was fine and that I seemed healthy. Do you have any news?"" ""Surprisingly, yes."" John hesitated for a moment, as if deciding how he would phrase what he was about to say, and then unwillingly continued, ""I've been demanded to join the army."" Sam screamed, ""What?"" She was near tears. ""But-but we're just starting out."" Her voice shook. ""I thought that after two years of begging my mother to let the two of us get married that our life would finally be happy. Isn't there any way you can get out of this?"" John answered, ""I'm afraid not."" ""Please. Please, John, if you love me, please get out of this. Break a leg, fake an illness, do something."" She began to sob. John comforted her, resting her head on his shoulder. ""Sam."" ""What?"" ""Name the child after me; name it John or Joanna. I'll come back as soon as I can. I promise."" Sam smiled into his collar bone, knowing that John lived by his word. He never broke a promise. She pressed her hand to her belly, and, unknown to her, the baby was a girl. And unknown to both of them, the promise that John had just made would be the only promise he would ever break."	['The Broken Promise']
Margaret gets angry with people who work in the office because _ .	"Margaret, married with two small children, has been working for the last seven years as a night cleaner, cleaning offices in a big building. She trained as a nurse, but had to give it up when her elder child became seriously ill. ""I would have liked to go back to it, but theshifts are all wrong for me, as I have to be home to get the children up and off to school."" So she works as a cleaner instead, from 9 p.m. till 6 a.m. five nights a week for just PS90, before tax and insurance. ""It's better than it was last year, but I still think that people who work 'unsocial hours' should get a bit extra."" The hours she's chosen to work meant that she sees plenty of the children, but very little of her husband. However, she doesn't think that puts any pressure on their relationship. Her work isn't physically very hard, but it's not exactly pleasant, either. ""I do get angry with people who leave their offices like a place for raising pigs. If they realized people like me have to do it, perhaps they'd be a bit more careful."" The fact that she's working all night doesn't worry Margaret at all. Unlike some dark buildings at night, the building where she works is fully lit, and the women work in groups of three. ""Since I've got to be here, I try to enjoy myself----and I usually do, because of the other girls. We all have a good laugh, so the time never drags."" Another challenge Margaret has to face is the reaction of other people when she tells them what she does for a living. ""They think you're a cleaner because you don't know how to read and write,"" said Margaret. ""I used to think _ but I don't think that way any more. I don't dislike the work though I can't say I'm mad about it."""	['they always make a mess in their offices']
Doctors tell us _ .	"Running is becoming popular these days. Many of us run for health. Doctors say many health problems come from these bad habits: eating and drinking too much, smoking and not taking enough exercise. Doctors tell us. ""Eat and drink less, don't smoke, and exercise more."" Running is a good way of exercise because it helps to build a strong heart. It also helps most people lose weight. One 68-year-old woman runs three times a week. ""I love to eat."" She says. She runs to lose _ Running is good for health in other ways, too. Many runners say running keeps colds and other small health problems away. ""Running is my doctor."" says one man. Running can also help people to relax. So today men and women of all ages enjoy running."	['not to smoke']
"The word ""The Lancet"" is probably _ ."	According to a report published on the British medical magazine, , a study of 10 German mobile phone users found that when they turned on their phones, their blood pressure goes up by 5--10 millimeters of mercury .	['the name of a magazine']
The passage suggests the following things except _ .	We often don' t give importance to minor things thinking they won' t matter. But at times, some things look very minor but their result can be really powerful. Here are some of the efforts which can change the relationship between parents and children. Pat your child when he loses:May it be failure in the class, or on the field, speak words of encouragement to your child. The trust and confidence in your relationship will go to another level. After all, words of encouragement during failure are more valuable than words of praise after success. Give him importance, like a member of the family:Hang his painting in your room or in the office, take his opinion when you are buying furniture for the house. Your child will believe in himself and be a winner throughout. Share your own experience when your child makes a mistake:When you see your child lying or stealing, share with him the mistakes you made in your life. He' 11 know it is all right to make mistakes and that he can share with you anything. Appreciate at least one quality in your child every day:Each day look at what qualities your child possesses and appreciate him, maybe for his caring attitude, his dance skills or his observation power. Tell him how proud you are of him because of those qualities. Become his age before bedtime:Jump on the bed, have pillow fights, act silly, dance--become a child with your child for sometime. You' 11 forget all your day's stress. Try these minor things; you' 11 see the love deepen and the relationship blossom.	['painting your room or office']
"""Ad astra per aspera"" is used in the passage _ ."	"When the famous dancer Fred was interviewed for a job by a Hollywood producer , the movie Expert turned him down, saying,""Can't sing. Can't act. Dances a little."" Here's another stupid mistake. When the great scientist Albert Einstein was at school, his teachers considered him rather dull. And a final story, the famous Polish pianist Paderewski was told by a teacher that he'd never be a success as a performer because the middle finger on each hand was too short. What lessons can be drawn from these three experiences? First, true genius cann't be suppressed .For some reason or other it works its way out. Second, early judgments of a person's abilities may be unfair or just wrong. Third, when there is a real determination to succeed, obstacles fall by the wayside. The famous motto ""ad astra per aspera"" can be translated as "" To the stars through hardships"". Astaire, Einstein and Paderewski proved their critics wrong."	"[""As a motto for the three men's lives""]"
What does the writer think of Mr Brown's class?	Mr Brown is our English teacher at school. He is a popular teacher and I like him very much. There are many other foreign teachers in our school. Some are from English-speaking countries and some from Asian countries. I like Mr Brown best. He is a very interesting teacher and he teaches us very well. Mr Brown comes from Australia. Though he is the oldest teacher of our school. he is very strong. All the students like him very much. During his class, no one sleeps. After class, he often tells jokes to us or does sports with us. Mr Brown likes music very much. We learn a lot of English songs from him. He is also fond of sports. He takes exercises at least three times a week. He is good at swimming, so you know why he looks so strong.	['Full of fun.']
What made Treehotel impressive?	"If you are tired of common hotel rooms, maybe it's time to climb into a tree. A new generation of tree houses are appearing across the world, and designer Roderick Romero says he knows why and he said ""They're magical. I've never seen someone climb into a tree house and not smile."" Edisto River Canadys, S. C. Before you can stay in one of the wilderness tree houses, you first have to canoe down the Edisto River. The paddle-in homes offer a cooking gear and comfortable sleeping bed. ""It's a really good place to get back to nature,"" Romero says. The lofts have gas stoves and are lit by lanterns. The website: caneosc.com Treehotel Romero was astonished when he first saw the buildings at this hotel 40 miles south of the Arctic Circle in northern Sweden. ""It blew my mind. I couldn't believe what I was seeing."" he says. The hotel rooms draws heavily on spare Scandinavian design. ""Architecturally this is one of the coolest ideas for a tree house.'' The website: treehotel.se Hideaway Cafe While most treehouses are found in the woods, this coffee shop and inn turns the idea on its head with a location in downtown Tokyo. The building itself stands on stilts with a tree growing through the center of it. The cafe was the first treehouse designed by Kobayashi Takashi, who has since created more than 120 homes. ""He's one of my heroes."" Romero says, ""In the treehouse community, he's who we talk about the most."" The website: treehouse.jp/ hideaway/. Tongabezi One of the world's most stylish treehouses perches in a tree alongside the Zambezi River near Victoria Falls. The large pine deck holds a bed and Turkish carpets. Guests can go on safati, or simply stay in their perch and watch for hippos playing in the river. The website: below.tongabezi.com."	['Its design']
When Mr. Albertson was writing the letter he felt _ .	136 Crestview Circle Dover, Connecticut November 16, 2015 Gander's Furniture Store Stamford, Connecticut, 09876 Dear Sir, I am writing about your November bill, which I am returning with this letter. I am not going to pay this bill. Last month I bought a table and four chairs for $65.50. They were sent to me on October 18. That night one leg of the table broke while my wife was putting our dinner on it. It fell on one of the chair, and that broke, too. Our $ 2.50 steak landed on the floor, and the dog ate it. I spoke to the salesmen who had sold me the table and the chairs. He told me to write you a letter. I wrote you on October 20, saying that I was not going to pay for the furniture. On October 21 some men came and took it back to the store. Please do something about your records. I do not want to receive another bill for the furniture which I returned. Yours truly Albertson	['angry.']
When is alcohol not able to get?	"BRITAIN is a popular tourist place. But tours of the country have advantages and disadvantages . ADVANTAGES Free museums. No charge for good collections of art works. Pop music. Britain is the only country to rival(...)the US on this point. Cabs. London taxi drivers well know where they are going. Choice of food. Visitors can find food from every corner of the world . Fashion. Not only do fashion junkies love deeply and respect highly brand names such as Vivienne Westwood, Alexander McQueen; street styles are justly loved, too. DISADVANTAGES Poor service. People can dine out on the rudeness they have experienced,"" says Professor Tony Seaton, of Luton University's International Tourism Research Center. Poor public transport. Trains and buses are promised to defeat tourists who have the most patience, so the over- crowded London tube is inexplicably popular. Rain. Still in the number one complaint. Overpriced hotels. The only European country with a higher rate of tax on hotel rooms is Denmark. Drinking hours. Alcohol is in short supply after 11 pm even in ""24-hour cities""."	['At 12: 00 pm']
According to this passage we know that _ .	All over the world people enjoy sports. Sports help to keep people healthy, happy and help them to live longer. Sports change with the season. People play different games in winter and summer. Games and sports often grow out of people's work and everyday activities. The Arabs use horses or camels in much of their everyday life; they use them in their sports, too. Some sports are so interesting that people everywhere go in for them. Football, for example, has spread around the world. Swimming is popular in all countries near the sea or in those with many rivers. Some sports or games go back thousands of years, like running or jumping. Chinese boxing, for example, has a very long history. But basketball and volleyball are rather new. Neither one is a hundred years old yet. People are inventing new sports or games all the time. People from different countries may not be able to understand each other, but after a game they often become good friends. Sports help to train a person's character . One learns to fight hard but fight fair, to win without pride and to lose with grace .	['not all the games have long history']
We can infer from the passage that _ .	The Bronte sisters were three sisters who became famous novelists. Their lives and works are connected with the lonely moors of Yorkshire, England, where they lived. Patrick Bronte, the sisters' father, was a poor Irishman who became the parish clergyman of the small, isolated town of Haworth, Yorkshire. Bronte was somewhat strange and tended to be strict. His wife died in 1821 and her sister brought up the family out of duty, but with little love or understanding. The sisters went to several boarding schools where they received a better education than usual for girls at that time, but in a bad atmosphere. Few jobs were available for women at that time, and the Bronte sisters, except for occasional jobs as governesses or schoolteachers, lived their entire lives at home. They were shy, poor, and lonely, and occupied themselves with music, drawing, reading and ---above all---writing. Their isolation led to the early development of their imaginations. In 1846, under the male pen names of Currer, Ellis, and Acton Bell, the sisters published a joint volume of poems.Although only two copies were sold, all three sisters soon had their first novels published. Charlotte Bronte's most famous novel Jane Eyre (1847) is largely _ . Through the heroine, Charlotte relived her hated boarding school life and her experiences as a governess in a large house. Rochester, the hero and master of the house, is fictional. Jane Eyre was enormously successful, but many readers were shocked that Rochester, who tried to make Jane his mistress, should be rewarded by marrying her. Some readers were also shocked because Jane wanted to be regarded as a thinking and independent person, rather than as a weak female. Charlotte Bronte wrote three other novels. The first one, The Professor, was not published until 1857, after her death. Shirley (1849) is set among the labour riots of the early 1800s. Villette (1853) the most popular of the three, is based on Charlotte's unhappy experiences as a governess in Brussels.	['writing was not intended for women in the 19th century in Britain']
It can be inferred from the passage that the writer _ .	"It doesn't matter if you have one friend or 20, because there are only a few people in this world that can make you truly happy. For me, my family and my three best girlfriends mean everything to me. Some days I didn't want to go to school because I felt so disappointed in myself but I don't regret a thing. It makes you stronger as a person, and if you are able to mend your friendships like I have done, then you can do anything. My mom always told me, ""Stephanie, remember that a friend is a gift that you give to yourself. A friend will always be there for the good and the bad. A true friend will never make fun of you. If a friend is a piece of work, then he or she has never been a friend at all. A friend is the biggest gift to you."" Everyone is going to make mistakes but please don't push them away, especially if it's someone you really care about. I know when I make mistake I beat myself up about it. I just wish someone would have reached out a hand to help me back up on my feet like my best friend did. If someone is new or doesn't have a friend, please reach out and befriend them because that small action could mean the world to them. Now that I'm older, I understand what my mom has been trying to tell me, and now I know that the friends that I choose will also be the kinds of friends that I would want to be surrounded by forever."	['understands what a friend means to her']
The desk is _ .	Dear Emma, Thanks for the photo of your family. Here is a photo of my bedroom. Look at the photo. A bed, a desk, a chair, a bookcase and a computer are in my bedroom. My bed is near the window . The desk is beside the bed and it's orange. The chair is near the desk. The bookcase is behind the desk and it's black. An English dictionary and a Chinese dictionary are in the bookcase. My math, English and Chinese books and the computer are on the desk. My pencil box is on the desk, too. My pens and rulers are in the pencil box. My schoolbag is on the chair. My brother's white baseball and my sister's computer game are under my bed, but you can't see the baseball in the photo. Yours, Jack	['beside the bed']
Why some some females closed their wings when males flew by?	"One kind of female butterfly mates only once in its life -- and then closes its wings to avoid _ "" when pursued by persistent and unwanted males, a Japanese researcher said. Observations of the Small Copper Butterfly, a colourful orange and black butterfly, showed that some females closed their wings when males flew by, but only when they were males of their own species, said Jun-Ya Ide, an associate professor at Kurume Institute of Technology in Fukuoka, western Japan. ""When we looked into why, the males were courting the females. They do this very stubbornly, so the females sometimes try to get away -- or prefer to stay unobserved,"" he added. Ide and his colleagues brought a model of a male butterfly near the females to test their reactions and found that young females that had yet to mate kept their wings open, but those that had already mated closed them. Not only can the persistent attentions of unwanted suitors harm the delicate females, fleeing from them -- with the male often in pursuit -- uses up strength and can even shorten their lives, he added. ""Closing their wings makes them less visible, helping them avoid communication with their own species. We figured they were trying to avoid harassment by males,"" Ide said."	"['because they close their wings to avoid ""harassment"" when pursued by persistent and unwanted males.']"
How did Carole feel when she joined the club for the first time?	"A.Choose the best answer (,) Carole's Cooking Journal Monday, April 6 This month, we had to choose an optional activity. Should it really be called ""optional"" if you have to do it? Unfortunately, I waited until the last minute to sign up. Many of the activities were already full, but I made a decision to join the Cooking Club because at least that way I would get a snack to eat. Tuesday, April 7 It was the first time to be here. Like many of my ideas, joining the Cooking Club made sense at first but was turning out to be a disaster. Most people have been in the club for more than a year, so they already know what they're doing. And since they all know each other, they weren't exactly interested in a newcomer. Thursday, April 9 What a terrible day! How could I know that if a recipe says to beat cookie batter , you couldn't do it with your fists ? I thought the other kids would never stop laughing. And it was not easy to get cookie batter off your clothes. Friday, April 10 I have more funny things in Cooking Club. Now I know that chocolate mousse is a dessert and it isn't spelled m-o-o-s-e. ""Mousse"" and ""Moose"" sound exactly the same. So I don't think my question about whether vegetarians can eat chocolate mousse was really that silly. Monday, April 13 One of my bright ideas worked out for a change! Everyone laughed when I handed out the chocolate ""moose"" cookie that I made yesterday, but this time I was laughing, too. The peanut butter antlers were a _ . We're even planning to bake more cookies for the school food festival next week."	['Lonely.']
The writer holds the opinion that _ .	Every Thursday afternoon,my art history class meets not in our usual lecture hall but in the Yale University Art Gallery. We spend our one-hour class discussing two or three of the paintings,many of which are by artists that we have already studied in class. The professor begins by selecting one work of art.After giving us a quick background on the artist,he'll open up for our class discussion.Everyone is strongly encouraged to give opinions about the work.Not every piece we study is necessarily famous or striking in appearance and subject matter.Yet we always manage to make some interesting observations. In America,professors always take every opportunity to push textbooks aside and expose students to real world experiences. With some creativity, almost any subject can be applied to such beyond classroom learning.My art history class trips to the gallery are but one example. Many other subjects also offer opportunities to learn outside the classroom,such as business,psychology, art,journalism and biology. A friend of mine from Yale taking an advanced psychology course spends every Saturday working with mentally disabled children.Her mornings are spent staying with the kids and studying their sometimes uncontrolled behavior.Then in the afternoon she writes a report on her observations. Students generally appreciate these unique learning opportunities. They're almost always fun and interesting,and professors like them because students learn so much in just a few short months. No one denies the value of classroom learning,but it can only take students so far.Slides and textbooks may do a good j ob of carrying facts and dates,but creativity and originality of thought cannot be taught.They can only be got through firsthand experience.	['teachers should develop students creativity']
"When you ask an Englishman, ""How old are you?"" He will feel _ ."	"In England, people don't usually talk too much. You can go on a bus, or in a train, and everyone sits looking out of the windows. Often they read. They read books and newspapers. But they don't talk much. When you meet English people, they often talk about one thing, the weather. So when you meet someone in England, you say: ""Nice weather for the time of year!"" ""But it was a little colder yesterday ,"" someone may say. ""But it will be a little warmer later!"" You can say. Talk like this and the English people will think, ""How friendly you are!"" But it' s not good to ask their age , or they will not be happy."	['unhappy']
Why does Ji Ping get up early on Saturdays?	"The weekend is usually a time of rest. But today's Chinese teenagers can't rest during the weekends. According to a survey , 24% of the Junior students in Beijing have classes at the weekend. Over 40% of the Junior 3 students have less than eight hours of sleep each night. Ji Ping, a Junior student in Guangzhou, has to get up at 6:30 a.m. on Saturday. Then she has a whole day of classes. On Sunday she gets to extra classes for Maths and English. But she doesn't complain . She says that all her classmates work hard on Sunday. Liu Yang is from Dalian. As a Junior 2 student, his weekends are less busy. But he always spends Saturday in school. On Sunday, after finishing homework, he plays basketball. He feels happy because he still has time to do the things he likes. A few students are lucky. Yang Qing, a Junior 3 student from Zibo, Shangdong, is one of them. At weekends, she usually gets up at 8:00. Then she spends some time doing homework. After that she is free to do what she likes. ""Don't push yourself too much. Learning well at school is easy,"" she said. And she is a top student in her class."	['Because she has a whole day of classes.']
Which of the following is WRONG?	Bob and Frank are good friends.They often go to the movies together on weekends.Bob's favorite actor is Jackie Chan.He has an action movie,Who Am I.It's very exciting.Frank likes the actor Rick Smith.He really likes his movie Black September.Frank thinks it's a very success ful thriller .Bob and Frank are Americans,but they both like Beijing Opera.They think they can learn about Chinese history from it.	['We can learn about Chinese history from action movies.']
Different from the other tried ways, this new technology studies _ to detect lies.	Offering a powerful new tool against terrorism, researchers have found a way to detect lies in the liar's blushing face. The technique, described in the journal Nature, uses a thermal camera to detect the sudden shift of blood flow in the face. The system performed as a traditional polygraph , the scientists report. Pushed by technological advances and with fresh interest since Sept.11, the discovery is part of the development in the scientific study of detection. Although the lie remains a mysterious phenomenon, researchers in recent years have found a number of new methods that might take the place of the polygraph, from brain scans, to slight changes in eye movement, to sparks of electrical activity that signal a person has seen a victim or a crime scene before. The new finding says, when a person tells a lie, there is a sudden change of blood to the area around the eyes. Although the change is not ordinary visible, the blood warms the skin, causing bands of color1 to appear through a camera sensitive to heat. One advantage of the camera can provide answers quickly, and doesn't require a highly trained expert to operate it or explain its results. In theory, this new technology could be used anywhere large numbers of people need to be quickly screened. But some scientists say the technology would need to be improved before it is ready for use, for it is possible that there are other reactions that cause a sudden change in blood flow in the face and there is also the danger that people will learn to fool the machine, the same way they try to fool polygraph examiners by controlling their breathing or taking drugs to relax themselves.	['change in facial blood flow']
