question	answers	context
Bartley Alexander is a construction engineer and world-renowned builder of bridges undergoing a mid-life crisis. Although married to Winifred, Bartley resumes his acquaintance with a former lover, Hilda Burgoyne, in London. The affair gnaws at Bartley's sense of propriety and honor.Professor Wilson arrives at the Alexanders' house in Boston, Bartley Alexander having persuaded him to attend a Congress of Psychologists in the city. He is greeted by Winifred Alexander. When her husband comes home the men talk; Winifred plays the piano for them. The next day, she tells Wilson how she met her husband through her aunt. On Christmas Eve, the Alexanders prepare for Christmas dinner. Bartley tells Wilson he is having trouble with a bridge in Canada. Later he gives his wife pearl earrings. On New Year's Day, Alexander makes ready to leave for London. On the ship, he endures sharp gales and goes into a bar, where he gambles at bridge, the card game. In London, Bartley visits Hilda and tells her he cannot go on having two relationships; she must forget about him and leave him alone. She is distressed. The day before he is due to return to America however, he takes her out to dinner. Later, Hugh MacConnell walks Hilda back to her house on a foggy day. She says she isn't attracted to him; they are just close friends. In her house, she receives a letter from Bartley, saying he is going mad away from her. This prompts her to visit him in America to tell him she will marry another man; Bartley doesn't like the idea. They spend one last evening together. Soon afterward, Philip Horton calls Bartley to Canada to inspect the bridge. Bartley discovers that one of the lower chords is failing, compromising the structural integrity of the entire bridge. Horton, concerned not to halt construction, had attempted to contact Bartley earlier â the very day Bartley was with Hilda. As Bartley is on the bridge stopping the work crews, the bridge collapses, killing many of the workers. Bartley's body is recovered the next day and taken to Horton's house. Winifred comes back to make arrangements for her husband's corpse. Finally, Wilson visits Hilda. The latter expresses her envy of Winifred. Wilson reminds her that Winifred is now bereft and will be haunted by Bartley's death. Hilda concludes that she will be too.	['Winifred']	Who is Bartley married to?
"Investigative reporter Amy Klein (Kari Wuhrer) is sent to Bucharest at the behest of Charles (Simon Kunz), her boss, to investigate the origins of a video tape depicting the ritualistic murderâand subsequent resurrectionâof a member of a cult calling themselves ""The Deaders"". In Bucharest, Amy tracks down the return address of the VHS and discovers the corpse of a girl, named Marla, who had sent the tape holding a puzzle box, the Lament Configuration. Amy returns to her hotel and opens the box which summons Pinhead (Doug Bradley), although this is apparently all a dream. She visits some of the Bucharest subculture on a train where she meets Joey, who warns her about her the Deaders and notices that Amy has a 'self destructive thing'. Amy pursues leads, ultimately tracking down Winter LeMarchand (Paul Rhys), the leader of the cult. Winter is the descendant of the toymaker who designed the puzzle box, which can open a portal to a realm populated by the Cenobites, hedonistic entities that experiment in forms of extreme sadomasochism. Winter believes that as the heir to the LeMarchand name, it is his birthright to access the realm of the Cenobites and become their master. However, Winter has been unable to open the box himself. Believing that it takes an individual whose life circumstances have brought them to a nihilistic point beyond life-or-death, Winter founded the Deaders, attracting emotionally vulnerable individuals, murdering them, and resurrecting them with necromancy in the hopes of creating someone who can open the box. Winter kills and resurrects Amy, resulting in her experiencing an extended waking dream including a bloody bathroom scene and going to see Joey once again on the train. Amy also relives physical and sexual abuses from her childhood by her drunken, abusive father and young Amy eventually murdered him by stabbing him in the stomach with a large kitchen knife. Coming back to reality in the Deaders' compound, Amy successfully opens the box and summons the Cenobites. Their leader, Pinhead, expresses disdain for Winter and his family and denies that any mortal could ever control the Cenobites. Pinhead and the Cenobites then slaughter all of the Deaders before indicating to Amy that she is now indebted to them by opening the box. Pinhead tells Amy her father has been waiting for her in the Cenobite realm. Rather than be taken back to the Cenobite realm, Amy kills herself by stabbing herself in the stomach with a large kitchen knife. After that, the box starts to close and an electrical charge surges out from the box, sending the Cenobites back to hell, and causing the house to explode. Charles is watching a news report on the incident. Unaware of Amy's whereabouts, Charlie's secretary brings in a new female journalist and Charles talks about showing her a tape that might interest her. The film ends with the reporter holding up the Lament Configuration, which has been recovered from the collapsed building."	['Her drunken father.', 'her father']	Who abused Amy in her childhood?
"Crusoe (the family name corrupted from the German name ""Kreutznaer"") sets sail from the Queen's Dock in Hull on a sea voyage in August 1651, against the wishes of his parents, who want him to pursue a career, possibly in law. After a tumultuous journey where his ship is wrecked in a storm, his lust for the sea remains so strong that he sets out to sea again. This journey, too, ends in disaster, as the ship is taken over by Salé pirates (the Salé Rovers) and Crusoe is enslaved by a Moor. Two years later, he escapes in a boat with a boy named Xury; a captain of a Portuguese ship off the west coast of Africa rescues him. The ship is en route to Brazil. Crusoe sells Xury to the captain. With the captain's help, Crusoe procures a plantation. Years later, Crusoe joins an expedition to bring slaves from Africa, but he is shipwrecked in a storm about forty miles out to sea on an island (which he calls the Island of Despair) near the mouth of the Orinoco river on 30 September 1659. The details of Crusoe's island were probably based on the Caribbean island of Tobago, since that island lies a short distance north of the Venezuelan coast near the mouth of the Orinoco river, in sight of Trinidad. He observes the latitude as 9 degrees and 22 minutes north. He sees penguins and seals on his island. (However, seals and penguins live together in the Northern Hemisphere only around the Galápagos Islands.) As for his arrival there, only he and three animals, the captain's dog and two cats, survive the shipwreck. Overcoming his despair, he fetches arms, tools and other supplies from the ship before it breaks apart and sinks. He builds a fenced-in habitat near a cave which he excavates. By making marks in a wooden cross, he creates a calendar. By using tools salvaged from the ship, and some he makes himself from ""ironwood"", he hunts, grows barley and rice, dries grapes to make raisins, learns to make pottery and raises goats. He also adopts a small parrot. He reads the Bible and becomes religious, thanking God for his fate in which nothing is missing but human society. More years pass and Crusoe discovers native cannibals, who occasionally visit the island to kill and eat prisoners. At first he plans to kill them for committing an abomination but later realizes he has no right to do so, as the cannibals do not knowingly commit a crime. He dreams of obtaining one or two servants by freeing some prisoners; when a prisoner escapes, Crusoe helps him, naming his new companion ""Friday"" after the day of the week he appeared. Crusoe then teaches him English and converts him to Christianity. After more natives arrive to partake in a cannibal feast, Crusoe and Friday kill most of the natives and save two prisoners. One is Friday's father and the other is a Spaniard, who informs Crusoe about other Spaniards shipwrecked on the mainland. A plan is devised wherein the Spaniard would return to the mainland with Friday's father and bring back the others, build a ship, and sail to a Spanish port. Before the Spaniards return, an English ship appears; mutineers have commandeered the vessel and intend to maroon their captain on the island. Crusoe and the ship's captain strike a deal in which Crusoe helps the captain and the loyal sailors retake the ship and leave the worst mutineers on the island. Before embarking for England, Crusoe shows the mutineers how he survived on the island and states that there will be more men coming. Crusoe leaves the island 19 December 1686 and arrives in England on 11 June 1687. He learns that his family believed him dead; as a result, he was left nothing in his father's will. Crusoe departs for Lisbon to reclaim the profits of his estate in Brazil, which has granted him much wealth. In conclusion, he transports his wealth overland to England to avoid travelling by sea. Friday accompanies him and, en route, they endure one last adventure together as they fight off famished wolves while crossing the Pyrenees."	['He was captured by pirates and held captive for 2 years.', 'the ship is taken over by pirates']	Why was Robinson Crusoe's second journey not successful?
King Edward III is informed by The Count of Artois that he, Edward, was the true heir to the previous king of France. A French ambassador arrives to insist that Edward do homage to the new French king for his lands in Guyenne. Edward defies him, insisting he will invade to enforce his rights. A messenger arrives to say that the Scots are besieging a castle in the north of England. Edward decides to deal with this problem first. The castle is being held by the beautiful Countess of Salisbury, the wife of the Earl of Salisbury. As Edward's army arrives, the rampaging Scots flee. Edward immediately falls for the Countess, and proceeds to woo her for himself. She rebuffs him, but he persists. In an attempted bluff, the Countess vows to take the life of her husband if Edward will take the life of his wife. However, when she sees that Edward finds the plan morally acceptable, she ultimately threatens to take her own life if he does not stop his pursuit. Finally, Edward expresses great shame, admits his fault and acquiesces. He dedicates himself to use his energies to pursue his rights and duties as king. In the second part of the play, in several scenes reminiscent of Henry V, Edward joins his army in France, fighting a war to claim the French throne. He and the French king exchange arguments for their claims before the Battle of Crecy. King Edward's son, Edward, the Black Prince, is knighted and sent into battle. The king refuses to send help to his son when it appears that the young man's life is in danger. Prince Edward proves himself in battle after defeating the king of Bohemia. The English win the battle and the French flee to Poitiers. Edward sends the prince to pursue them, while he besieges Calais. In Poitiers the prince finds himself outnumbered and apparently surrounded. The play switches between the French and English camps, where the apparent hopelessness of the English campaign is contrasted with the arrogance of the French. Prince Edward broods on the morality of war before achieving victory in the Battle of Poitiers against seemingly insurmountable odds. He captures the French king. In Calais the citizens realise they will have to surrender to King Edward. Edward demands that six of the leading citizens be sent out to face punishment. Edward's wife, Queen Philippa, arrives and persuades him to pardon them. Sir John Copland brings Edward the king of the Scots, captured in battle, and a messenger informs Edward that the English have secured Brittany. However, the successes are undercut when news arrives that Prince Edward was facing certain defeat at Poitiers. King Edward declares he will take revenge. Prince Edward arrives with news of his victory, bringing with him the captured French king. The English enter Calais in triumph.	['The king of the Scots and the French King', 'The French King, the king of Scots']	Which members of royalty were delivered to King Edward, after battles?
Kale Brecht (Shia LaBeouf) and his father Daniel (Matt Craven) are enjoying a fishing trip. On their return home, their vehicle evades another and ends up in a multi-car accident. Kale is injured in the crash but Daniel is killed. One year later, near the end of the school year, Kale is still traumatized by his father's death. He is reprimanded about his school work by his Spanish teacher, Se単or Gutierrez (Rene Rivera); and when Gutierrez mentions Kale's father, Kale attacks him. For the assault, he is sentenced by a sympathetic judge to three months under house arrest with an ankle monitor and a proximity sensor. Detective Parker (Viola Davis) explains the do's and don'ts of the system to Kale and his mother Julie (Carrie-Ann Moss). The officer (Jose Pablo Cantillo) joyfully monitoring him follows suit by informing him that he is his teacher's cousin. Initially, he satiates his boredom by playing video games but, shortly thereafter, Julie logs out his subscriptions to the iTunes Music Store and Xbox Live and cuts the power cord of his television to get him to learn a lesson. Kale's boredom leads him to watch the neighborhood, including the two neighbor boys who play pranks on him, his next-door neighbor Robert Turner (David Morse), and Ashley Carlson (Sarah Roemer), the new girl in town. One night, Kale becomes suspicious of Robert Turner, who returns home in a 1967 Ford Mustang with a dented fender that matches the description given on a news report of an errant serial killer. Kale's best friend Ronnie (Aaron Yoo) visits to spy on Ashley and, when they accidentally alert her to their hijinks, she joins them in spying on Turner. Kale observes a young woman Turner had picked up from a nightclub as she escapes the house in a panic, but later appears to leave the home in her car. Ashley throws a party and teases Kale, knowing he is watching. He plays music loudly, and when Ashley comes over, Kale admits that he has not only watched but has learned fine details about her by doing so. The two make out, distracting each other, while blood is shown splattering on Turner's windows. Later, as Kale and Ashley watch, Turner is seen dragging a heavy bag to his garage, which Ashley claims to have noticed blood. Kale insists that Ronnie assist him in spying on Turner, eventually leading to Ronnie's breaking into Turner's garage with a camera. Though he confirms the bag has blood and hair in it, the garage door closes; and Ronnie flees into the house. Kale leaves to rescue him but alerts the police when he leaves his property; the police search the garage and show Kale the bag contains a roadkilled deer. Julie then goes across the street to talk to Turner, while Ronnie is in her kitchen, and Kale is watching the tape of Ronnie's running through Turner's house. Kale notices a dead body in plastic in a vent on the tape, as Turner knocks out Julie next door and then enters Kale's house, attacking Ronnie and Kale, binding and gagging Kale with duct tape. Turner reveals his plan to frame Kale for the murders before committing suicide. As Turner has Kale writing a suicide letter to Ashley, she enters the home, and the two fight off Turner and flee the house. Kale trips the bracelet to alert the police, then enters Turner's home; Ashley goes to the police in person. In a hidden room, Kale finds evidence of Turner's previous murders, including their credentials, and a room with surgical tools and freezers of ice. Officer Gutierrez arrives at the scene, but he is killed when Turner breaks his neck. Proceeding to the basement of the house, Kale falls through the floor and finds his mother bound and gagged underneath the foundation. Turner suddenly appears from behind Julie and, in the ensuing confrontation, Kale fatally stabs Turner with a pair of gardening shears. In the aftermath, Kale is shown having his ankle bracelet removed by the authorities for good behavior, getting back at the two boys from earlier pranks and making out with Ashley on his sofa, unaware that Ronnie is video taping them.	['Ashley Carlson', 'The new girl Ashley.']	Who catches Kale and his best friend Ronnie spying on her?
"The protagonist is a boy named Rob Joslyn. His age is not specified. Baum dedicated the book ""To My Son, Robert Stanton Baum,"" who was born in 1886 and would thus have been about fifteen at the time it was published. Rob is an electrical experimenter whose father encourages him and sees that he ""never lacked batteries, motors or supplies of any sort."" A ""net-work[sic] of wires soon ran throughout the house"". He loses track of the elaborately interconnected wires, and trying to get a cardboard house to light up, he ""experimented in a rather haphazard fashion, connecting this and that wire blindly and by guesswork, in the hope that he would strike the right combination."" There is a bright flash, and a being who calls himself the Demon of Electricity appears. He tells Rob that he has accidentally ""touched the Master Key of Electricity"" and is entitled ""to demand from me three gifts each week for three successive weeks."" Rob protests that he does not know what to ask for, and the Demon agrees to select the gifts himself. During the first week, the Demon gives Rob three gifts: a silver box of food tablets, each one of which provides sufficient nourishment for a whole day a ""small tube"" which can direct ""an electric current"" at a foe, rendering him unconscious for the period of one hour a wristwatch-sized transportation device, which allows the wearer to fly at any height and travel at high speeds in any direction, when it is working properly. It is, however, somewhat fragile and becomes damaged and unreliable during Rob's adventures, creating predicaments for him. During the second week, the Demon gives Rob three additional gifts: a ""garment of protection,"" which renders him invulnerable to bullets, swords, or other physical attack a ""record of events,"" which provides remote views of important events taking place in any part of the world at any time within the last twenty-four hours A ""character marker,"" a set of spectacles: ""while you wear them every one you meet will be marked upon the forehead with a letter indicating his or her character. The good will bear the letter 'G,' the evil the letter 'E.' The wise will be marked with a 'W' and the foolish with an 'F.' The kind will show a 'K' upon their foreheads and the cruel a letter 'C.'"" Over the next two weeks, Rob experiences adventures exploring the use of the Demon's gifts, but eventually concludes that neither he nor the world is ready for them. On the third week, Rob rejects the Demon's gifts and tells him to bide his time until humankind knows how to use them. The Demon leaves. With a light heart, Rob concludes that he made the right decision. Like some of Baum's adult novels, The Master Key features encounters with real historical figures of the period, such as King Edward of Britain, President Loubet of France, and the Duke of OrlĂŠans."	"['Because Rob is unable to think of what to whish for.', ""Rob doesn't know what to ask for.""]"	Why does the demon choose the gifts?
"Major Alan ""Dutch"" Schaefer and his six-man team, consisting of himself, operators Mac Elliot, Billy Sole, and Blaine Cooper, demolitions and explosives expert Jorge ""Poncho"" RamĂ­rez, and radioman Rick Hawkins, are tasked by the CIA with spearheading the rescue of an official held hostage by insurgents in Val Verde. CIA Agent George Dillon, a former commando and an old friend of Dutch's, is assigned to accompany and supervise the team despite Dutch's reservations. The team is taken to a remote jungle and begins the mission. They soon discover the wreckage of another chopper and three skinned corpses, whom Dutch identifies as U.S. Army Special Forces he once trained. Pressing on, the team reaches the insurgent camp and kills every single guerilla, including a Soviet intelligence officer searching through top-secret CIA documents. Dillon, confronted by a suspicious Dutch, admits the mission was a setup to retrieve intelligence from captured operatives and that the dead unit disappeared weeks earlier in a failed rescue. Upon capturing a female guerilla named Anna, the group proceeds to extraction, unaware that they are being stalked by a nearly invisible creature who tracks them with thermal imaging. Hawkins chases a fleeing Anna when they are both suddenly confronted by the creature. The unarmed Anna is spared, but Hawkins is swiftly killed and dragged away. Dutch organizes a manhunt for his body, during which Blaine is killed by the creature's plasma weapon, enraging Mac. An ensuing firefight fails to draw out the creature, so the unit regroups and questions Anna, learning that their stalker is an unknown creature locals call ""El diablo cazador de hombres"" or ""El demonio que hace trofeos de los hombres"", meaning ""The devil man hunter"" and ""The demon who makes trophies of men"" respectively. The next day, an attempt to trap the creature fails, leaving Poncho badly injured. Mac and Dillon pursue the alien, but it outwits and kills them both. The survivors try to escape, but the creature catches up, killing Billy and Poncho, and wounding Dutch. Dutch sends Anna to the chopper alone and unarmed, upon realizing the creature does not target unarmed prey because there's ""no sport"". While being pursued by the alien, Dutch slides down a hill into a river, goes over a waterfall and ends up crawling through a patch of mud, only for the creature to catch up to him; its cloaking device malfunctions in the water, allowing Dutch to finally see his hidden enemy. The alien, though standing a few feet from Dutch, does not see him and moves on. This helps him realize that the mud he is now covered in is acting as camouflage by cooling his skin and blocking his body's heat signature from the alien's thermal sensor. Now seeking to avenge his men, Dutch uses his knowledge of jungle warfare to craft a series of traps. Covered in mud and armed with improvised weapons, he lures the creature in with a war cry. Utilizing his preparations, Dutch beats the alien at its own game, disabling its cloaking device and inflicting minor injuries. However, the creature rallies itself and finally corners him. Acknowledging Dutch as a worthy foe, the alien discards its mask and plasma weapon, and challenges him to a hand-to-hand fight, where it has a clear advantage. After being brutally beaten, Dutch narrowly defeats the creature by using a counterweight to crush it. Standing over the crippled alien, he asks, ""What the hell are you?"", but the creature simply repeats back ""What the hell are you?"" in garbled English before activating a self-destruct device on its wrist, laughing sinisterly as the count down begins. Dutch flees and takes cover just before the self-destruct device explodes in a mushroom cloud. Dutch, the last man standing, is picked up shortly afterwards by his commander, General Phillips, and finds Anna in the helicopter."	"['What the hell are you', '""What the hell are you?""']"	What is the one sentence the creature says?
"Augusta Triumphans offers suggestions for the enhancement of the city of London. It begins with two introductory paragraphs. The former is a brief reflection on “projecting heads” and the attitude of the English towards them.“Projecting heads”, that is to say individuals who create schemes for social improvement, are invited to make proposals without fearing to be ridiculed. They should exclusively focus on offering honest advice. In addition, the possible shortcomings of their projects should be forgiven in that “It is a kind of good action to mean well, and the intention ought to palliate the failure”. As for the English, they are described as the least clement nation towards such individuals. They “treat them in the vilest manner” and it is because of this reason that their country is “esteemed so bad at invention”. In the second opening paragraph, the narrator explains the reason why he has written this pamphlet. He wants to make good use of the remaining time of his life by putting innovative proposals down on paper. On the whole, this work is intended to be the “testimony of” his “good will to” his “fellow-creatures”. Immediately after this introductory discourse, Andrew Moreton moves on to illustrate the project upon which he has reflected most. He fosters the establishment of a London university to oppose the contemporary corruption of learning and education. Subsequently, four titled sections come one after the other and present other schemes for social improvement. Section one calls for the establishment of a foundling hospital. It would prevent many mothers from freeing themselves of their illegitimate offspring through abortion or abandonment in parishes which do not offer them decent living conditions. Section two shows how a real academy of music would ""prevent the expensive importation of foreign musicians, & c"". Section three firstly offers advice to rescue ""youths and servants"" from moral corruption. Secondly, it denounces certain social evils: prostitution, gambling, and a series of dissolute manners to spend one's free time on Sunday such as alcohol misuse. Thirdly, it makes a digression on husbands's abuses of their wives and comments about contemporary private madhouses. Section four encourages the adoption of measures to stop street robbery. They include moral education and the introduction of a competent and paid body of watchmen as well as an adequate system of street lighting at night. The final part of Augusta Triumphans is titled “Omissions”. It is a revision of two aspects of the projects which have been illustrated so far. Andrew Moreton begins with rejecting his initial idea of founding a London university composed of “only a hall or public room”. Rather, “it should be a large house or inn, in the nature of a college, with store of convenient rooms for gentlemen, not only to study separately, but wherein to lodge their books, for it would be most inconvenient to lug them backwards and forwards”. He then expands his “discourse on madhouses”, particularly by offering a suggestion to impede the unjust confinement of widows or other women who find themselves with a fortune and no male guidance. In order to prevent them from becoming victims of greedy and manipulatory “strangers”, the nearest male relative should succeed the deceased gentleman in the management of the estate. At the end of the pamphlet is attached a letter “To Lieutenant-Colonel Samuel Robinson” which is dated “Sept. 23, 1728”. Its signatory, Andrew Moreton, begins with briefly congratulating the addressee for his “election into the chamberlainship of the city of London”. He subsequently poses a series of questions to understand the purpose of “the orphan’s tax”."	['Preventing the importing of expensive foreign musicians from coming to London University', 'It called for the establishment of an academy of music.']	What did section 2 of the 4 tiled schemes for social improvement?
"In May 1805, during the Napoleonic Wars, Captain Jack Aubrey of HMS Surprise is ordered to pursue the French privateer Acheron, and ""Sink, Burn or take her [as] a Prize."" The British warship is ambushed by Acheron; Surprise is heavily damaged, while its own cannon fire does not penetrate the enemy ship's hull. Using smaller boats, the crew of Surprise tow the ship into a fog bank and evade pursuit. Meanwhile, Aubrey learns from a crewman who saw Acheron being built that it is heavier and faster than Surprise, and the senior officers consider the ship out of their class. Aubrey notes that such a ship could tip the balance of power in Napoleon's favour if allowed to plunder the British whaling fleet at will. He orders pursuit of Acheron, rather than returning to port for repairs. Acheron again ambushes Surprise, but Aubrey slips away in the night by using a clever decoy buoy and ships lamps. Following the privateer south, Surprise rounds Cape Horn and heads to the Galapagos Islands, where Aubrey is sure Acheron will prey on Britain's whaling fleet. The ship's doctor, Maturin, is interested in the islands' flora and fauna, and Aubrey promises his friend several days' exploration time. When Surprise reaches the Galapagos they recover the survivors of a whaling ship destroyed by Acheron. Realizing the ship is close, Aubrey hastily pursues the privateer. Maturin feels that Aubrey is going back on his word, and is following Acheron more out of pride than duty. Marine officer Captain Howard attempts to shoot an albatross, but accidentally hits Maturin. The surgeon's mate informs Aubrey that the bullet and a piece of cloth it took with it must be removed, but the operation should be performed on solid ground. Despite closing on Acheron, Aubrey turns around and takes the doctor back to the Galapagos. Maturin performs surgery on himself using a mirror. Giving up the pursuit of the privateer, Aubrey grants Maturin the chance to explore the island and gather specimens before they head for home. On crossing the island looking for a species of flightless cormorant, the doctor discovers Acheron anchored on the other side of the island. Abandoning most of his specimens, Maturin warns Aubrey, and Surprise readies for battle. Due to Acheron's sturdy hull, Surprise must get in close to deal damage. After observing the camouflage ability of one of Maturin's specimens—a stick insect—Aubrey disguises Surprise as a whaling ship; he hopes the French would move close to capture the valuable ship rather than destroy it. The Acheron falls for the disguise and is disabled. Aubrey leads boarding parties across the wreckage, engaging in fierce hand-to-hand combat before the ship is captured. Looking for the Acheron's captain, Aubrey is directed to the sickbay, where a French doctor tells him the captain is dead and offers Aubrey the commander's sword. Acheron and Surprise are repaired; while Surprise will remain in the Galapagos, the captured Acheron is to be taken to Valparaíso. As Acheron sails away, Maturin mentions that their doctor had died months ago. Realising the French captain deceived him by pretending to be the ship's doctor, Aubrey gives the order to change course to intercept the Acheron and escort her to Valparaíso, and for the crew to assume battle stations. Maturin is again denied the chance to explore the Galapagos, but Aubrey wryly notes that since the bird he seeks is flightless, ""it's not going anywhere"", and the two play a selection of Luigi Boccherini as the crew assumes battle stations and the Surprise turns in pursuit of the Acheron."	['Surprise', 'HMS Surprise']	What was the name of Captain Aubrey's ship?
"Penguin Island is written in the style of a sprawling 18th- and 19th-century history book, concerned with grand metanarratives, mythologizing heroes, hagiography and romantic nationalism. It is about a fictitious island, inhabited by great auks, that existed off the northern coast of Europe. The history begins when a wayward Christian missionary monk lands on the island and perceives the upright, unafraid auks as a sort of pre-Christian society of noble pagans. Mostly blind and somewhat deaf, having mistaken the animals for humans, he baptizes them. This causes a problem for The Lord, who normally only allows humans to be baptized. After consulting with saints and theologians in Heaven, He resolves the dilemma by converting the baptized birds to humans with only a few physical traces of their ornithological origin, and giving them each a soul. Thus begins the history of Penguinia, and from there forward the history mirrors that of France (and more generally of Western Europe, including German-speaking areas and the British Isles). The narrative spans from the Migration Period (""Dark Ages""), when the Germanic tribes fought incessantly among themselves for territory; to the heroic Early Middle Ages with the rise of Charlemagne (""Draco the Great"") and conflicts with Viking raiders (""porpoises""); through the Renaissance (Erasmus); and up to the modern era with motor cars; and even into a future time in which a thriving high-tech civilization is destroyed by a campaign of terrorist bombings, and everything begins again in an endless cycle. The longest-running plot thread, and probably the best known, satirizes the Dreyfus affair â though both brief and complex satires of European history, politics, philosophy and theology are present throughout the novel. At various points, real historical figures such as Columba and Saint Augustine are part of the story, as well as fictionalized characters who represent historical people. Penguin Island is a satire on society and human nature in which morals, customs, and the origin of religion and laws are lampooned. For example, the origin of private property is presented as starting with the brutal and shameless murder of a farmer, and the seizure of his land, by a physically larger and stronger neighbour."	['He turns them into humans and gives them a soul.', 'He made them into humans with birdlike qualities.']	The Lord normally only allows humans to be baptized. Since the missionary baptized auks, what did he do to solve the problem?
"No one really knows Felix Bush (Robert Duvall), who lives as a hermit deep in the woods. Rumors surround him, such as how he might have killed in cold blood, and that he's in league with the devil. So the town is surprised when Felix shows up in town with a fat wad of cash, requesting a ""funeral party"" at Reverend Gus Horton's church for himself. Rev. Horton declines this proposal. Frank Quinn (Bill Murray), the owner of the local funeral parlor in financial trouble, coveting Bush's wad of cash, agrees to advertise a funeral party at which the townsfolk will be invited to tell Felix Bush the stories they've heard about him. To ensure a good turnout, a lottery is organized, with Bush's property as the prize. Many people buy tickets. Things get more complicated when an old mystery is remembered, involving a local widow named Mattie Darrow (Sissy Spacek), who was Bush's girlfriend in their youth, and her deceased sister, Mary Lee Stroup (Arin Logan). With the help of a preacher who insists on Bush telling Mattie the truth, Bush tells those gathered at his funeral party (including Mattie) what happened forty years earlier. He reveals his affair with Mattie's married sister, Mary Lee. He confesses to Mattie that it was Mary Lee who was his true love, his only love. They made plans to run away together, and when she didn't arrive at the agreed place, he went to her home to search for her. He discovered that her husband had attacked her with a hammer, knocking her out. The husband threw a kerosene lamp against a wall to set the house on fire and kill himself, the unconscious Mary Lee, and Bush. Bush freed himself from the attacking husband, but as his clothes caught fire, he also saw Mary Lee catch fire. As he went to put the fire out, he felt himself flying through the window, possibly pushed by the husband, and he was unable to re-enter the house to save Mary Lee. Mattie returns, seeming to forgive Bush. He sees what appears to be the ghost of Mary Lee down the lane. He dies shortly after his funeral party. His actual funeral service is held on a burial plot on his property. Charlie officiates the ceremony, with Reverend Gus Horton, Buddy, his wife and child, Mattie and Frank in attendance. After a short benediction from Charlie, Mattie places a portrait of her sister, Mary Lee on Felix's casket, signifying her forgiveness of his past actions and allowing them to be together, even if only figuratively. The mourners leave Felix's property as his grave is filled."	['A picture of Mary Lee']	What does Mattie place on Felix's casket?
