question	context	answers
From the conversation between the author and the Mexican woman, we can infer that the woman _ .	"It is love that makes the world go round. And it is also love that has such power to overcome all difficulties. So we say: ""Love will find a way."" As smile is a facial expression showing pleasure, affection, and friendliness, it is the commonest way to show our good will perfectly without saying anything. A Chinese saying runs: ""never hit a person who is smiling at you."" It is a time-proven fact that the smile is a language all its own-- a universal language--understood by the people of every nation in the world. We may not speak the same tongue as our foreign neighbors, but we smile in the same tongue. We need no interpreter for thus expressing love, happiness, or good will. One day while shopping in a small town in southern California, it was my misfortune to be approached by a clerk whose personality contradicted mine. He seemed most unfriendly and not at all concerned about my intended purchase. I bought nothing, and marched angrily out of the store. My anger toward that grew with each step. Outside, standing at the corner, was a dark-complexion young man in his early twenties. His expressive brown eyes met and held mine, and in the next instant a beautiful, dazzling smile covered his face. I gave in immediately. The magnetic power of that shining smile drove away all bitterness within me, and I found the muscles in my own face happily responding. ""Beautiful day, isn't it?"" I remarked, in passing. Then, suddenly something inside me sent me turning back. ""I really owe you a debt of gratitude,"" I said softly. His smile deepened, but he made no attempt to answer. A Mexican woman and two men were standing nearby. The woman stepped forward and eyed me inquiringly. ""Carlos, he no speak English,"" she volunteered. ""You want I should tell him something?"" In that moment I felt transformed. Carlos' smile had made a big person of me. My friendliness and good will toward all mankind stood ten feet tall. ""Yes,"" my reply was enthusiastic and sincere, ""tell him I said 'Thank you!'"" ""Thank you?"" The woman seemed slightly puzzled. I gave her arm a friendly pat as I turned to leave. ""Just tell him that,"" I insisted. ""He'll understand. I am sure!"" Oh, what a smile can do! Although I have never seen that young man again, I shall never forget the lesson he taught me that morning. From that day on, I became smile - conscious, and I practice that diligently, anywhere and everywhere, with everybody. When I got excited in traffic, taking the right-of-way from the other car with my stupid mistake, I'd smile and shrug my shoulders apologetically. This action on my part would always draw a good-natured smile in return. If the other fellow was at fault - and if I could remember my resolution in time! - he'd get a broad smile of understanding. This took a bit of doing at first. I'll admit it wasn't always easy, but it was fun. The results were sometimes amazing. Many times, a broad, friendly smile would completely turn aside ill-feeling and tension. I'm wondering now how many tragic accidents could be avoided on our overcrowded highways, if every driver remembered to smile!"	['knew some English and was ready to help others']
What does Li Ping want to know?	"Li Ping is going to England. He wants to know something about English people. One day he sees an English girl in the street. Then he comes up to her. ""Excuse me, may I ask you some questions?"" ""Of course you may.""answers the girl politely. ""I'll go to London. What should I notice when I'm talking with English people in London? ""asks Li Ping. ""Well, don't ask a woman how old she is and..."" ""But how old are you? ""Li Ping stops the girl and asks suddenly. ""I...""The girl gets angry. ""Why do you get so angry?""asks Li Ping. ""Now we are in China, not in England, you see"""	['He wants to know something about English people.']
Which statement about the spread of loneliness is true?	A newly-published study has shown that loneliness can spread from one person to another, like a disease. Researchers used information from the Framingham Study, which began in 1948. The Framingham Study gathers information about physical and mental health, personal behavior and diet. At first, the study involved about 5,000 people in the American state of Massachusetts. Now, more than 12,000 individuals are taking part. Information from the Framingham Study showed earlier that happiness can spread from person to person. So can behaviors like littering and the ability to stop smoking. University of Chicago psychologist John Cacioppo led the recent study. He and other researchers attempted to show how often people felt lonely. They found that the feeling of loneliness spread through social groups. Having a social connection with a lonely person increased the chances that another individual would feel lonely. In fact, a friend of a lonely person was 52% more likely to develop feelings of loneliness. A friend of that person was 25% more likely. The researchers say this shows that a person could indirectly be affected by someone's loneliness. The effect was strongest among friends. Neighbors were the second most affected group. The effect was weaker on husbands and wives, and brothers and sisters. The researchers also found that loneliness spread more easily among women than men. The New York Times newspaper reports that, on average, people experience feelings of loneliness about 48 days a year. It also found that every additional friend can decrease loneliness by about five percent, or two and a half fewer lonely days. Loneliness has been linked to health problems like depression and sleeping difficulties. The researchers believe that knowing the causes of loneliness could help in reducing it. The study suggests that people can take steps to stop the spread of loneliness. They can do this by helping individuals they know who may be experiencing loneliness. The result can be helpful to the whole social group.	['Women are more likely to be affected than men.']
What's the most difficult in making friends with neighbors?	If you have no friends around you, it's time that you should know about your neighborhood. Not all of your neighbors out there are friendly, but at least you need to communicate with them. It is common that when you are new to the neighborhood, your neighbors might actually greet you in an inspiring way. In other words, they are pleased to welcome you in their neighbor-hood. Both you and your neighbors may start in getting known to each other by introducing yourselves. This is a sign that you and your neighbors are actually friends. Instead of watching television and playing computer games all the time, you also need to take a break and have some fun talking with your neighbors. But if you want to make friends with them, you need to do something that might please them. The only problem for this situation is that you are afraid to approach and greet them in a nice way. This is a challenge that you or your fellow neighbors must be aware of. You need to get as many friends as possible in your neighborhood, and one of them is to get closer with the unfriendly. If you want to get closer with him but he refuses to be friends with you, don't force him anymore. Treat him with some respect if you don't like to create any more problems. However, if he agrees to be your friend, you are lucky and start treating him like a friend. It is very tough to approach a person in your neighborhood, but it is a good challenge. This is how important for you to get closer with your neighbors, even if they're unfriendly. This is better than sticking yourself alone at home and not having time for social interactions with real people.	['Getting close with the unfriendly neighbors.']
What can be inferred from Sidney's words in the passage?	"""Tom!"" There was no answer. ""Tom!"" Still no answer. ""Where's that boy gone? Tom!"" The old lady looked all around the room. She looked under the bed, but found only the cat. ""If I catch that boy, ..."" she murmured to herself. She opened the door and looked out into the garden. ""Tom!"" she shouted. Then she heard a slight noise behind her. She turned round just in time to catch the boy as he came out of a cupboard. ""And what have you been doing in there?"" ""Nothing,"" said the boy. ""Nothing! Look at your hands and your mouth! What is that stuff?"" ""I don't know, Aunt."" ""Well, I know. It's a jam. I've told you forty times that if you touched that jam, I'd _ you. Give me that stick."" ""Look out, Aunt! Look behind you!"" The old lady turned round and Tom was out of the door in a flash, over the garden fence and away. ""Damn that boy! Will I never learn? He's always playing tricks on me. And he seems to know just now how far he can go, too. But I can't take a stick to him. I really can't. After all, he's my dead sister's boy. Ah well, he'll play truant today and I'll have to make him work tomorrow."" At supper Aunt Polly tried to trick Tom into admitting that he hadn't gone to school. ""It was rather hot today, wasn't it, Tom?"" ""Yes,"" answered Tom. ""You didn't have to open your shirt collar where I sewed it, then."" Tom was confident, now. He opened his jacket. His collar was securely sewed. ""Oh Tom,"" said Aunt Polly. ""You're a good boy really."" She was sorry that she had been wrong about him. ""But Aunt,"" came a voice. It was Sidney, Tom's younger brother. ""Didn' t you sew Tom's collar with white cotton? Look! Now it's black. Tom was already running out of the door. ---The Adventures of Tom Sawyer by Mark Twain"	"[""Tom didn't go to school that day.""]"
What is NOT explained in the passage?	"A recent survey of 2000 parents in Britain showed that they are often afraid of science questions asked by their curious children only because they have no idea what the answer is. Here is a list of some simple questions that you can ask your parents to see if they know the answers. Q: Why is the sky blue? A: You probably know white sunlight is made up of seven colors. While it moves in a straight line when going through space, it starts to divide as it hits ""raised area"" in the atmosphere. The ones with longest wavelengths pass through easily. The blue , however , can be taken in by the gas molecules because it has a shorter wavelength , which in turn scatters it in different directions. That's why when you look up at the sky, it appears to be blue. Q:Why does the moon sometimes appear during the daytime? A: The simple answer to that is because just like any other object it is being lit by the sun. As long as it is around 45 degrees or even 90 degrees off the sun, it will receive light and be able to be seen. The only time it is not able to be seen during its 28-day orbit around the earth is when it is right between the earth and the sun. That's because its back , which is not lit by the sun, is facing us. Q: Where do birds/ honeybees go in winter? A: While the bird part is quite easy, since a lot of them get together and travel, the honeybee part is likely to puzzle your parents. It turns out that these busy insects stop being that active when the temperature drops below 50degF. Instead ,they get together in the lower central area of the hive and form a ball around their queen. This helps keep both warm enough to survive the cold winter months."	['Why do birds travel in winter?']
Who was the owner of the earring lost on the bus according go the passage?	"Around twenty years ago I was going through hard times. I could not find a satisfying job. To my shame, I had to drive a school bus to make ends meet and lived in a friend's house. One afternoon, while driving through a quiet suburban neighborhood I was so sad that I kept asking myself ""Why has my life become so hard?"" ""What's wrong with the world?"" Then I pulled over the bus to drop off a little girl and as she passed she handed me a pretty earring, saying she found it on the floor of the bus and I should keep it in case the owner came to look for it. In the evening, the owner did come to look for her earring. When I handed it to her, she got very excited and continued saying ""Thanks, you're a real gentleman."" I told her that she should thank the little girl who had found it. She said, ""Yes, and you are a good driver, too. What a lovely world it is!"" Then she left with satisfaction. I was touched by her last words. I had thought something was wrong with the world just because of my poor condition. In fact, nothing was wrong with the world. I should change my attitude towards life. I should be positive about life. At first it was hard, and then it got easier. Every day I could find things to make me happy. Then one night there was a phone call for me at my friend's house from a lady who was a manager in a large hospital. She said she had read my application form and asked me if I would like to work in the hospital. I said yes and got the job. Looking back at the experience I know the most important is to have a positive attitude towards life."	['Not mentioned']
Which of the following is NOT true according to the passage.	When the world was very young, people lived in hot places .They didn't live in cold places because they could not keep warm there. At first men didn't know how to make a fire. Sometimes trees were hit by lightning .Then a fire was started .People took some of the fire near their homes. A fire was very important for three reasons. It kept them warm. Wild animals were frightened when they saw it. And when food was cooked, it tasted much better. But men didn't know how to make a fire. When they had a fire, they didn't let it stop burning. If it went out, they couldn't start it again. They had to wait for lightning to start another fire. Sometimes they had to wait for years. Later, they learned how to make a fire. But it was not easy to make something burn . Now we have matches. We can carry them in our pockets and make a fire when we want to.	['After man knew how to make a fire, it became very easy to burn something .']
According to the passage, which kind of bike is least likely to be stolen?	Jumping on your bike, even in the city, is becoming increasingly popular--- in London, for example, cycle use has more than doubled in the past ten years. So, which is the best bike for you? If you're traveling to work, a folding bike such as one of the models here is suitable unless you're cycling more than a couple of miles, in which case it might be uncomfortable . You can take a fold-up on the train and as it goes indoors with you, it's secure . For longer journeys, a road bike with drop handlebars and narrow tyres is a good choice. Try Specialized, from PS400. Note that the riding position encourages you to look downwards, which can be dangerous. Mountain bikes are best suited to off-road travel; their fat and strong tyres are good for climbing steep, muddy slopes . Good brands include Trek and Giant, with prices starting at less than PS300. A hybrid bike (halfway between a mountain bike and a road bike) is a good compromise with more upright riding position and thin, fast tyres. Ridgeback makes great hybrids, from around PS350. For a classic sit-up-and-beg bike, it's still hard to beat Pashley, which makes its bikes by hand. Expect to pay around PS500. Once you've picked your bike, sizing is crucial or you may suffer back or neck pain. A famous bike shop will help you choose the right size frame. The height of the seat should be adjusted carefully---again, a good shop will advise. If you only plan to cycle once or twice a month, you can choose a lower-priced bike, but for regular use, paying more means better quality: cheaper bikes need more frequent adjustment of brakes and gears ---and tend to be heavier, too. Finally, items such as mudguards aren't always included.	['A folding bike.']
Which is NOT right according to the passage?	Why are first ladies so important in the United States? They are unpaid and have no official work? There are several reasons, but the most important reason is that they are role models for other women in the United States. Jacqueline Kennedy was the best first lady in the US. Although she wasn't an actress, model or singer, she was a fashion and cultural icon who charmed people wherever she went. If you are looking for someone who is as charming as Jacqueline Kennedy, it will be hard to find anyone more suitable than Peng Liyuan, wife of Chinese President Xi Jinping. If you were writing a novel and trying to describe the perfect mixture of personal history, capabilities, confident lady for a character, you'd come up with someone like Peng. Born into a family in Shandong province, she joined the People's Liberation Army at the age of 18, doing pretty well in singing military songs. But she is not only famous for her voice and great achievements, but also for her charity efforts. She has, among other things, worked as a member of World Health Organization to fight against AIDS, and has done much for 2008 Sichuan earthquake. The media reported Peng's trip with her husband. This was Xi's first foreign trip as president. The trip shows that she can be a role model for Chinese women, especially young Chinese women at home and abroad. In the past, China has not had a tradition of first ladies like in the US. Now that China has a higher position on the world stage, it can have its first first lady! And Peng Liyuan is the perfect person with whom to begin.	['Peng Liyuan wrote military songs from the age of 18.']
It can be inferred from the passage that_.	During my first two months in China, I was like a girl in love. Everything I saw and did amazed me. I have journal entries that are pages long describing, in great detail, everything I ate. From the sauce to the kind of chopsticks I used, nothing went unnoticed or unrecorded. Chinese people gape at me when they see me using chopsticks, just because I can. Western eating is so different, not only in the use of cutlery , but also in the rules of eating, for which there are many. For example, everything is cut before it's eaten, except salad. Instead of eating around the bone, as we do here (I do it too, of course), people cut around the bones, which makes eating fish a difficult thing. Also, there is a certain way to eat soup, which involves pushing the spoon away from you, to make sure you don't get splashed, and never slurping or touching your teeth on the spoon. Before I came here, I thought table manners were very important. Now I think that they are silly, worrying and concentrating on changing the fork and knife every time you cut your food takes away from the enjoyment of food. Every time I eat at a restaurant, I try something new. I am not afraid of trying anything and I will eat anything once. At first I would try a bite and not like it. This happened with fish heads, snake, anything spicy, and bitter melon, to name a few. Now I like all of these things. My new favorite dish is spicy fish heads. There are vegetables whose names I don't know in English. I am proficient in Chinese food, and am also at least ten pounds heavier than when I first arrived. I never even like rice before I came here, and now I have it with every meal. I don't like cheese either, and Western food just doesn't taste as good as it once did. Even McDonald's is better here.	['there are many differences between Chinese dishes and western ones']
On the afternoon of July 6, 1992, Jean-Marc was in _ .	"London Time, July 7, 1992 Mountaineer Jean-Marc came back to London yesterday. He was welcomed by all the people in the city. But the 28-year-old Frenchman was very modest. ""I'm not a hero,"" he said in London Guild Hall, ""It was something I wanted to do, so I did it."" Jean-Marc climbed the world's highest mountain, K2 in the Himlayas, with English Climbing Team one month ago. He was the only one who climbed up. He was the first Frenchman to reach the peak . When he got to the peak, his tears fell. He was so glad. Yesterday his wife went to London to meet him. These years she always helping him to do his job. Jean-Marc said, ""Because my wife gave me so much help, I won. I love her very much. And now we'll have a month's holiday in America."""	['London']
Which of the following statements best proves that Horie's latest voyage was meaningful?	"Japanese sailor Kenichi Horie has finished a 110-day solo voyage across the Pacific Ocean in a boat pushed by sea waves to win another world first. Weak waves and ocean water movements made his arrival late, which was going to be in late May. ""When waves were weak, the boat slowed down. That's a problem that needs to be solved,"" the adventure told reporters from his boat in western Japan. His 9.5-meter-long boat can move like a dolphin's tail, and it rises or falls with the waves. Horie reached his destination in the channel between the main Japanese islands just before midnight after covering about 7,000 kilometers from Hawaii. Horie first made world record in 1962 when, at the age of 23, he became the first person to sail alone across the Pacific. He made the three-month voyage from his hometown in spite of breaking Japanese law, which did not allow his citizens to sail on their own out of the country, and without a passport or money. He was arrested upon arrival in San Francisco but the city mayor freed him, gave him a 30-day visa and made him an honorary citizen. News of his achievement made him a hero back home in Japan and his book of the voyage In the Pacific was made into a film. Since then, he has completed many sailing trips across the Pacific and around the world. After his latest adventure with an environmentally friendly theme, Horie planned to return to his hometown on Sunday. He said, ""Throughout history, mankind has used wind for power, but no one has appeared to be serious about wave power."" Horie told the reporter, ""I think I'm a lucky boy as this wave power system has remained untouched in fact."""	['His voyage had the theme of protecting the environment.']
Linda is in _ .	Jack is an English boy. He is a good student. He is eleven. Now he is in a blue coat. Linda is Jack's sister. She is a nice girl. She is fourteen. Now she is in a green dress. Lucy and Lily are from the USA. They are students, too. They are in yellow coats. They look the same. Jack, Linda, Lucy and Lily are good friends. Jack, Lucy and Lily are in the same school. But Linda is not in the school. They all like China. ,.	['a green dress']
Who wrote the story?	One day a few years ago a very funny thing happened to a neighbor of mine. He is a teacher at one of London's big medical schools, He had finished his teaching for the summer term and was at the airport on his way to Russia to give a lecture. He had put a few clothes and his lecture notes in his shoulder bag, but he had put Rupert, the skeleton to be used in his lecture, in a large brown suitcase . At the airport desk, he suddenly thought that he had forgotten to buy a newspaper. He left his suitcase near the desk and went over to the shop. When he got back he discovered that someone had taken his suitcase by mistake. He often wonders what they said when they got home and found Rupert.	"[""The teacher's neighbour.""]"
What was the first impression that the boy gave the author?	I was fairly new to this particular school since my parents only moved to the area. There was a boy, who, as it turned out, was an orphan and was living and working for a small farming family. He didn't appear at first glance to ever be fully engaged in the school learning process;he would sit quietly, never seem to get any attention from the teacher, and would spend a lot of time staring out of the window just behind him. Over the next few weeks, I got to know this boy while playing outside in the schoolyard playing baseball, or soccer. He was very athletic and very good at anything we played. I started to wonder why he didn't seem to do well in school and why the teacher ignored him. He told me he had been in several foster homes since he was a little boy and that most of his time in the last few years had always been on farms. He said he was made to work before he went to school and as soon as he got home until it was time for bed. He was never given a chance to go out and play, nor was he allowed to have any friends although he told me he really didn't have any friends anyway, because he was an orphan and they did not want anything to do with him. I had never before been acquainted with prejudice of any kind. Here was one characteristic of a human being who through no fault of his own carried a label that prevented him from even having friends as a child. His potential was also being ignored by the teacher. It wasn't that he couldn't learn, or didn't want to -- it was because he wasn't encouraged or in some cases, allowed to. We may all meet people through the years that we tend to apply labels to without really taking the time to get to know them, to discover their real potential because our vision is clouded by how we always put people into _ that we are used to or comfortable with.	['He was not drawn into learning.']
What can we learn from the passage?	"Using a computer or smartphone at night can cause us to pile on the pounds,new research has revealed. The study found a link between blue light exposure(blue light is produced by smartphones and computers)and increased hunger.It found that exposure to blue light increases hunger levels for several hours and even increases hunger levels after eating a meal.Blue light exposure has also already been shown to cause decreased sleepiness in the evening,increasing the risk of sleeplessness. The leading researcher,Ivy Cheung,from Northwestern University in Chicago,said,""A single three-hour exposure to blue-enriched light in the evening greatly affected hunger and metabolism .These results are important because they suggest that controlling environmental light exposure for humans may represent a _ approach of influencing food intake patterns and metabolism."" The study group consisted of 10 healthy adults with regular sleep and eating schedules. They completed a four-day trial under dim light conditions,which involved exposure to less than 20 lux(,)during 16 hours awake and less than 3 lux during eight hours of sleep.On the third day they were exposed to three hours of 260 lux,blue-enriched light starting10.5 hours after waking up.and the effects were compared with dim light exposure. Ivy Cheung said more research is needed to determine the functions involved in the relationship between light exposure,hunger and metabolism."	['The researchers drew their conclusion by comparison.']
By writing the passage, the author intends to _ .	"My mother has always instilled in me the importance of education. Education is essential. It will help me get accepted to college if I perform well academically and advance my opportunities for success in the future. Most jobs now require at least a high school diploma, and for many jobs, a college degree is preferred. It is important that all students have excellent educators in their life to help them achieve and have the opportunity to go to college, get a job, support themselves and their family, and impact the community. As we celebrate and honor all teachers during Teacher Appreciation Week, I've reflected on the impact my teachers have had, and will continue to have, in my life. From Mr. Bowker, who challenged me in math, to Mr. Bernsteen, my health teacher who taught me the value of hard work, my teachers have helped shape the student I am today. But one of the teachers who left a lasting impression on me was my summer school teacher, Mr. Davis, who impacted me beyond the classroom. He found time to connect with me on a personal level and talk to me after class. I felt like Mr. Davis cared about my academic success and was committed to setting an example of what's possible. Mr. Davis could relate to what it was like to be a rising ninth-grade black male in today's society. He taught me how to speak up confidently and share my ideas with others. He told me that I was brilliant and that when I spoke, the world should listen. And when I would put my hand down because I was unsure of my answer, Mr. Davis would immediately say, ""No _ , no glory."" He never made me feel inadequate; he encouraged me to always pursue knowledge because he, too, was learning every day. Mr. Davis helped me navigate the challenges and take advantage of the opportunities. I think having more black male teachers like Mr. Davis in the classroom could increase student success. They would share the background and experiences of many of their students and help build long-lasting teacher/student relationships. But, unfortunately, the likelihood that students of color in Nevada will have a teacher that looks like them is one of the lowest in the country. As the student population becomes more ethnically diverse, teachers in Nevada still are predominantly white. According to a 2012 Education Week report, in the Clark County School District, nearly 70 percent of students identified as students of color, but 76 percent of teachers were white. The numbers for black male teachers are more discouraging. Just 2 percent of teachers nationwide are black men. But you can help change the numbers. Whether you decide to study education in college or graduate school, or apply to programs in Las Vegas such as Teach For America, I hope more black males will consider teaching as a career. My peers and I need more examples of excellence and success in classrooms--examples who look like us. You can be the model to impact our life and push us to achieve. You can ensure that, when we look to the front of the room, we can see a little bit of ourselves reflected back."	['appeal to more black males to be teachers']
How does the writer feel about British ways of living? _	I have been in England three months now. I hope you don't think I've forgotten you. There have been so many places to see and so many things to do that I've not had much time for writing letters. I shall soon be starting my studies at King's College.So far I've been learning about England and British ways of living.I won't tell you about London.There are lots of books you can read and lots of pictures you can look at about this famous city.I'm sure you'll be more interested to know what I think about life here. I find some of the customs interesting.People here do not shake hands as much as we do in the mainland of Europe. During the first few weeks I was often surprised because people did not put out their hands when I met them.Men raise their hats to women but not to each other.	['Interesting.']
"The ""freshman 15""tells the fact that some freshmen _ ."	"You put a great deal of effort into reaching the college of your choice. It' s time to get started. But what' s next? Beginning college can be an exciting but awkward time. Follow these tips to adjust to your new life rapidly and make the most of your college experience. * To save time and money, use the college' s bus system. Taking the bus to school is quick, easy and free in most college towns. You won' t have to locate or afford a place to park either. It' s also a good way to be environmentally aware. * Save pennies on books by waiting until class starts. You might not even need all of the recommended books. New textbooks cost an arm and a leg. Try buying used textbooks -- it' s a surefire way to save money and serves the purpose as well. * Do never look at college life as an endless series of parties and social activities. But there is a whole lot more to college if you're serious about graduating. Having a good college experience is all about balancing work and fun. * Be mindful of your diet. Make healthy food choices and watch what you eat. Avoid foods that are processed or high in sugar. The ""freshman 15""is real. Many college students gain at least 15 pounds during their freshmen year. * While electives can be helpful when figuring out your major, you shouldn't entirely rely on them. Clubs and other organizations exist around. Get involved. Make sure, though, that you still have time to study. Having too much on your plate can hurt your grades."	['take relaxed attitudes to their diets']
What would be the best title for the passage ?	Naturally ,American schoolchildren love holidays .And they get a lot of them each year .Besides having national holidays such as Thanksgiving and Presidents; Day off from school ,students get longer breaks in the US only go to school for about 180 days a year.To students ,holidays are perfect .However ,parents think there are advantages and disadvantages . On the one hand ,school holidays allow families to spend time together .Many American parents take time off from work during June,July or august to travel with their children on vacations either in the US or in a foreign country .On the other hand ,schoolchildren get much more time off school than parents get vacation for an time.This means that parents with young children may have to pay more in the babysitting or day care coats.As well ,the long summer holidays mean that students sometimes get bored. Besides going on trips with their parents ,American students enjoy taking part in different kind s of activities during the holidays .For example ,some kids enjoy summer camps and outdoor adventure holidays .Such trips are great adventurous students . _ also have a lot to offer students who aren't usually interested in traditional PE activities .ou can do courses in survival skills ,for example .Students learn how to make a camp in the forest ,which wild food they can eat and how to find their way to make a camp in the forest,which wild food they can eat and how to find their way back to the center. Students who are not excited about summer camps and outdoor adventure may take part in courses in computer game design ,film making and photography during the holidays .Finally ,the traditional school trip to foreign countries is always popular .Students can practice their foreign language skills and experience every day life in a different culture.	['school Holidays in the US .']
Tom's mother thinks _ .	"Tom likes chocolates very much,but his mother doesn't give him chocolates , because they're bad for his teeth,she thinks. But Tom has a very nice grandfather. The old man loves his grandson very much and sometimes he buys Tom some chocolates. Then his mother lets him eat them,because she wants to make the old man happy. On Sunday evening,it is Tom's birthday. He says,""Please,God ,let them give me a big box of chocolates for my birthday.""His mother says,""God can't hear you. Don't shout.""""I know,""says the clever boy with a smile.""But Grandfather is in the next room,and he can."""	"[""chocolates are bad for Tom's teeth""]"
For podcast, which is wrong?	"Every day we are bombarded with images, videos, music and news. In this age of visual and aural hyper-stimulation, the medium of radio is making a phenomenal comeback. ""We're at the dawn of a golden age of audio,"" said US-based podcaster Alex Blumberg in an article in The Sydney Morning Herald. In the last month alone, 15 percent of US adults listened to a radio podcast. These statistics, released by Edison Research, reveal the successful evolution of traditional radio broadcasts to the present day's digital podcast format. The term ""podcast,"" was coined in 2004, but the trend only started gaining mainstream popularity in recent years. Since the leap in consumer demand for smartphones and tablets, podcast subscription rates have only accelerated. The appeal of the podcast partially resides in its multiplatform delivery and on-demand capabilities. You can tune in during those extra minutes of the day when you're walking to the shops, waiting in a queue or riding the subway. Similar to television shows, podcasts are generally free to download and most offer new content every week. Donna Jackson, 22, Sydney university media graduate, listens to podcasts two or three times a week, via iTunes .""I listen while I'm pottering around the house doing something else. It makes completing a boring task a lot more enjoyable..... And it's an easy way of keeping in touch with what's going on in the rest of the world,"" she said. Unlike television and music, the audio format has the potential to create a deep impression on readers. Blumberg says this comes down to the podcast's ability ""to create intimacy and emotional connection."" Sydney University undergraduate Hazel Proust, major in social work and arts, agrees. ""When you're tuned in, it feels as if the voice of the podcast's narrator is talking directly to you. It's comforting,"" said Proust."	['You can listen to it at any time and any place.']
What can we learn about iPhone from the passage?	"Apple Inc co-founder and former CEO Steve Jobs, counted among the greatest American CEOs of his generation, died on Wednesday at the age of 56, after a-year-long and highly public battle with cancer. Jobs' death was announced by Apple in a statement late on Wednesday. The Apple.com homepage featured a black-and-white picture of him with the words ""Steve Jobs, 1955-2011"". A message on the site read, ""Apple has lost an imaginary and creative genius, and the world has lost an amazing human being. Those of us who have been fortunate enough to know and work with Steve have lost a dear friend and an inspiring leader."" ""His greatest love was for his wife, Laurene, and his family. Our hearts go out to them and to all who were touched by his extraordinary gifts."" ""Steve leaves behind a company that only he could have built, and his spirit will forever be the foundation of Apple."" The Silicon Valley hero who gave the world the iPod and the iPhone had resigned as CEO of the world's largest technology corporation in August, handing the position to current chief executive Tim Cook. Two years before the iPhone that forever transformed the way people around the world access and use the Internet, Jobs talked about how a sense of his death was a major driver behind that vision. ""Remembering that I'll be dead soon is the most important tool I've ever got to help me make the big choices in life,"" Jobs said during a Stanford commencement ceremony in 2005. ""Because almost everything-all others' expectations, all pride, all fear of embarrassment or failure-these things just fall away in the face of death, leaving only what is truly important."" ""Remembering that you are going to die is the best way I know to avoid the trap of thinking you have something to lose. You are already naked. There is no reason not to follow your heart."""	['It can change the way people use the Internet.']
What should we do in order not to make Mother Nature angry?	In Singapore,most of us love window-shopping while some others enjoy having a picnic at East Coast Park or Changi Beach on sunny days.Singaporeans are never bothered by the occasional thunderstorm.However,we know that if it rains for long continuous periods,there will be more serious effects.Just recently the main shopping street of Orchard Road was flooded and some part of Bukit Timah was impassable to traffic.People reacted by writing in to the newspaper to complain about this! We forget that other countries suffer much worse effects. Elsewhere,heavy tropical storms often result in floods that ruin crops especially in Thailand and Malaysia.This in turn usually means that the price of rice and vegetables here in Singapore will rise because we import these products from them.If there is a typhoon or tsunami,thousands of lives are lost too.This happened in Indonesia and Phuket in Thailand in 2004 and _ serves to remind us of how Mother Nature can cause great damage. Weather patterns in general have changed dramatically in recent years.Scientists believe that global warming and the resulting melting of the polar ice-cap has caused the level of the ocean to rise.This in turn causes flooding of low-lying areas in countries where the land is rather flat and some parts of which is below water level.It is believed that human activities have caused Mother Nature to show her extreme anger,so it is now important that we really work together to cut down on harmful activities,for example,illegal logging or irresponsible forest-burning to clear land for farming.	['Reduce harmful human activities.']
You can do the following in Snow City EXCEPT _ .	For the first time in Singapore, it's snowing. Visitors to Singapore will be amazed by the technology that brings winter to you on this tropical island. All visitors can have cool winter fun in Snow City, Singapore's first indoor snow center. Visitors can see and touch snow falling. Of course, it's more than just touching and feeling snow. You can enjoy exciting snow rides or skiing on snowboard. You can also build your own real snowman and have snowball fights filled with fun and learn about life in cold climates. Snow City is about family-based fun and is suitable for all ages. Join us and step into Snow City today. How to get there: 21Jurong Town Hall Road, Snow City Building, Singapore 609433 Tel: 63371511 Bus services: No. 66, No. 178, No.198 Price: Adults: $18; Children: $12 Opening Hours: Tuesday--Sunday: 10:30 am--6:30 pm Notice: No phone booking. For updated information, please visit our website www.snowcity.com.sg.	['learning about how snow is made']
Although a lot of unfortunate matters happened to Jean, she is still _ .	"Well I decided to cut my front lawn today, especially since I live on a main street downtown with lots of traffic. Anyway, I finished mine and decided to cut my neighbor--Jean's grass while I was at it. She is a sweet person who has gone through some _ times in the last year. Her brother passed away of cancer last year; her sister (who lives with her) is mentally challenged--yet so sweet! It was a difficult time with physical and mental challenges that led her employer in our local hospital to let her go after 25 years of service! Lastly, my neighbor Jean, who is a nurse in our local hospital, was diagnosed with esophageal cancer in December. She went through radiation and a long recovery--but thankful she is in remission . Anyway, in short I was leaving my house this afternoon and she stopped me to thank me for cutting her grass. She told me her dad passed away on Friday and she just arrived home from the funeral service, so she didn't know when I would have time to cut her grass. So, when she arrived home and saw it cut she was more than happy and grateful! I said to her ""You are welcome, just a small act of kindness for a neighbor."" I did it for exercise and shared pleasure not knowing it meant more to her than just doing a neighbor a favor!"	['optimistic']
